inner_radius_over_L0,exact_rank,null_dimension,before_rms,lower_bound_rms,lower_bound_maximum,exact_residual,normal_residual,violations,material_accepted
1.5,7,3,0.34266586356821227,0.12830815374639334,0.24580401822269518,1.3226279691628924e-14,6.158268339717665e-17,K3,False
2.0,7,3,0.2888336012642672,0.11323126096853363,0.27079865254819346,1.175669305922571e-14,6.743737512859838e-16,K3,False
3.0,7,3,0.20691056862347534,0.08550361738619328,0.2693889396744098,1.1222297920169996e-14,4.675079767757495e-16,K3,False
