case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.0,-1168.438940903158,0.0,155.52997112368598,0.0,2.3474751441181314,2.418228330931048,2.4176211505953034,0.0006071803357447649,7.845880163718739e-16
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.03,-1168.3318734797786,0.10706742337947617,155.52997112368598,0.011029444856307679,4.737306046176251,4.88008902750617,2.633947130176386,2.246141897329783,1.8609514149048028e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.1,-1167.8351955631897,0.6037453399683272,155.52997112368598,0.06219422980631718,9.223843769872907,9.501851544744637,3.066531293610652,6.4353202511339855,1.243499630774424e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.2,-1166.6749840061402,1.7639568970178061,155.52997112368598,0.18171227727789824,13.656634879015398,14.068247517918868,3.545327074205433,10.522920443713435,7.582028568658341e-16
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.35,-1164.3066556046028,4.132285298555189,155.52997112368598,0.425683288084824,17.476560588466054,18.00330625359535,4.0399860896699105,13.963320163925442,2.891517053457686e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.5,-1161.5397710299999,6.899169873158144,155.52997112368598,0.710711169359134,19.09484707058081,19.670368087420545,4.334262741223651,15.336105346196895,7.90950529669035e-16
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.7,-1157.757977193648,10.680963709510024,155.52997112368598,1.1002889256868629,18.093875534358304,18.63922714715804,4.392075786932763,14.247151360225278,2.512175534971647e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,0.9,-1154.5053055433661,13.933635359791879,155.52997112368598,1.4353596826930126,14.171485893798756,14.5986162050069,4.089453274612663,10.509162930394236,1.5512648881275605e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,1.1,-1152.080079771094,16.35886113206402,155.52997112368598,1.685191919941932,10.312203714386598,10.623014790569876,3.7187039848602446,6.904310805709631,1.7502108981027528e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,1.4,-1149.499086916942,18.93985398621612,155.52997112368598,1.9510703492611867,7.353312253515371,7.574941980616116,3.3982793589437934,4.176662621672323,2.5425235755153476e-16
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,1.8,-1147.0123295242245,21.426611378933558,155.52997112368598,2.207241205608235,5.1023100400828305,5.256094286253846,3.101148376725556,2.1549459095282897,1.4810961553726357e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,2.3,-1145.119953384599,23.31898751855897,155.52997112368598,2.4021824643085155,2.4939572740500946,2.5691254501035994,2.693319285954,-0.12419383585040043,7.894486287408081e-16
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,3.0,-1144.132760630067,24.30618027309106,155.52997112368598,2.5038771507498563,0.9260695644786865,0.9539814139657793,2.406417259722871,-1.4524358457570916,2.2711075216254944e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,4.0,-1143.7771314601,24.66180944305802,155.52997112368598,2.540511938397104,8.881784197001252e-16,9.149482254676966e-16,2.1883199658292174,-2.1883199658292165,1.336172174659122e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,6.0,-1143.7771314601,24.66180944305802,155.52997112368598,2.540511938397104,-4.440892098500626e-16,-4.574741127338483e-16,2.0611959402600357,-2.0611959402600366,1.7876139051685768e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,8.0,-1143.7771314601,24.66180944305802,155.52997112368598,2.540511938397104,1.3322676295501878e-15,1.372422338201545e-15,1.9480308080494961,-1.9480308080494948,2.9465102544404154e-15
B_08_interface_spread,B,8,interface_spread,1.8093721815259373e+21,10.0,-1143.7771314601,24.66180944305802,155.52997112368598,2.540511938397104,1.1102230246251565e-15,1.1436852818346208e-15,1.8466450875570617,-1.8466450875570606,1.336172174659122e-15
