       Step     Time          Energy          fmax
LBFGS:    0 03:36:30    -1161.982739        1.979209
LBFGS:    1 03:36:34    -1163.080337        1.652870
LBFGS:    2 03:36:37    -1165.511276        0.911958
LBFGS:    3 03:36:41    -1166.894811        0.516135
LBFGS:    4 03:36:44    -1167.309524        0.482610
LBFGS:    5 03:36:47    -1167.401026        0.428460
LBFGS:    6 03:36:50    -1167.693168        0.299901
LBFGS:    7 03:36:54    -1167.861807        0.245641
LBFGS:    8 03:36:57    -1167.958220        0.287968
LBFGS:    9 03:37:01    -1168.015105        0.261550
LBFGS:   10 03:37:04    -1168.096356        0.193508
LBFGS:   11 03:37:08    -1168.164952        0.196378
LBFGS:   12 03:37:11    -1168.215202        0.159159
LBFGS:   13 03:37:14    -1168.250758        0.166350
LBFGS:   14 03:37:18    -1168.291012        0.174597
LBFGS:   15 03:37:21    -1168.335776        0.154842
LBFGS:   16 03:37:25    -1168.367108        0.132028
LBFGS:   17 03:37:28    -1168.383593        0.099990
LBFGS:   18 03:37:32    -1168.397316        0.090249
LBFGS:   19 03:37:35    -1168.412209        0.092823
LBFGS:   20 03:37:38    -1168.424116        0.089631
LBFGS:   21 03:37:41    -1168.430669        0.056265
LBFGS:   22 03:37:43    -1168.434068        0.046513
LBFGS:   23 03:37:46    -1168.436516        0.032282
LBFGS:   24 03:37:48    -1168.437945        0.019584
LBFGS:   25 03:37:51    -1168.438414        0.014991
LBFGS:   26 03:37:54    -1168.438572        0.012322
LBFGS:   27 03:37:56    -1168.438691        0.007892
LBFGS:   28 03:37:59    -1168.438784        0.007354
LBFGS:   29 03:38:01    -1168.438832        0.005434
LBFGS:   30 03:38:04    -1168.438859        0.004586
LBFGS:   31 03:38:07    -1168.438883        0.004317
LBFGS:   32 03:38:09    -1168.438902        0.003303
LBFGS:   33 03:38:12    -1168.438914        0.003182
LBFGS:   34 03:38:14    -1168.438921        0.002675
LBFGS:   35 03:38:17    -1168.438928        0.002240
LBFGS:   36 03:38:19    -1168.438933        0.001648
LBFGS:   37 03:38:22    -1168.438935        0.001056
LBFGS:   38 03:38:24    -1168.438936        0.000843
LBFGS:   39 03:38:27    -1168.438937        0.000826
LBFGS:   40 03:38:29    -1168.438938        0.000709
LBFGS:   41 03:38:32    -1168.438939        0.000614
LBFGS:   42 03:38:35    -1168.438939        0.000587
LBFGS:   43 03:38:38    -1168.438939        0.000556
LBFGS:   44 03:38:41    -1168.438939        0.000387
LBFGS:   45 03:38:43    -1168.438940        0.000262
LBFGS:   46 03:38:46    -1168.438940        0.000233
LBFGS:   47 03:38:48    -1168.438940        0.000275
LBFGS:   48 03:38:50    -1168.438940        0.000310
LBFGS:   49 03:38:53    -1168.438940        0.000248
LBFGS:   50 03:38:55    -1168.438940        0.000281
LBFGS:   51 03:38:57    -1168.438940        0.000266
LBFGS:   52 03:39:00    -1168.438940        0.000316
LBFGS:   53 03:39:02    -1168.438940        0.000312
LBFGS:   54 03:39:04    -1168.438940        0.000288
LBFGS:   55 03:39:07    -1168.438940        0.000310
LBFGS:   56 03:39:09    -1168.438941        0.000256
LBFGS:   57 03:39:12    -1168.438941        0.000305
LBFGS:   58 03:39:14    -1168.438941        0.000353
LBFGS:   59 03:39:17    -1168.438941        0.000309
LBFGS:   60 03:39:19    -1168.438941        0.000223
LBFGS:   61 03:39:21    -1168.438941        0.000178
