dopant_concentration_cm3,independent_site_probability,expected_dopants,probability_no_dopants,probability_exactly_one,probability_at_least_one,probability_two_or_more
1000000000000000.0,2.046955149150231e-08,7.369038536940831e-06,0.999992630988539,7.368984385251201e-06,7.3690114610629465e-06,2.7075811746127893e-11
1e+16,2.046955149150231e-07,7.369038536940831e-05,0.9999263123221589,7.368497037901418e-05,7.368767784114326e-05,2.7074621290753004e-09
1e+17,2.046955149150231e-06,0.0007369038536940831,0.9992633668396198,0.000736362533180519,0.0007366331603801797,2.7062719966059066e-07
1e+18,2.046955149150231e-05,0.007369038536940832,0.9926579713893312,0.007315084581670001,0.007342028610668758,2.6944028998757593e-05
1e+19,0.0002046955149150231,0.0736903853694083,0.928952261518046,0.06846886541070908,0.07104773848195399,0.002578873071244905
1e+20,0.002046955149150231,0.7369038536940832,0.4782321049854214,0.35313393044124675,0.5217678950145785,0.16863396457333182
1e+21,0.02046955149150231,7.369038536940831,0.0005840614996665373,0.004393913130050934,0.9994159385003335,0.9950220253702825
