radius_L0,path,path_fraction,q_plane_frame,min_eigenvalue_eV_L0sq,status
12.0,GX,0.85,"[2.6703537555513237, -1.5417294595990851, 2.180334711275169]",64.81923015623639,corrected +ABC cubic labels; sampled static stability only
12.0,GX,0.9,"[2.827433388230814, -1.6324194278107964, 2.308589694291356]",68.12598157480038,corrected +ABC cubic labels; sampled static stability only
12.0,GX,0.95,"[2.984513020910303, -1.723109396022507, 2.436844677307542]",70.19530167602822,corrected +ABC cubic labels; sampled static stability only
12.0,GX,1.0,"[3.1415926535897927, -1.813799364234218, 2.5650996603237286]",70.8998113328482,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.05,"[4.5056950601330826e-18, -4.141803417676611e-18, 0.19238247452427965]",0.09256780044144053,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.1,"[9.011390120266165e-18, -8.283606835353222e-18, 0.3847649490485593]",0.3722102121850699,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.15,"[-1.25548324505378e-17, -1.8663333525163883e-17, 0.5771474235728389]",0.84430840818293,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.2,"[1.802278024053233e-17, -1.6567213670706444e-17, 0.7695298980971186]",1.5164114350139672,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.25,"[-2.316959806381882e-17, -4.2846077686751294e-18, 0.9619123726213982]",2.396249565569971,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.3,"[-2.51096649010756e-17, -3.7326667050327766e-17, 1.1542948471456778]",3.489254450398345,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.35,"[-5.0043203441263296e-17, -3.523054719587033e-17, 1.3466773216699575]",4.795851030575202,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.39999999999999997,"[3.527880952737753e-18, -1.2761455246265137e-17, 1.539059796194237]",6.308818521256239,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.44999999999999996,"[-2.1405657587449944e-17, -1.0665335391807698e-17, 1.7314422707185166]",8.011036090505579,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.49999999999999994,"[-3.5225272177580366e-19, 3.2176728652945244e-17, 1.9238247452427961]",9.873903470074893,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.5499999999999999,"[-2.52857912619635e-17, 3.4272848507402683e-17, 2.116207219767076]",11.856675708754132,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.6,"[-5.02193298021512e-17, -7.465333410065553e-17, 2.3085896942913555]",13.906877993154321,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.65,"[-1.0117509285685079e-17, -2.2808559739779422e-18, 2.5009721688156357]",15.96186524873,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.7,"[-1.0008640688252659e-16, -7.046109439174065e-17, 2.693354643339915]",17.95148239863166,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.75,"[9.702465950231702e-17, 4.265732792523244e-17, 2.8857371178641946]",19.801668303718216,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.7999999999999999,"[7.055761905475505e-18, -2.5522910492530273e-17, 3.078119592388474]",21.4387371402338,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.85,"[-1.7877776634712192e-17, 8.759551182444282e-17, 3.2705020669127536]",22.793990901487298,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.9,"[2.2224043881753927e-17, -6.20766149739109e-17, 3.4628845414370337]",23.808268663418637,corrected +ABC cubic labels; sampled static stability only
12.0,GL,0.95,"[8.92643921532899e-17, -8.951090920137811e-17, 3.6552670159613125]",24.436022926066517,corrected +ABC cubic labels; sampled static stability only
12.0,GL,1.0,"[-9.267839225527528e-17, -1.7138431074700518e-17, 3.8476494904855927]",24.648543399328673,corrected +ABC cubic labels; sampled static stability only
