strain_difference_step,C11_GPa,C12_GPa,C44_GPa,bulk_modulus_GPa,normal_stress_GPa
0.0008,87.81616951836111,64.83263412460623,49.27104859188335,72.4938125891912,-2.4486569562020946e-14
0.0004,87.81616955183186,64.8326341413416,49.27104857514798,72.49381261150502,-2.4486569562020946e-14
