angle_radians,min_eigenvalue_GPa,normal_GPa,slip_e1_GPa,normal_slip_GPa,imag_residual_GPa,hermitian_residual,riccati_residual
0.0,11.794838016386041,21.49342576244256,21.340525797125753,1.9920408975906403e-15,1.1308042627118725e-14,7.823737499270239e-16,1.4434208714638442e-15
0.241660973353061,11.93914587088467,22.26652106490008,20.95497014174526,0.8166643741798746,2.2669336437472318e-14,7.216449660063518e-16,9.484290261206744e-16
0.483321946706122,11.901589916706923,23.245066936228696,19.71143346365413,1.5179901555778035,3.2625026479972628e-15,1.5265566588595902e-15,1.2669325806454468e-15
0.724982920059183,11.95077309180413,22.689100359872814,17.744845880526373,2.35946436918756,1.0173041302566954e-14,1.2004286453759505e-15,1.7763576864329958e-15
0.966643893412244,11.822862451079972,21.59364994994451,15.671790932704175,2.8801191769431544,9.054560083136965e-15,1.2212453270876722e-15,9.992022279978568e-16
1.208304866765305,11.886025233789479,21.87198257900885,13.65536899144861,2.2440266064926595,1.216358288301467e-14,1.2976473706775544e-15,3.885781457421839e-15
1.449965840118366,11.927290755255742,23.043237741453588,12.127023217678135,0.7893298792555791,2.0459385565815665e-14,8.98740796156493e-16,3.885781457421839e-15
1.691626813471427,11.927290755255752,23.043237741453627,12.12702321767814,-0.7893298792555612,1.5757450171278744e-14,1.3322676295501878e-15,9.844429633125817e-16
1.933287786824488,11.886025233789486,21.871982579008876,13.65536899144861,-2.244026606492666,1.6706085846000562e-14,1.4710455076283324e-15,1.937182102085018e-15
2.174948760177549,11.822862451079951,21.593649949944428,15.67179093270415,-2.8801191769431385,2.225166297459022e-14,1.582067810090848e-15,2.1624871093180296e-15
2.41660973353061,11.950773091804127,22.689100359872814,17.744845880526388,-2.359464369187585,1.3664831998184312e-14,1.0203300782103175e-15,1.65093187542576e-15
2.658270706883671,11.901589916706932,23.24506693622873,19.711433463654142,-1.517990155577816,1.1464921689636004e-14,1.0061396160665481e-15,1.2212502552694219e-15
2.899931680236732,11.93914587088462,22.26652106490012,20.95497014174526,-0.8166643741798911,7.556762957966456e-15,9.02296368019452e-16,2.2205138108521492e-15
