x_over_b,slip_over_b
-318.5,0.00016001283753275253
-318.0,0.00016036454861359517
-317.5,0.00016071824387396683
-317.0,0.00016107393599665287
-316.5,0.0001614316377750863
-316.0,0.00016179136211492973
-315.5,0.00016215312203538002
-315.0,0.00016251693067007023
-314.5,0.0001628828012683048
-314.0,0.00016325074719672483
-313.5,0.00016362078193958574
-313.0,0.00016399291910097757
-312.5,0.00016436717240557452
-312.0,0.00016474355569962018
-311.5,0.00016512208295273167
-311.0,0.00016550276825923194
-310.5,0.00016588562583899624
-310.0,0.00016627067003924245
-309.5,0.0001666579153353498
-309.0,0.00016704737633294053
-308.5,0.00016743906776871265
-308.0,0.00016783300451152228
-307.5,0.00016822920156500665
-307.0,0.0001686276740683057
-306.5,0.00016902843729658945
-306.0,0.00016943150666426376
-305.5,0.00016983689772538668
-305.0,0.00017024462617502845
-304.5,0.00017065470785181114
-304.0,0.00017106715873888012
-303.5,0.00017148199496469507
-303.0,0.0001718992328057778
-302.5,0.00017231888868803058
-302.0,0.0001727409791882073
-301.5,0.00017316552103552318
-301.0,0.00017359253111332018
-300.5,0.00017402202646069065
-300.0,0.0001744540242747672
-299.5,0.00017488854191162473
-299.0,0.0001753255968888895
-298.5,0.00017576520688684927
-298.0,0.0001762073897503963
-297.5,0.00017665216349106727
-297.0,0.00017709954628906954
-296.5,0.00017754955649443294
-296.0,0.0001780022126298686
-295.5,0.00017845753339197634
-295.0,0.00017891553765327084
-294.5,0.00017937624446476286
-294.0,0.00017983967305708337
-293.5,0.00018030584284353668
-293.0,0.00018077477342123838
-292.5,0.00018124648457373826
-292.0,0.00018172099627278282
-291.5,0.00018219832868111852
-291.0,0.00018267850215386572
-290.5,0.00018316153724118323
-290.0,0.0001836474546905581
-289.5,0.00018413627544888733
-289.0,0.0001846280206648926
-288.5,0.0001851227116913684
-288.0,0.00018562037008742344
-287.5,0.00018612101762125605
-287.0,0.00018662467627220125
-286.5,0.00018713136823378385
-286.0,0.00018764111591520333
-285.5,0.000188153941944956
-285.0,0.00018866986917263906
-284.5,0.0001891889206719899
-284.0,0.00018971111974325217
-283.5,0.00019023648991613878
-283.0,0.00019076505495218415
-282.5,0.00019129683884784587
-282.0,0.00019183186583723866
-281.5,0.00019237016039459764
-281.0,0.00019291174723791438
-280.5,0.00019345665133106704
-280.0,0.00019400489788683195
-279.5,0.00019455651237074156
-279.0,0.00019511152050325636
-278.5,0.00019566994826303308
-278.0,0.00019623182189014432
-277.5,0.00019679716788962437
-277.0,0.00019736601303377982
-276.5,0.00019793838436640843
-276.0,0.00019851430920544283
-275.5,0.00019909381514696817
-275.0,0.00019967693006762988
-274.5,0.00020026368212922724
-274.0,0.00020085409978154445
-273.5,0.0002014482117659866
-273.0,0.00020204604711963198
-272.5,0.0002026476351780701
-272.0,0.00020325300557991893
-271.5,0.00020386218827008612
-271.0,0.0002044752135041336
-270.5,0.0002050921118517124
-270.0,0.00020571291420021925
-269.5,0.00020633765176009122
-269.0,0.000206966356067588
-268.5,0.0002075990589892121
-268.0,0.00020823579272621906
-267.5,0.00020887658981871837
-267.0,0.00020952148314989233
-266.5,0.00021017050595051323
-266.0,0.00021082369180348837
-265.5,0.0002114810746479956
-265.0,0.00021214268878443077
-264.5,0.00021280856887898048
-264.0,0.00021347874996845845
-263.5,0.0002141532674647395
-263.0,0.00021483215715991516
-262.5,0.00021551545523144228
-262.0,0.00021620319824667417
-261.5,0.00021689542316846028
-261.0,0.00021759216735985076
-260.5,0.00021829346858981413
-260.0,0.00021899936503821937
-259.5,0.00021970989530149115
-259.0,0.0002204250983982789
-258.5,0.00022114501377471646
-258.0,0.0002218696813101953
-257.5,0.00022259914132317926
-257.0,0.0002233334345775953
-256.5,0.0002240726022876699
-256.0,0.00022481668612528427
-255.5,0.00022556572822520285
-255.0,0.00022631977119099214
-254.5,0.00022707885810317394
-254.0,0.0002278430325238119
-253.5,0.00022861233850448096
-253.0,0.00022938682059137072
-252.5,0.0002301665238336123
-252.0,0.0002309514937893671
-251.5,0.0002317417765328976
-251.0,0.0002325374186618115
-250.5,0.00023333846730437882
-250.0,0.00023414497012656452
-249.5,0.00023495697534009832
-249.0,0.00023577453170953167
-248.5,0.00023659768855979063
-248.0,0.00023742649578482877
-247.5,0.00023826100385519744
-247.0,0.00023910126382555366
-246.5,0.00023994732734438848
-246.0,0.00024079924666052174
-245.5,0.0002416570746334029
-245.0,0.00024252086474076118
-244.5,0.00024339067108745255
-244.0,0.0002442665484149349
-243.5,0.00024514855211019496
-243.0,0.0002460367382148901
-242.5,0.0002469311634348062
-242.0,0.0002478318851495062
-241.5,0.0002487389614224435
-241.0,0.00024965245101021133
-240.5,0.00025057241337304165
-240.0,0.0002514989086854075
-239.5,0.0002524319978459075
-239.0,0.00025337174248808714
-238.5,0.0002543182049916312
-238.0,0.00025527144849262287
-237.5,0.00025623153689593656
-237.0,0.00025719853488531674
-236.5,0.00025817250793582283
-236.0,0.0002591535223254275
-235.5,0.0002601416451472188
-235.0,0.0002611369443215848
-234.5,0.0002621394886083428
-234.0,0.0002631493476195901
-233.5,0.00026416659183341185
-233.0,0.00026519129260539273
-232.5,0.0002662235221835875
-232.0,0.00026726335372125043
-231.5,0.00026831086129119885
-231.0,0.0002693661198990213
-230.5,0.0002704292054993909
-230.0,0.0002715001950083333
-229.5,0.00027257916632012283
-229.0,0.00027366619832111527
-228.5,0.00027476137090613403
-228.0,0.0002758647649935518
-227.5,0.00027697646254205496
-227.0,0.0002780965465665232
-226.5,0.00027922510115479734
-226.0,0.0002803622114844577
-225.5,0.0002815079638406777
-225.0,0.0002826624456332173
-224.5,0.00028382574541475913
-224.0,0.00028499795289935875
-223.5,0.0002861791589806942
-223.0,0.0002873694557508563
-222.5,0.00028856893652121074
-222.0,0.00028977769583981433
-221.5,0.0002909958295135434
-221.0,0.00029222343462761285
-220.5,0.00029346060956673276
-220.0,0.0002947074540359598
-219.5,0.00029596406908426187
-219.0,0.000297230557123683
-218.5,0.0002985070219544972
-218.0,0.0002997935687875722
-217.5,0.0003010903042667615
-217.0,0.0003023973364941826
-216.5,0.0003037147750553984
-216.0,0.0003050427310402684
-215.5,0.0003063813170744098
-215.0,0.00030773064734119365
-214.5,0.00030909083760744666
-214.0,0.0003104620052541071
-213.5,0.00031184426930100373
-213.0,0.0003132377504351941
-212.5,0.0003146425710413986
-212.0,0.0003160588552291177
-211.5,0.00031748672886332957
-211.0,0.00031892631959629103
-210.5,0.0003203777568964311
-210.0,0.0003218411720813455
-209.5,0.0003233166983508326
-209.0,0.00032480447081864594
-208.5,0.00032630462654684167
-208.0,0.00032781730458111835
-207.5,0.00032934264598480367
-207.0,0.0003308807938752073
-206.5,0.00033243189346125745
-206.0,0.0003339960920801799
-205.5,0.0003355735392360712
-205.0,0.00033716438663890236
-204.5,0.00033876878824518064
-204.0,0.00034038690029804947
-203.5,0.00034201888136944913
-203.0,0.00034366489240325593
-202.5,0.0003453250967580049
-202.0,0.0003469996602520342
-201.5,0.0003486887512093237
-201.0,0.0003503925405051317
-200.5,0.00035211120161444953
-200.0,0.0003538449106607819
-199.5,0.00035559384646537823
-199.0,0.00035735819059752594
-198.5,0.0003591381274283545
-198.0,0.0003609338441826135
-197.5,0.00036274553099346907
-197.0,0.00036457338095825104
-196.5,0.0003664175901950534
-196.0,0.00036827835790113894
-195.5,0.00037015588641273883
-195.0,0.0003720503812658857
-194.5,0.00037396205125856535
-194.0,0.00037589110851420776
-193.5,0.0003778377685479603
-193.0,0.0003798022503328155
-192.5,0.0003817847763674595
-192.0,0.00038378557274790226
-191.5,0.00038580486923769745
-191.0,0.00038784289934175147
-190.5,0.00038989990038173095
-190.0,0.0003919761135727025
-189.5,0.000394071784101873
-189.0,0.0003961871612096733
-188.5,0.0003983224982720161
-188.0,0.0004004780528848882
-187.5,0.00040265408695183084
-187.0,0.0004048508667716887
-186.5,0.0004070686631309393
-186.0,0.00040930775139571564
-185.5,0.00041156841160864166
-185.0,0.00041385092858595065
-184.5,0.00041615559201838937
-184.0,0.0004184826965741219
-183.5,0.0004208325420048683
-183.0,0.00042320543325307324
-182.5,0.0004256016805643174
-182.0,0.00042802159959993275
-181.5,0.0004304655115549994
-181.0,0.00043293374327745037
-180.5,0.00043542662739105983
-180.0,0.0004379445024220675
-179.5,0.0004404877129280618
-179.0,0.00044305660963156826
-178.5,0.0004456515495555113
-178.0,0.0004482728961637049
-177.5,0.0004509210195047281
-177.0,0.00045359629635890325
-176.5,0.00045629911038992524
-176.0,0.00045902985230101504
-175.5,0.0004617889199939483
-175.0,0.00046457671873352405
-174.5,0.00046739366131600123
-174.0,0.00047024016824259566
-173.5,0.00047311666789705335
-173.0,0.00047602359672895564
-172.5,0.0004789613994414143
-172.0,0.0004819305291848628
-171.5,0.00048493144775493585
-171.0,0.0004879646257973161
-170.5,0.0004910305430176397
-170.0,0.0004941296883974916
-169.5,0.0004972625604167908
-169.0,0.0005004296672819902
-168.5,0.0005036315271615236
-168.0,0.0005068686684279116
-167.5,0.0005101416299065708
-167.0,0.0005134509611318911
-166.5,0.0005167972226119638
-166.0,0.0005201809860996006
-165.5,0.0005236028348720102
-165.0,0.0005270633640192248
-164.5,0.0005305631807401885
-164.0,0.0005341029046492539
-163.5,0.000537683168090536
-163.0,0.0005413046164627299
-162.5,0.0005449679085531647
-162.0,0.000548673716882325
-161.5,0.000552422728059696
-161.0,0.0005562156431499285
-160.5,0.0005600531780501724
-160.0,0.0005639360638816629
-159.5,0.0005678650473887417
-159.0,0.0005718408913549468
-158.5,0.0005758643750319118
-158.0,0.0005799362945793926
-157.5,0.0005840574635214394
-157.0,0.0005882287132171378
-156.5,0.0005924508933463975
-156.0,0.0005967248724121662
-155.5,0.0006010515382584656
-155.0,0.0006054317986054192
-154.5,0.0006098665816029675
-154.0,0.0006143568364017823
-153.5,0.0006189035337454506
-153.0,0.0006235076665805494
-152.5,0.0006281702506879649
-152.0,0.0006328923253374902
-151.5,0.0006376749539627694
-151.0,0.0006425192248598805
-150.5,0.0006474262519116643
-150.0,0.0006523971753360457
-149.5,0.0006574331624613588
-149.0,0.0006625354085287955
-148.5,0.0006677051375229729
-148.0,0.0006729436030333735
-147.5,0.0006782520891458197
-147.0,0.0006836319113667929
-146.5,0.0006890844175812239
-146.0,0.0006946109890452315
-145.5,0.0007002130414160743
-145.0,0.0007058920258196297
-144.5,0.0007116494299580634
-144.0,0.0007174867792593259
-143.5,0.0007234056380698707
-143.0,0.0007294076108925582
-142.5,0.0007354943436724803
-142.0,0.0007416675251321492
-141.5,0.0007479288881583916
-141.0,0.0007542802112424722
-140.5,0.0007607233199791045
-140.0,0.0007672600886224493
-139.5,0.0007738924417052061
-139.0,0.0007806223557222173
-138.5,0.0007874518608819033
-138.0,0.0007943830429295343
-137.5,0.0008014180450440027
-137.0,0.0008085590698132214
-136.5,0.0008158083812916296
-136.0,0.0008231683071429298
-135.5,0.0008306412408735427
-135.0,0.0008382296441594038
-134.5,0.0008459360492738121
-134.0,0.0008537630616175126
-133.5,0.0008617133623596946
-133.0,0.0008697897111925933
-132.5,0.0008779949492079076
-132.0,0.0008863320019000387
-131.5,0.0008948038823023471
-131.0,0.000903413694265283
-130.5,0.000912164635881222
-130.0,0.0009210600030654106
-129.5,0.0009301031933025545
-129.0,0.0009392977095642044
-128.5,0.000948647164410103
-128.0,0.0009581552842819791
-127.5,0.0009678259139989077
-127.0,0.0009776630214686295
-126.5,0.000987670702624853
-126.0,0.0009978531866028984
-125.5,0.0010082148411690289
-125.0,0.0010187601784153663
-124.5,0.00102949386073999
-124.0,0.0010404207071237836
-123.5,0.0010515456997253895
-123.0,0.0010628739908111512
-122.5,0.001074410910041746
-122.0,0.0010861619721335989
-121.5,0.0010981328849236568
-121.0,0.0011103295578556392
-120.5,0.0011227581109186629
-120.0,0.0011354248840659735
-119.5,0.0011483364471406852
-119.0,0.0011614996103450023
-118.5,0.0011749214352863586
-118.0,0.0011886092466348425
-117.5,0.001202570644438327
-117.0,0.0012168135171325486
-116.5,0.0012313460552946832
-116.0,0.0012461767661926932
-115.5,0.0012613144891812672
-115.0,0.0012767684120031503
-114.5,0.001292548088060963
-114.0,0.001308663454723945
-113.5,0.0013251248527454023
-113.0,0.0013419430468696461
-112.5,0.0013591292477133365
-112.0,0.001376695135014732
-111.5,0.0013946528823523935
-111.0,0.0014130151834412592
-110.5,0.0014317952801261072
-110.0,0.0014510069922012711
-109.5,0.001470664749195873
-109.0,0.0014907836242796899
-108.5,0.0015113793704546086
-108.0,0.0015324684592140066
-107.5,0.0015540681218689306
-107.0,0.00157619639375745
-106.5,0.0015988721615758758
-106.0,0.0016221152140898248
-105.5,0.0016459462965130005
-105.0,0.0016703871688642986
-104.5,0.0016954606686479072
-104.0,0.0017211907782355203
-103.5,0.001747602697365255
-103.0,0.0017747229212183627
-102.5,0.0018025793245806338
-102.0,0.0018312012526465022
-101.5,0.001860619619089228
-101.0,0.001890867012081506
-100.5,0.0019219778090306372
-100.0,0.0019539883008745313
-99.5,0.0019869368268810553
-99.0,0.0020208639210013797
-98.5,0.0020558124709491948
-98.0,0.0020918278913141
-97.5,0.002128958312179136
-97.0,0.002167254784880767
-96.5,0.0022067715067632266
-96.0,0.0022475660669992142
-95.5,0.002289699715821053
-95.0,0.0023332376598022703
-94.5,0.0023782493861798926
-94.0,0.0024248090196042228
-93.5,0.0024729957151636266
-93.0,0.0025228940920583977
-92.5,0.002574594712919581
-92.0,0.002628194614471587
-91.5,0.0026837978960751853
-91.0,0.002741516373651245
-90.5,0.0028014703076172454
-90.0,0.0028637892147965523
-89.5,0.0029286127758264883
-89.0,0.002996091851424515
-88.5,0.0030663896230657037
-88.0,0.0031396828762029977
-87.5,0.0032161634472573993
-87.0,0.003296039859286385
-86.5,0.0033795391756733318
-86.0,0.0034669091065061925
-85.5,0.0035584204087671678
-85.0,0.003654369629277283
-84.5,0.0037550822488916394
-84.0,0.003860916298129119
-83.5,0.003972266528812199
-83.0,0.004089569244084353
-82.5,0.004213307911297292
-82.0,0.004344019709900389
-81.5,0.004482303201222662
-81.0,0.0046288273509713755
-80.5,0.004784342191193494
-80.0,0.004949691480068992
-79.5,0.0051258278103128345
-79.0,0.005313830737054385
-78.5,0.005514928653397371
-78.0,0.00573052534969673
-77.5,0.005962232469632871
-77.0,0.006211909448961711
-76.5,0.006481713029657634
-76.0,0.006774159138758036
-75.5,0.0070922008899591184
-75.0,0.007439327830331407
-74.5,0.007819693502430393
-74.0,0.008238281214646918
-73.5,0.008701122069118439
-73.0,0.009215585525827326
-72.5,0.009790772299247522
-72.0,0.01043805423817285
-71.5,0.011171829574121281
-71.0,0.012010600854266543
-70.5,0.01297854863182177
-70.0,0.014107888796604767
-69.5,0.01544250958514198
-69.0,0.01704377841983288
-68.5,0.019000193440672244
-68.0,0.021444212487391853
-67.5,0.02458335258855625
-67.0,0.028761953714749877
-66.5,0.03459564105720664
-66.0,0.04330186629349762
-65.5,0.05766209347840645
-65.0,0.08562875829476214
-64.5,0.1608171332543584
-64.0,0.4993448365042772
-63.5,0.8378725186997718
-63.0,0.913060830492221
-62.5,0.9410273900171238
-62.0,0.9553874697669562
-61.5,0.9640935053974922
-61.0,0.9699269609287069
-60.5,0.9741052879955971
-60.0,0.9772441117390338
-59.5,0.9796877720714292
-59.0,0.981643785955338
-58.5,0.983244611156616
-58.0,0.9845787457334787
-57.5,0.9857075570186102
-57.0,0.9866749331508384
-56.5,0.9875130899142582
-56.0,0.988246207748285
-55.5,0.9888927890781674
-55.0,0.9894672320053137
-54.5,0.989980908240164
-54.0,0.9904429183505281
-53.5,0.9908606316413469
-53.0,0.9912400790512645
-52.5,0.991586243716652
-52.0,0.9919032789994345
-51.5,0.9921946742573591
-51.0,0.9924633824060122
-50.5,0.9927119191654448
-50.0,0.9929424410616657
-49.5,0.9931568073053847
-49.0,0.9933566293060456
-48.5,0.9935433106104656
-48.0,0.993718079358789
-47.5,0.9938820148436426
-47.0,0.9940360693855662
-46.5,0.9941810864607598
-46.0,0.9943178158093451
-45.5,0.994446926095016
-45.0,0.9945690155668485
-44.5,0.9946846210816449
-44.0,0.9947942257735518
-43.5,0.9948982656017837
-43.0,0.9949971349633341
-42.5,0.9950911915228138
