x_over_b,slip_over_b
-512.0,0.00010796087534831189
-511.5,0.00010796113944233632
-511.0,0.00010796193173007174
-510.5,0.00010796325222683922
-510.0,0.00010796510095956169
-509.5,0.00010796747796482098
-509.0,0.0001079703832899126
-508.5,0.0001079738169929012
-508.0,0.00010797777914217654
-507.5,0.00010798226981678649
-507.0,0.0001079872891066036
-506.5,0.00010799283711127039
-506.0,0.0001079989139419757
-505.5,0.00010800551971956729
-505.0,0.00010801265457605069
-504.5,0.00010802031865364548
-504.0,0.00010802851210556241
-503.5,0.00010803723509522634
-503.0,0.00010804648779688675
-502.5,0.0001080562703950072
-502.0,0.00010806658308509798
-501.5,0.00010807742607293891
-501.0,0.00010808879957541206
-500.5,0.00010810070381950254
-500.0,0.00010811313904363073
-499.5,0.00010812610549543189
-499.0,0.0001081396034346982
-498.5,0.00010815363313093629
-498.0,0.00010816819486469953
-497.5,0.000108183288927588
-497.0,0.00010819891562191541
-496.5,0.00010821507525948793
-496.0,0.00010823176816354696
-495.5,0.0001082489946685472
-495.0,0.00010826675512026762
-494.5,0.00010828504987403509
-494.0,0.00010830387929589014
-493.5,0.00010832324376297553
-493.0,0.00010834314366436892
-492.5,0.00010836357939847385
-492.0,0.0001083845513754067
-491.5,0.00010840606001560893
-491.0,0.00010842810575140138
-490.5,0.00010845068902437527
-490.0,0.00010847381028900038
-489.5,0.00010849747000918342
-489.0,0.00010852166866065494
-488.5,0.00010854640672952609
-488.0,0.00010857168471400946
-487.5,0.00010859750312186556
-487.0,0.00010862386247290079
-486.5,0.00010865076329769074
-486.0,0.00010867820613852386
-485.5,0.0001087061915477916
-485.0,0.00010873472008987584
-484.5,0.00010876379233976108
-484.0,0.00010879340888414468
-483.5,0.00010882357032060419
-483.0,0.00010885427725815244
-482.5,0.00010888553031696002
-482.0,0.00010891733012891036
-481.5,0.00010894967733643401
-481.0,0.00010898257259439603
-480.5,0.00010901601656798654
-480.0,0.0001090500099345526
-479.5,0.0001090845533824325
-479.0,0.00010911964761206594
-478.5,0.00010915529333455076
-478.0,0.00010919149127341932
-477.5,0.00010922824216313964
-477.0,0.00010926554675000366
-476.5,0.00010930340579223818
-476.0,0.00010934182005950532
-475.5,0.000109380790332958
-475.0,0.00010942031740596159
-474.5,0.00010946040208309471
-474.0,0.000109501045181426
-473.5,0.00010954224752934838
-473.0,0.00010958400996774476
-472.5,0.00010962633334854477
-472.0,0.00010966921853639011
-471.5,0.00010971266640763533
-471.0,0.00010975667785084742
-470.5,0.00010980125376636174
-470.0,0.00010984639506705918
-469.5,0.00010989210267764449
-469.0,0.00010993837753531244
-468.5,0.00010998522058919269
-468.0,0.00011003263280118247
-467.5,0.00011008061514489187
-467.0,0.00011012916860686506
-466.5,0.00011017829418569214
-466.0,0.0001102279928928418
-465.5,0.00011027826575182864
-465.0,0.00011032911379910137
-464.5,0.0001103805380835432
-464.0,0.00011043253966680489
-463.5,0.00011048511962324925
-463.0,0.00011053827903967361
-462.5,0.0001105920190158649
-462.0,0.00011064634066487722
-461.5,0.00011070124511214363
-461.0,0.00011075673349614235
-460.5,0.00011081280696867424
-460.0,0.00011086946669447428
-459.5,0.00011092671385071196
-459.0,0.0001109845496288786
-458.5,0.00011104297523295559
-458.0,0.00011110199188030245
-457.5,0.0001111616008014904
-457.0,0.00011122180324107944
-456.5,0.00011128260045623062
-456.0,0.00011134399371853787
-455.5,0.00011140598431214066
-455.0,0.00011146857353561135
-454.5,0.00011153176270084497
-454.0,0.0001115955531338364
-453.5,0.00011165994617362562
-453.0,0.00011172494317385206
-452.5,0.00011179054550181089
-452.0,0.00011185675453873056
-451.5,0.00011192357168010592
-451.0,0.00011199099833514303
-450.5,0.0001120590359279805
-450.0,0.00011212768589630162
-449.5,0.0001121969496922226
-449.0,0.00011226682878262562
-448.5,0.00011233732464860369
-448.0,0.00011240843878579376
-447.5,0.00011248017270430732
-447.0,0.00011255252792895243
-446.5,0.00011262550599949392
-446.0,0.00011269910847043832
-445.5,0.00011277333691105465
-445.0,0.00011284819290567107
-444.5,0.00011292367805366271
-444.0,0.00011299979396960091
-443.5,0.00011307654228290623
-443.0,0.00011315392463865336
-442.5,0.00011323194269701343
-442.0,0.00011331059813368943
-441.5,0.00011338989263984071
-441.0,0.00011346982792250805
-440.5,0.0001135504057039275
-440.0,0.00011363162772221568
-439.5,0.00011371349573141738
-439.0,0.00011379601150167569
-438.5,0.00011387917681877392
-438.0,0.0001139629934848339
-437.5,0.00011404746331787532
-437.0,0.0001141325881526315
-436.5,0.00011421836983999166
-436.0,0.00011430481024694676
-435.5,0.00011439191125724993
-435.0,0.00011447967477196466
-434.5,0.0001145681027076885
-434.0,0.0001146571969985878
-433.5,0.00011474695959561021
-433.0,0.00011483739246628778
-432.5,0.00011492849759586017
-432.0,0.00011502027698679371
-431.5,0.0001151127326582315
-431.0,0.00011520586664696443
-430.5,0.00011529968100737259
-430.0,0.00011539417781186636
-429.5,0.00011548935914975147
-429.0,0.00011558522712854522
-428.5,0.00011568178387360911
-428.0,0.00011577903152844185
-427.5,0.0001158769722542502
-427.0,0.00011597560823125804
-426.5,0.00011607494165746367
-426.0,0.00011617497474905461
-425.5,0.00011627570974138859
-425.0,0.0001163771488883374
-424.5,0.00011647929446214006
-424.0,0.00011658214875470783
-423.5,0.00011668571407623049
-423.0,0.00011678999275617583
-422.5,0.00011689498714372243
-422.0,0.0001170006996071074
-421.5,0.00011710713253381441
-421.0,0.00011721428833136403
-420.5,0.00011732216942699305
-420.0,0.00011743077826742963
-419.5,0.0001175401173196468
-419.0,0.00011765018907077137
-418.5,0.00011776099602812148
-418.0,0.00011787254071931089
-417.5,0.00011798482569254994
-417.0,0.00011809785351667786
-416.5,0.00011821162678117038
-416.0,0.00011832614809668398
-415.5,0.00011844142009465757
-415.0,0.00011855744542768934
-414.5,0.00011867422677007433
-414.0,0.00011879176681724797
-413.5,0.0001189100682860249
-413.0,0.00011902913391547126
-412.5,0.00011914896646623323
-412.0,0.00011926956872108105
-411.5,0.00011939094348478122
-411.0,0.00011951309358475487
-410.5,0.00011963602187065134
-410.0,0.00011975973121474228
-409.5,0.000119884224512149
-409.0,0.00012000950468102768
-408.5,0.000120135574662703
-408.0,0.00012026243742138893
-407.5,0.00012039009594457374
-407.0,0.00012051855324434727
-406.5,0.00012064781235549861
-406.0,0.00012077787633707016
-405.5,0.0001209087482719498
-405.0,0.00012104043126784174
-404.5,0.00012117292845624809
-404.0,0.00012130624299349897
-403.5,0.00012144037806059531
-403.0,0.0001215753368634801
-402.5,0.00012171112263334666
-402.0,0.00012184773862679147
-401.5,0.00012198518812495986
-401.0,0.00012212347443494925
-400.5,0.00012226260089103955
-400.0,0.00012240257085268042
-399.5,0.0001225433877046153
-399.0,0.00012268505485803888
-398.5,0.00012282757575158155
-398.0,0.00012297095385151223
-397.5,0.00012311519264912444
-397.0,0.00012326029566347377
-396.5,0.00012340626644137336
-396.0,0.00012355310855703065
-395.5,0.000123700825611947
-395.0,0.00012384942123653305
-394.5,0.0001239988990886583
-394.0,0.00012414926285449733
-393.5,0.00012430051624897894
-393.0,0.00012445266301599458
-392.5,0.00012460570692816408
-392.0,0.00012475965178799478
-391.5,0.00012491450142650216
-391.0,0.00012507025970470264
-390.5,0.00012522693051385725
-390.0,0.00012538451777496714
-389.5,0.0001255430254394614
-389.0,0.00012570245748938518
-388.5,0.00012586281793778762
-388.0,0.00012602411082849078
-387.5,0.00012618634023652193
-387.0,0.00012634951026866932
-386.5,0.00012651362506349746
-386.0,0.0001266786887912708
-385.5,0.00012684470565502512
-385.0,0.00012701167988979286
-384.5,0.0001271796157635884
-384.0,0.00012734851757736525
-383.5,0.00012751838966551212
-383.0,0.00012768923639583672
-382.5,0.00012786106216995034
-382.0,0.00012803387142365687
-381.5,0.00012820766862652402
-381.0,0.00012838245828347976
-380.5,0.0001285582449339559
-380.0,0.00012873503315264658
-379.5,0.00012891282754942375
-379.0,0.00012909163277017297
-378.5,0.00012927145349680004
-378.0,0.0001294522944470072
-377.5,0.0001296341603755671
-377.0,0.00012981705607409747
-376.5,0.00013000098637125623
-376.0,0.00013018595613310374
-375.5,0.00013037197026338407
-375.0,0.00013055903370435504
-374.5,0.00013074715143629023
-374.0,0.00013093632847819046
-373.5,0.0001311265698880047
-373.0,0.00013131788076339027
-372.5,0.0001315102662414301
-372.0,0.00013170373149914093
-371.5,0.00013189828175381568
-371.0,0.00013209392226357726
-370.5,0.00013229065832740574
-370.0,0.00013248849528576373
-369.5,0.00013268743852046607
-369.0,0.00013288749345559333
-368.5,0.00013308866555743475
-368.0,0.00013329096033530373
-367.5,0.00013349438334129984
-367.0,0.00013369894017099842
-366.5,0.0001339046364640179
-366.0,0.00013411147790376562
-365.5,0.00013431947021843075
-365.0,0.0001345286191811202
-364.5,0.00013473893061021543
-364.0,0.00013495041036986222
-363.5,0.00013516306437015628
-363.0,0.00013537689856779958
-362.5,0.00013559191896631175
-362.0,0.00013580813161655767
-361.5,0.00013602554261684698
-361.0,0.000136244158113817
-360.5,0.00013646398430274876
-360.0,0.00013668502742779115
-359.5,0.00013690729378188355
-359.0,0.00013713078970839453
-358.5,0.00013735552160068547
-358.0,0.00013758149590289295
-357.5,0.000137808719110058
-357.0,0.00013803719776895468
-356.5,0.00013826693847821317
-356.0,0.00013849794788903496
-355.5,0.0001387302327054649
-355.0,0.0001389637996850013
-354.5,0.00013919865563895604
-354.0,0.0001394348074330142
-353.5,0.00013967226198767448
-353.0,0.00013991102627856144
-352.5,0.00014015110733710788
-352.0,0.00014039251225170035
-351.5,0.00014063524816677707
-351.0,0.00014087932228419792
-350.5,0.00014112474186400354
-350.0,0.00014137151422456042
-349.5,0.00014161964674246468
-349.0,0.0001418691468546856
-348.5,0.0001421200220572536
-348.0,0.00014237227990728145
-347.5,0.0001426259280229243
-347.0,0.00014288097408354068
-346.5,0.00014313742583094944
-346.0,0.00014339529106981394
-345.5,0.00014365457766777985
-345.0,0.0001439152935563134
-344.5,0.00014417744673259666
-344.0,0.00014444104525659142
-343.5,0.00014470609725577736
-343.0,0.00014497261092418355
-342.5,0.0001452405945204451
-342.0,0.00014551005637345558
-341.5,0.0001457810048786643
-341.0,0.00014605344850048322
-340.5,0.00014632739577337563
-340.0,0.00014660285530142622
-339.5,0.00014687983575920274
-339.0,0.00014715834589346523
-338.5,0.00014743839452255298
-338.0,0.00014771999053750398
-337.5,0.00014800314290310557
-337.0,0.00014828786065830527
-336.5,0.00014857415291646175
-336.0,0.00014886202886726178
-335.5,0.00014915149777614198
-335.0,0.00014944256898545956
-334.5,0.00014973525191568933
-334.0,0.0001500295560659435
-333.5,0.00015032549101420242
-333.0,0.00015062306641871055
-332.5,0.00015092229201856797
-332.0,0.00015122317763437392
-331.5,0.0001515257331689192
-331.0,0.0001518299686087431
-330.5,0.0001521358940236778
-330.0,0.00015244351956888395
-329.5,0.00015275285548489357
-329.0,0.00015306391209878885
-328.5,0.00015337669982523448
-328.0,0.00015369122916706235
-327.5,0.00015400751071557124
-327.0,0.00015432555515243246
-326.5,0.00015464537325036933
-326.0,0.00015496697587361768
-325.5,0.00015529037397884397
-325.0,0.00015561557861662717
-324.5,0.00015594260093201374
-324.0,0.0001562714521651787
-323.5,0.0001566021436530125
-323.0,0.00015693468682977563
-322.5,0.00015726909322769642
-322.0,0.00015760537447881418
-321.5,0.00015794354231545276
-321.0,0.00015828360857102902
-320.5,0.000158625585181346
-320.0,0.00015896948418606116
-319.5,0.00015931531772896135
-319.0,0.00015966309805917622
