model,channel,coordinate,alpha,reference_norm_squared,maximum_site_derivative_norm_squared,crossover_over_L0,crossover_angstrom,interpretation
nested_range,rank2,a,436.65760955292114,0.6764857801173754,0.43873642604820906,0.059423328301097506,0.17017548552964112,"linear-jet saturation scale, NOT a yield/source/activation length"
nested_range,rank2,s1,436.65760955292114,0.6764857801173754,0.12683068257035368,0.1105214705222028,0.31650944915548274,"linear-jet saturation scale, NOT a yield/source/activation length"
nested_range,rank2,s2,436.65760955292114,0.6764857801173754,0.12683068257035385,0.11052147052220274,0.31650944915548257,"linear-jet saturation scale, NOT a yield/source/activation length"
nested_range,Eg,a,436.65760955292114,1.0,0.35388376236693236,0.08044502029597295,0.23037703842408624,"linear-jet saturation scale, NOT a yield/source/activation length"
nested_range,Eg,s1,436.65760955292114,1.0,0.19223085523627345,0.10914854091129812,0.3125776774117346,"linear-jet saturation scale, NOT a yield/source/activation length"
nested_range,Eg,s2,436.65760955292114,1.0,0.19223085523627328,0.10914854091129816,0.31257767741173476,"linear-jet saturation scale, NOT a yield/source/activation length"
