observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,5.551115123125783e-17,0.1,5.551115123125783e-16
cohesive_ev_atom,exact,eV/atom,3.36,3.3600000000000003,0.0672,6.608470384673551e-15
C11_GPa,exact,GPa,113.99999999999996,113.99999999999983,5.699999999999998,-2.2438191655582118e-14
C12_GPa,exact,GPa,62.000000000000014,62.0,3.100000000000001,-4.584146682323225e-15
C44_GPa,exact,GPa,32.0,31.999999999999858,1.6,-8.881784197001252e-14
perfect_Haa,fit,eV/L0^2,19.66091286328976,27.650344434587105,1.9660912863289761,4.063611708597194
perfect_Hxx,fit,eV/L0^2,4.393593035123306,4.563224681784558,0.43935930351233066,0.3860886643464255
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.0886818462825235,0.007624909750742465,1.6305437285848836
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.10622322519763856,0.03173805605024358,3.3468724432737225
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.07854586094119607,0.006670794504308616,1.774588602671524
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,-0.09915841607481579,0.03173805605024358,-3.1242750317740415
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.022398493579118037,0.03173805605024358,-0.7057298513702248
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.059083946746489924,0.005670265774764736,0.41996073789704774
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.42548550718448214,0.04710312483934004,-0.9669367237155977
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.6502881393492586,0.07060534019484034,-0.7898164989398353
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.8575879650400412,0.07719163228888834,1.1098565946958243
direct_quarter_energy,fit,eV/cell,0.117221996542065,0.10750175980467971,0.0117221996542065,-0.8292161048372169
direct_half_energy,fit,eV/cell,0.26732847628894163,0.2727712410093774,0.026732847628894163,0.20359838936698052
oblique_energy,fit,eV/cell,0.13339289745734875,0.12139085541613845,0.013339289745734876,-0.8997512063974661
opening_1.25h_energy,fit,eV/cell,0.24853683654490819,0.21547397859099254,0.02485368365449082,-1.3303001041433753
opening_3h_energy,fit,eV/cell,0.7719163228888833,0.8070240042452138,0.07719163228888834,0.45481200896154883
saddle_Haa,fit,eV/L0^2,12.717337762538286,22.411905611956865,1.2717337762538286,7.623111086957256
saddle_Hxx,fit,eV/L0^2,-0.18642463121762062,-0.06262529089082486,0.018642463121762064,6.640717995160202
fault_Haa,fit,eV/L0^2,14.140554350039636,24.630541950167487,1.4140554350039638,7.41837083642937
fault_Hxx,fit,eV/L0^2,2.4858929774856264,2.664838394787889,0.24858929774856264,0.719843609209831
saddle_normal_path_coupling,fit,eV/L0^2,1.2055891043737141,0.5927188596527949,0.12055891043737142,-5.083574847329897
opening_1.1h_normal_force,fit,eV/L0,1.2761663221727821,1.2057142609690845,0.03173805605024358,-2.2197976174774863
opening_1.3h_normal_force,fit,eV/L0,1.4139711872929317,1.1709061840415784,0.03173805605024358,-7.658471674086284
opening_1.5h_normal_force,fit,eV/L0,0.6379256757978651,0.8107983638962646,0.03173805605024358,5.446858113323949
opening_2h_normal_force,fit,eV/L0,0.5548811295393773,0.3645151193103523,0.03173805605024358,-5.998036235352984
