observable,role,original_role,validation_status,source_target,imposed_target,prediction,units,scale,imposed_normalized_residual,source_normalized_residual
normal_strain_force_ev,exact,exact,development_or_control,0.0,0.0,2.220446049250313e-16,eV/strain,0.1,2.220446049250313e-15,2.220446049250313e-15
cohesive_ev_atom,exact,exact,development_or_control,3.36,3.36,3.359999999999997,eV/atom,0.0672,-3.965082230804131e-14,-3.965082230804131e-14
C11_GPa,exact,exact,development_or_control,113.99999999999996,113.99999999999996,114.00000000000003,GPa,5.699999999999998,1.2465662030878955e-14,1.2465662030878955e-14
C12_GPa,exact,exact,development_or_control,62.000000000000014,62.000000000000014,61.99999999999987,GPa,3.100000000000001,-4.5841466823232255e-14,-4.5841466823232255e-14
C44_GPa,exact,exact,development_or_control,32.0,32.0,32.000000000000114,GPa,1.6,7.105427357601002e-14,7.105427357601002e-14
perfect_Haa,exact,fit,development_or_control,19.66091286328976,23.72209034260363,23.72209034260362,eV/L0^2,1.9660912863289761,-3.613986495442962e-15,2.065609825725216
perfect_Hxx,exact,fit,development_or_control,4.393593035123306,4.393593035123306,4.393593035123305,eV/L0^2,0.43935930351233066,-2.021530926054917e-15,-2.021530926054917e-15
saddle_energy_at_source_state,fit,fit,development_or_control,0.07624909750742465,0.07624909750742465,0.07913604854317693,eV/cell,0.007624909750742465,0.3786210106252308,0.3786210106252308
saddle_normal_force_at_source_state,fit,fit,development_or_control,1.4903612010162394e-15,1.4903612010162394e-15,0.07707265881526484,eV/L0,0.03173805605024358,2.4283988500509266,2.4283988500509266
fault_energy_at_source_state,fit,fit,development_or_control,0.06670794504308616,0.06670794504308616,0.06686432288565694,eV/cell,0.006670794504308616,0.02344216157007579,0.02344216157007579
fault_normal_force_at_source_state,fit,fit,development_or_control,5.29078226360765e-15,5.29078226360765e-15,-0.08792789403496779,eV/L0,0.03173805605024358,-2.770424688133924,-2.770424688133924
saddle_path_force_at_source_state,fit,fit,development_or_control,2.296700476743968e-16,2.296700476743968e-16,-0.05161703153683211,eV/L0,0.03173805605024358,-1.626345087270592,-1.626345087270592
opening_1.1h_energy,fit,fit,development_or_control,0.05670265774764735,0.05670265774764735,0.05105614183556141,eV/cell,0.005670265774764736,-0.9958115080276317,-0.9958115080276317
opening_1.5h_energy,fit,fit,development_or_control,0.4710312483934004,0.4710312483934004,0.3892254157863605,eV/cell,0.04710312483934004,-1.7367389719060955,-1.7367389719060955
opening_2h_energy,fit,fit,development_or_control,0.7060534019484034,0.7060534019484034,0.6458895837905567,eV/cell,0.07060534019484034,-0.8521142733937748,-0.8521142733937748
opening_40h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8561126811625843,eV/cell,0.07719163228888834,1.0907446283633124,1.0907446283633124
direct_quarter_energy,fit,fit,development_or_control,0.117221996542065,0.117221996542065,0.10702174625316853,eV/cell,0.0117221996542065,-0.8701652070254681,-0.8701652070254681
direct_half_energy,fit,fit,development_or_control,0.26732847628894163,0.26732847628894163,0.2675674497509638,eV/cell,0.026732847628894163,0.00893931934747871,0.00893931934747871
oblique_energy,fit,fit,development_or_control,0.13339289745734875,0.13339289745734875,0.11813281410718605,eV/cell,0.013339289745734876,-1.1439951932254848,-1.1439951932254848
opening_1.25h_energy,fit,fit,development_or_control,0.24853683654490819,0.24853683654490819,0.18875940010188588,eV/cell,0.02485368365449082,-2.4051741091595127,-2.4051741091595127
opening_3h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8230432083573406,eV/cell,0.07719163228888834,0.6623371465590435,0.6623371465590435
saddle_Haa,fit,fit,development_or_control,12.717337762538286,12.717337762538286,19.522585334364564,eV/L0^2,1.2717337762538286,5.351157371846041,5.351157371846041
saddle_Hxx,fit,fit,development_or_control,-0.18642463121762062,-0.18642463121762062,0.07745337433552418,eV/L0^2,0.018642463121762064,14.154674939123781,14.154674939123781
fault_Haa,fit,fit,development_or_control,14.140554350039636,14.140554350039636,21.250181180198602,eV/L0^2,1.4140554350039638,5.027827519462868,5.027827519462868
fault_Hxx,fit,fit,development_or_control,2.4858929774856264,2.4858929774856264,2.8096941408661302,eV/L0^2,0.24858929774856264,1.3025547210323378,1.3025547210323378
saddle_normal_path_coupling,fit,fit,development_or_control,1.2055891043737141,1.2055891043737141,0.6749766206758911,eV/L0^2,0.12055891043737142,-4.401271393154041,-4.401271393154041
opening_1.1h_normal_force,fit,fit,development_or_control,1.2761663221727821,1.2761663221727821,1.058368650559393,eV/L0,0.03173805605024358,-6.862350714505012,-6.862350714505012
opening_1.3h_normal_force,fit,fit,development_or_control,1.4139711872929317,1.4139711872929317,1.074443572431698,eV/L0,0.03173805605024358,-10.697807525569225,-10.697807525569225
opening_1.5h_normal_force,fit,fit,development_or_control,0.6379256757978651,0.6379256757978651,0.8390798194860961,eV/L0,0.03173805605024358,6.337947836811109,6.337947836811109
opening_2h_normal_force,fit,fit,development_or_control,0.5548811295393773,0.5548811295393773,0.4430340775421848,eV/L0,0.03173805605024358,-3.5240675049577925,-3.5240675049577925
opening_2.5h_normal_force,fit,fit,development_or_control,0.0005156382639574782,0.0005156382639574782,0.19483970909354048,eV/L0,0.03173805605024358,6.122746475775148,6.122746475775148
opening_3h_normal_force,fit,fit,development_or_control,0.0,0.0,0.07778021410848103,eV/L0,0.03173805605024358,2.450692442705044,2.450692442705044
shockley_0.15_energy,fit,fit,development_or_control,0.013715574532912111,0.013715574532912111,0.012052923126565918,eV/cell,0.004433026104653031,-0.3750601433637008,-0.3750601433637008
shockley_0.35_energy,fit,fit,development_or_control,0.04820527408303389,0.04820527408303389,0.04792735392354459,eV/cell,0.004820527408303389,-0.057653475636418,-0.057653475636418
shockley_0.75_energy,fit,fit,development_or_control,0.08334161260537679,0.08334161260537679,0.08910090236651688,eV/cell,0.00833416126053768,0.6910461150314404,0.6910461150314404
new_direct_017_energy,fit,fit,development_or_control,0.05826439239193282,0.05826439239193282,0.05095646217885884,eV/cell,0.0058264392391932825,-1.2542703893511848,-1.2542703893511848
