mode,screening,squared_loss,positive_LJ,scalar_optimizer_success,profiles,D1,retrospective_rms,new_rms,perfect_Haa,perfect_Haa_source,perfect_Hxx,perfect_Hxx_source
fixed_pair_control,-0.08351071546738946,1255.6105558366812,True,True,14,4.704741410565184,5.397578622307977,5.835201324050138,27.569297258009858,19.66091286328976,4.519888173703888,4.393593035123306
free_pair,0.25257980014734976,1253.7909742505267,True,True,13,4.626682513439085,5.4134120733139435,5.856363807449197,27.570197214154668,19.66091286328976,4.45669314488474,4.393593035123306
