index,eigenvalue
0,-0.053509273284559525
1,0.0651798749714799
2,0.1563178008535212
3,0.16097098874359617
4,0.1669007166020634
5,0.17087970296684962
6,0.2137632319790087
7,0.28613585027709293
8,0.29591147217156555
9,0.3342488544086656
10,0.3414095539277407
11,0.3440502852522811
12,0.3539552176597704
13,0.3712182036127082
14,0.45169067263554297
15,0.4548264049607115
16,0.5593497133998632
17,0.5645285064058835
18,0.5702031939192771
19,0.5766129377655591
20,0.578404519600512
21,0.6056927438210026
22,0.6352202619032924
23,0.6360578550109217
24,0.6707249454929372
25,0.6775724898694254
26,0.735676881414266
27,0.7944922870995996
28,0.8050660824991475
29,0.8069278654046915
30,0.8312350669340058
31,0.8352514174678841
32,0.8477525136847284
33,0.8497630172560877
34,0.8585230122410095
35,0.9443490968589077
36,0.9469116257883707
37,0.9924474860272758
38,1.0370299168473405
39,1.0561344152226422
40,1.058830606769295
41,1.0657408988069172
42,1.0778713326956808
43,1.0883827184572288
44,1.124234294761352
45,1.176138768390192
46,1.1881000153810441
47,1.2688423370066235
48,1.281165656283322
49,1.3067790243855117
50,1.3259402997813996
51,1.3275797963292937
52,1.3361921476446068
53,1.337120061824608
54,1.342119807605522
55,1.3427638190744156
56,1.3513138951750072
57,1.36302827536764
58,1.398921840015145
59,1.4519330618279278
60,1.4705303988928105
61,1.48107273606056
62,1.5372819597945921
63,1.5899547581361262
64,1.5979425164243704
65,1.6216944713184245
66,1.6277546531332838
67,1.6416848776278588
68,1.6477544630966177
69,1.6525269942177996
70,1.6629982910121959
71,1.7561391911690911
72,1.7794282543072397
73,1.7883443627381523
74,1.8147944460384762
75,1.8181055542973452
76,1.8497163998789492
77,1.8749864149636624
78,1.8899195392359776
79,1.9249927740448745
80,1.9349865540802786
81,1.9614427240967258
82,1.972377086481129
83,1.9908157673806246
84,1.9941670339208175
85,2.001213061250354
86,2.038648126700354
87,2.0453116728978955
88,2.115791250349242
89,2.145991180961379
90,2.1960035355245315
91,2.2000720788321297
92,2.2107627093202744
93,2.2198864710581763
94,2.237314950447767
95,2.2374270766158935
96,2.2553767340912767
97,2.25801099893127
98,2.268041927961424
99,2.3014339388699856
100,2.3114725195130577
101,2.3375288177099027
102,2.3449276904169296
103,2.347875762368202
104,2.356250979842952
105,2.4092716802205123
106,2.427270731941449
107,2.495638558932385
108,2.551765122994863
109,2.5918881998043837
110,2.5954518914312605
111,2.6023963911167933
112,2.610642090273663
113,2.6316305997335188
114,2.6322841214127277
115,2.640789079079193
116,2.6560172175292904
117,2.675606185372133
118,2.718686286523424
119,2.72975291975902
120,2.7435171394662716
121,2.7572680071247517
122,2.8022564582224136
123,2.8064510987242275
124,2.839943405398893
125,2.8819263338248895
126,2.925398030434643
127,2.9276389193297705
