case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.0,-1163.5300644728968,0.0,155.52997112368598,0.0,0.2992275932007838,0.30824634931173206,0.3082636158599781,-1.726654824602622e-05,7.432282270766745e-16
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.03,-1163.4869286863138,0.04313578658297956,155.52997112368598,0.004443590444538794,2.5311559480749715,2.607445296695125,0.5268580365699194,2.080587260125206,5.869347212580111e-16
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.1,-1163.1527032031577,0.37736126973913997,155.52997112368598,0.038873498437919124,6.832356071187797,7.038284115490356,0.9698519300285638,6.068432185461792,1.4655184262375996e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.2,-1162.2257505082678,1.3043139646290456,155.52997112368598,0.13436261464143667,11.476894193025563,11.8228091821175,1.4862256850169395,10.336583497100559,2.8654890656311192e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.35,-1160.1098294360534,3.420235036843451,155.52997112368598,0.3523321337506616,16.35841682530911,16.85146150120469,2.076501815226312,14.774959685978377,8.745493329879431e-16
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.5,-1157.4471200354833,6.082944437413516,155.52997112368598,0.6266285123780866,18.64656188049677,19.208571527097316,2.3949465074590544,16.813625019638263,7.700784521938025e-16
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.7,-1153.79337667827,9.736687794626732,155.52997112368598,1.003015275087915,17.122118731814464,17.638181476206206,2.287385984811129,15.350795491395077,1.9373540580795393e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,0.9,-1150.7755778356345,12.75448663726229,155.52997112368598,1.313890841825971,12.964058098140148,13.354796388498402,1.8235210431928637,11.531275345305536,1.334464317462486e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,1.1,-1148.5486515735752,14.98141289932164,155.52997112368598,1.5432954509141472,9.572773725597207,9.86129829184108,1.406199526368951,8.45509876547213,1.5970794235994619e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,1.4,-1146.1395150225933,17.390549450303524,155.52997112368598,1.7914702729250733,6.727511139851966,6.930279145151864,1.0142583458895142,5.916020799262351,4.899776996293736e-16
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,1.8,-1144.0706937634218,19.459370709475024,155.52997112368598,2.004587851319727,3.704882806768056,3.816548425892512,0.5463327317751397,3.2702156941173723,5.11932334927705e-16
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,2.3,-1142.8846020801707,20.64546239272613,155.52997112368598,2.1267719144271138,1.4506545672744076,1.494377472650658,0.18759474955021924,1.3067827231004387,1.6208305523657249e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,3.0,-1142.0990376354616,21.431026837435184,155.52997112368598,2.2076960597041104,0.7467039564185082,0.7692097046283661,0.07572319527212547,0.6934865093562406,1.5578055941840149e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,4.0,-1141.9025050115742,21.627559461322562,155.52997112368598,2.227941673815404,-1.249000902703301e-16,-1.2866459420639483e-16,-0.06725815229509113,0.06725815229509101,1.1889043355614799e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,6.0,-1141.9025050115742,21.627559461322562,155.52997112368598,2.227941673815404,-4.163336342344337e-17,-4.288819806879828e-17,-0.06335098734407467,0.06335098734407463,7.42802273371256e-16
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,8.0,-1141.9025050115742,21.627559461322562,155.52997112368598,2.227941673815404,-3.677613769070831e-16,-3.788457496077181e-16,-0.05987284986164024,0.059872849861639856,1.1889043355614799e-15
B_01_interface_spread,B,1,interface_spread,2.2617152269074216e+20,10.0,-1141.9025050115742,21.627559461322562,155.52997112368598,2.227941673815404,-1.8041124150158794e-16,-1.858488582981259e-16,-0.05675675334197806,0.05675675334197788,1.1889043355614799e-15
