cycle,segment,period_model,same_phase_L1,normal_mean,normal_amplitude,registry_shear_amplitude,registry_index_increment,cycle_net_transfer,cycle_gross_grid_traffic,external_work_ev_cell,raw_mass,mass_residual,mean_well_index,outside_central_mass,normal_strain,registry_shear,intrawell_shear,registry_index_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,outer_well_mass,upper_normal_edge_mass,P_-1,P_+0,P_+1
1,cyclic,40.0,0.0031415697969961165,0.018402165100575567,3.400058012914542e-16,1.6145540254308056e-16,-9.757819552368918e-19,2.6020852139652106e-18,0.01670580866114393,0.0,1.0000000000000637,6.372680161348399e-14,-9.757819552368918e-19,0.0015707848985298369,0.01840216510057547,-4.4319754310496523e-16,-4.4390211993642603e-16,-1.1950839452728404e-18,2.6020852139652106e-18,0.01670580866114393,0.0015707848985298369,1.9380791924998986e-13,0.000785392449264919,0.9984292151015339,0.000785392449264918
2,cyclic,40.0,0.0027678122153780493,0.01840216510057557,4.0766001685454967e-16,3.191057441516545e-17,1.7455654977014477e-17,1.3010426069826053e-18,0.016698803046140524,0.0,1.0000000000001263,1.2634338020234281e-13,1.6479873021777584e-17,0.002954650720531855,0.01840216510057574,-4.635591975910071e-16,-4.834024038198204e-16,2.0183639964606705e-17,3.903127820947816e-18,0.033404611707284454,0.002954650720531855,1.9380791925000202e-13,0.0014773253602659193,0.9970453492795948,0.0014773253602659358
3,cyclic,40.0,0.0027620434027073666,0.01840216510057558,3.400058012914542e-16,2.9081108842154577e-17,4.466912950639322e-17,4.336808689942018e-19,0.016687422962595483,0.0,1.0000000000001905,1.9051427102567686e-13,6.11490025281708e-17,0.004335623525962321,0.018402165100575334,-4.130686534139889e-16,-4.886367025782553e-16,7.48919272370885e-17,4.336808689942018e-18,0.05009203466987994,0.004335623525962321,1.938079192500144e-13,0.00216781176298113,0.9956643764742281,0.002167811762981191
4,cyclic,40.0,0.0027562966012183,0.01840216510057558,3.382710778154774e-16,4.318999949443255e-17,7.502679033597409e-17,8.673617379884035e-19,0.016675877231411007,0.0,1.0000000000002531,2.531308496145357e-13,1.361757928641449e-16,0.00571372295428253,0.018402165100575605,-3.2850064711313166e-16,-4.946504095807691e-16,1.667806039180448e-16,5.204170427930421e-18,0.06676791190129094,0.00571372295428253,1.9380791925002669e-13,0.002856861477141197,0.9942862770459706,0.002856861477141333
5,cyclic,40.0,0.002750561629207646,0.01840216510057556,4.0766001685454967e-16,7.115933406079985e-17,8.500145032282832e-17,-1.3010426069826053e-18,0.016664353623696837,0.0,1.000000000000315,3.1508129438861943e-13,2.2117724318697321e-16,0.007088954997632548,0.018402165100575334,-2.1221727993961122e-16,-4.842572895715204e-16,2.708856942617757e-16,3.903127820947816e-18,0.08343226552498778,0.007088954997632548,1.9380791925003875e-13,0.0035444774988161636,0.9929110450026826,0.0035444774988163848
6,cyclic,40.0,0.002744838588681732,0.018402165100575574,3.400058012914542e-16,5.932764444641097e-17,9.4542429440687e-17,-1.3010426069826053e-18,0.01665285397706176,0.0,1.000000000000376,3.75921516138078e-13,3.157196726276602e-16,0.008461325622191183,0.018402165100575334,-9.126572273210342e-17,-4.774983819068975e-16,3.866760498481583e-16,2.6020852139652106e-18,0.10008511950204954,0.008461325622191183,1.938079192500505e-13,0.0042306628110954335,0.9915386743781849,0.004230662811095749
7,cyclic,40.0,0.0027391274559667835,0.018402165100575553,4.0766001685454967e-16,7.401686361382418e-17,1.2750217548422112e-16,-8.673617379884035e-19,0.016641378257389122,0.0,1.0000000000004352,4.3520742565306136e-13,4.4322184811188134e-16,0.009830840781657846,0.018402165100575605,5.924733477549462e-17,-4.837366603950141e-16,5.428336853637285e-16,1.734723475976807e-18,0.11672649775943866,0.009830840781657846,1.938079192500621e-13,0.004915420390828701,0.9901691592187774,0.004915420390829144
8,cyclic,40.0,0.0027334282062926227,0.018402165100575563,4.0766001685454967e-16,1.0155314654795569e-16,1.6132928326573637e-16,-8.673617379884035e-19,0.016629926415023977,0.0,1.0000000000004956,4.956035581926699e-13,6.045511313776177e-16,0.011197506417343663,0.018402165100575605,2.6511383957244087e-16,-4.744894923575622e-16,7.4042089764872e-16,8.673617379884035e-19,0.13335642417446264,0.011197506417343663,1.938079192500738e-13,0.0055987532086715286,0.9888024935831521,0.005598753208672133
9,cyclic,40.0,0.002727740814938826,0.01840216510057556,4.0766001685454967e-16,1.0584303296108065e-16,1.8735013540535445e-16,0.0,0.01661849840028634,0.0,1.000000000000556,5.559996907322784e-13,7.919012667829722e-16,0.012561328458197865,0.01840216510057574,4.725869650561909e-16,-4.991743120928885e-16,9.698770151409476e-16,8.673617379884035e-19,0.14997492257474898,0.012561328458197865,1.9380791925008543e-13,0.006280664229098536,0.9874386715423581,0.006280664229099328
10,cyclic,40.0,0.002722065257229385,0.01840216510057556,3.400058012914542e-16,1.4351291753785295e-16,2.1857515797289438e-16,-2.6020852139652106e-18,0.016607094163598846,0.0,1.000000000000617,6.17061957086662e-13,1.0104764247558665e-15,0.01392231282083338,0.018402165100575876,7.5635869115402005e-16,-4.818899179976557e-16,1.2375758188818564e-15,-1.734723475976807e-18,0.16658201673834783,0.01392231282083338,1.9380791925009722e-13,0.006961156410416185,0.9860776871797838,0.0069611564104171955
11,cyclic,40.0,0.002716401508543361,0.018402165100575584,4.0766001685454967e-16,1.4767169920057209e-16,2.419939248985372e-16,-6.071532165918825e-18,0.016595713655486233,0.0,1.0000000000006795,6.794564910705958e-13,1.2524703496544037e-15,0.015280465409552541,0.018402165100575605,1.042341909329522e-15,-4.906825510444333e-16,1.5339566373092613e-15,-7.806255641895632e-18,0.18317773039383406,0.015280465409552541,1.938079192501093e-13,0.007640232704775644,0.984719534591127,0.007640232704776897
12,cyclic,40.0,0.002710749544312599,0.01840216510057556,3.400058012914542e-16,1.7258194343925456e-16,2.706168622521056e-16,-4.336808689942018e-18,0.016584356826577912,0.0,1.00000000000074,7.400746682151293e-13,1.5230872119065093e-15,0.016635792116372682,0.018402165100575605,1.3981547565779423e-15,-4.66495282910893e-16,1.8653932514646117e-15,-1.214306433183765e-17,0.19976208722041197,0.016635792116372682,1.9380791925012117e-13,0.00831789605818558,0.9833642078843675,0.008317896058187103
13,cyclic,40.0,0.0027051093400117304,0.018402165100575553,3.400058012914542e-16,1.6328746786816631e-16,2.8449465005987332e-16,-3.469446951953614e-18,0.016573023627604128,0.0,1.0000000000008022,8.022471575941381e-13,1.8075818619663827e-15,0.01798829882105184,0.01840216510057547,1.7256189980160807e-15,-4.852964980728878e-16,2.2138266150637862e-15,-1.5612511283791264e-17,0.2163351108480161,0.01798829882105184,1.938079192501331e-13,0.008994149410525017,0.9820117011797505,0.008994149410526824
14,cyclic,40.0,0.0026994808711764385,0.01840216510057556,3.400058012914542e-16,2.0962174751921342e-16,3.261280134832457e-16,0.0,0.01656171400939882,0.0,1.0000000000008644,8.644196469731469e-13,2.1337098754496284e-15,0.019337991391113984,0.01840216510057574,2.149540030319222e-15,-4.632780193356121e-16,2.6132502269945184e-15,-1.5612511283791264e-17,0.23289682485741492,0.019337991391113984,1.938079192501452e-13,0.009668995695555925,0.9806620086097505,0.009668995695558059
15,cyclic,40.0,0.0026938641133888177,0.018402165100575556,5.447031714567174e-16,2.2145053667059794e-16,3.5041414214685986e-16,0.0,0.016550427922898348,0.0,1.0000000000009257,9.257039579324555e-13,2.4841240175964882e-15,0.020684875681874798,0.01840216510057574,2.5976764337396254e-15,-4.44506500107231e-16,3.0424181504519686e-15,-1.5612511283791264e-17,0.24944725278031327,0.020684875681874798,1.9380791925015712e-13,0.010342437840936157,0.979315124319051,0.010342437840938641
16,cyclic,40.0,0.002688259042278933,0.018402165100575553,3.400058012914542e-16,2.1299627636432763e-16,3.434752482429136e-16,-3.469446951953614e-18,0.016539165319140015,0.0,1.000000000000988,9.880984919163893e-13,2.827599265839402e-15,0.022028957536466914,0.01840216510057547,3.0226771684466727e-15,-4.417837768646608e-16,3.46308769918743e-15,-1.9081958235744878e-17,0.2659864180994533,0.022028957536466914,1.9380791925016919e-13,0.011014478768232043,0.9779710424645212,0.011014478768234871
17,zero_stress_hold,40.0,0.0026826656335329118,0.01840216510057556,4.753142324176451e-16,1.967758736210015e-16,3.330669073870192e-16,0.0,0.016527926149264738,0.0,1.000000000001051,1.0509371151101732e-12,3.160666173226421e-15,0.02337024278586521,0.018402165100575605,3.4171114869065275e-15,-4.520621328080227e-16,3.871009685839939e-15,-1.9081958235744878e-17,0.282514344248718,0.02337024278586521,1.9380791925018125e-13,0.011685121392931024,0.9766297572151856,0.011685121392934185
18,zero_stress_hold,40.0,0.0026770838628863256,0.018402165100575546,3.400058012914542e-16,2.097548499469152e-16,3.3827107781490664e-16,0.0,0.01651671036451252,0.0,1.0000000000011124,1.1124434706744069e-12,3.4989372510413277e-15,0.024708737248912142,0.018402165100575605,3.8337771658521775e-15,-4.518307381934843e-16,4.285305453533851e-15,-1.9081958235744878e-17,0.29903105461323054,0.024708737248912142,1.9380791925019334e-13,0.012354368624454323,0.9752912627522006,0.012354368624457822
19,zero_stress_hold,40.0,0.0026715137061225896,0.018402165100575574,2.706168622523819e-16,2.4875140785396553e-16,4.2500725161360855e-16,-1.734723475976807e-18,0.01650551791622834,0.0,1.0000000000011726,1.1726175586090903e-12,3.923944502654936e-15,0.026044446732343036,0.01840216510057547,4.3242699900965285e-15,-4.815080898530657e-16,4.8058309052518526e-15,-2.0816681711721685e-17,0.3155365725294589,0.026044446732343036,1.9380791925020498e-13,0.013022223366169556,0.9739555532688295,0.01302222336617348
20,zero_stress_hold,40.0,0.002665955139075234,0.018402165100575574,4.0766001685454967e-16,2.520064655861116e-16,4.0592529337783843e-16,-3.469446951953614e-18,0.01649434875585465,0.0,1.0000000000012323,1.2323475573339238e-12,4.329869796032775e-15,0.027377377030811348,0.018402165100575605,4.830596368469388e-15,-4.762989979210308e-16,5.302985826484486e-15,-2.42861286636753e-17,0.33203092128531353,0.027377377030811348,1.9380791925021657e-13,0.013688688515403509,0.9726226229704209,0.013688688515407839
21,zero_stress_hold,40.0,0.0026604081376314474,0.018402165100575574,3.400058012914542e-16,2.914806297265919e-16,4.631711680849524e-16,-1.0408340855860843e-17,0.016483202834938093,0.0,1.0000000000012916,1.2916334668489071e-12,4.793040964117727e-15,0.02870753392691354,0.01840216510057574,5.420895423115225e-15,-4.503840911332022e-16,5.870252339172983e-15,-3.469446951953614e-17,0.3485141241202516,0.02870753392691354,1.938079192502281e-13,0.014353766963454374,0.9712924660743782,0.014353766963459167
22,zero_stress_hold,40.0,0.00265487267772654,0.018402165100575546,3.400058012914542e-16,2.576865152531509e-16,4.4235448637320623e-16,-1.734723475976807e-18,0.01647208010512391,0.0,1.0000000000013505,1.3504752871540404e-12,5.235395450490933e-15,0.030034923191214462,0.01840216510057547,5.93600964960667e-15,-4.768123941755444e-16,6.412023727695628e-15,-3.642919299551295e-17,0.36498620422537553,0.030034923191214462,1.938079192502394e-13,0.015017461595604614,0.969965076810136,0.015017461595609849
23,zero_stress_hold,40.0,0.0026493487353439304,0.018402165100575553,4.0766001685454967e-16,2.4398909587178045e-16,4.059252933776846e-16,-1.734723475976807e-18,0.016460980518159474,0.0,1.0000000000014109,1.410871419693649e-12,5.641320743868618e-15,0.03135955058227213,0.01840216510057547,6.4203791383646335e-15,-4.876243776851739e-16,6.909178648928074e-15,-3.8163916471489756e-17,0.381447184743535,0.03135955058227213,1.9380791925025133e-13,0.015679775291133246,0.9686404494191387,0.015679775291138887
24,zero_stress_hold,40.0,0.0026438362865238577,0.018402165100575574,4.0766001685454967e-16,2.935619141407526e-16,4.683753385127061e-16,-1.0408340855860843e-17,0.016449904025891027,0.0,1.0000000000014715,1.4714895968381825e-12,6.109696082381324e-15,0.03268142184666313,0.01840216510057547,7.022965924326226e-15,-4.615540279144303e-16,7.48281894265781e-15,-4.85722573273506e-17,0.39789708876942603,0.03268142184666313,1.938079192502631e-13,0.016340710923328512,0.9673185781548083,0.016340710923334622
