       Step     Time          Energy          fmax
LBFGS:   48 23:00:54    -2764.976917        0.068288
LBFGS:   49 23:01:05    -2764.977929        0.057994
LBFGS:   50 23:01:16    -2764.978587        0.111328
LBFGS:   51 23:01:26    -2764.979384        0.088373
LBFGS:   52 23:01:37    -2764.980128        0.040173
LBFGS:   53 23:01:48    -2764.980729        0.025011
LBFGS:   54 23:01:59    -2764.981029        0.036990
LBFGS:   55 23:02:10    -2764.981381        0.037262
LBFGS:   56 23:02:20    -2764.981672        0.026524
LBFGS:   57 23:02:31    -2764.981903        0.016958
LBFGS:   58 23:02:41    -2764.982052        0.014137
LBFGS:   59 23:02:52    -2764.982185        0.020508
LBFGS:   60 23:03:03    -2764.982306        0.014319
LBFGS:   61 23:03:14    -2764.982396        0.013916
LBFGS:   62 23:03:23    -2764.982456        0.008193
LBFGS:   63 23:03:32    -2764.982510        0.009684
LBFGS:   64 23:03:42    -2764.982567        0.010874
LBFGS:   65 23:03:52    -2764.982617        0.010190
LBFGS:   66 23:04:01    -2764.982651        0.006176
LBFGS:   67 23:04:11    -2764.982678        0.006019
LBFGS:   68 23:04:20    -2764.982703        0.007535
LBFGS:   69 23:04:29    -2764.982725        0.008818
LBFGS:   70 23:04:38    -2764.982741        0.005875
LBFGS:   71 23:04:48    -2764.982753        0.002952
LBFGS:   72 23:04:57    -2764.982763        0.003838
LBFGS:   73 23:05:06    -2764.982771        0.005216
LBFGS:   74 23:05:16    -2764.982776        0.003747
LBFGS:   75 23:05:26    -2764.982779        0.001505
LBFGS:   76 23:05:36    -2764.982782        0.001756
LBFGS:   77 23:05:47    -2764.982783        0.002712
LBFGS:   78 23:05:58    -2764.982784        0.002057
LBFGS:   79 23:06:09    -2764.982785        0.000945
LBFGS:   80 23:06:20    -2764.982786        0.001047
LBFGS:   81 23:06:30    -2764.982787        0.001802
LBFGS:   82 23:06:39    -2764.982787        0.001440
LBFGS:   83 23:06:49    -2764.982788        0.000643
LBFGS:   84 23:06:59    -2764.982788        0.000673
LBFGS:   85 23:07:08    -2764.982788        0.001253
LBFGS:   86 23:07:17    -2764.982789        0.001129
LBFGS:   87 23:07:28    -2764.982789        0.000527
LBFGS:   88 23:07:37    -2764.982789        0.000479
LBFGS:   89 23:07:48    -2764.982789        0.000821
LBFGS:   90 23:07:59    -2764.982789        0.000896
LBFGS:   91 23:08:09    -2764.982789        0.000489
LBFGS:   92 23:08:20    -2764.982789        0.000336
LBFGS:   93 23:08:32    -2764.982789        0.000588
LBFGS:   94 23:08:43    -2764.982789        0.000685
LBFGS:   95 23:08:54    -2764.982789        0.000453
LBFGS:   96 23:09:05    -2764.982789        0.000235
LBFGS:   97 23:09:15    -2764.982790        0.000324
LBFGS:   98 23:09:26    -2764.982790        0.000416
LBFGS:   99 23:09:37    -2764.982790        0.000279
LBFGS:  100 23:09:48    -2764.982790        0.000162
LBFGS:  101 23:10:00    -2764.982790        0.000185
LBFGS:  102 23:10:12    -2764.982790        0.000242
LBFGS:  103 23:10:24    -2764.982790        0.000162
LBFGS:  104 23:10:37    -2764.982790        0.000108
LBFGS:  105 23:10:49    -2764.982790        0.000112
LBFGS:  106 23:11:02    -2764.982790        0.000153
LBFGS:  107 23:11:13    -2764.982790        0.000111
LBFGS:  108 23:11:24    -2764.982790        0.000068
