       Step     Time          Energy          fmax
LBFGS:    0 22:53:20    -2752.968394       30.364772
LBFGS:    1 22:53:29    -2761.009964       12.674550
LBFGS:    2 22:53:38    -2763.174546        4.506073
LBFGS:    3 22:53:48    -2763.695989        2.001804
LBFGS:    4 22:53:57    -2763.926161        0.558781
LBFGS:    5 22:54:06    -2763.994903        0.791687
LBFGS:    6 22:54:15    -2764.035616        1.133597
LBFGS:    7 22:54:24    -2764.104450        1.592743
LBFGS:    8 22:54:33    -2764.212788        2.017485
LBFGS:    9 22:54:42    -2764.306474        2.054858
LBFGS:   10 22:54:51    -2764.398031        1.681894
LBFGS:   11 22:55:00    -2764.539322        0.982968
LBFGS:   12 22:55:10    -2764.739261        1.198154
LBFGS:   13 22:55:19    -2764.785640        0.804463
LBFGS:   14 22:55:28    -2764.827748        0.564429
LBFGS:   15 22:55:37    -2764.848782        0.374870
LBFGS:   16 22:55:47    -2764.867418        0.392450
LBFGS:   17 22:55:56    -2764.877750        0.238407
LBFGS:   18 22:56:06    -2764.886331        0.231620
LBFGS:   19 22:56:15    -2764.893255        0.243478
LBFGS:   20 22:56:24    -2764.900829        0.279837
LBFGS:   21 22:56:33    -2764.907199        0.162466
LBFGS:   22 22:56:42    -2764.911378        0.137759
LBFGS:   23 22:56:51    -2764.915011        0.169533
LBFGS:   24 22:57:00    -2764.918984        0.249250
LBFGS:   25 22:57:09    -2764.922736        0.214486
LBFGS:   26 22:57:18    -2764.925700        0.103004
LBFGS:   27 22:57:27    -2764.927990        0.098267
LBFGS:   28 22:57:36    -2764.930214        0.151126
LBFGS:   29 22:57:46    -2764.932460        0.141760
LBFGS:   30 22:57:54    -2764.934370        0.106759
LBFGS:   31 22:58:04    -2764.936153        0.104123
LBFGS:   32 22:58:13    -2764.938245        0.157633
LBFGS:   33 22:58:22    -2764.940805        0.193160
LBFGS:   34 22:58:32    -2764.943741        0.163253
LBFGS:   35 22:58:41    -2764.946795        0.158675
LBFGS:   36 22:58:50    -2764.949899        0.136033
LBFGS:   37 22:59:00    -2764.953191        0.162391
LBFGS:   38 22:59:09    -2764.956412        0.179883
LBFGS:   39 22:59:19    -2764.959129        0.123526
LBFGS:   40 22:59:30    -2764.961517        0.084123
LBFGS:   41 22:59:41    -2764.963870        0.148189
LBFGS:   42 22:59:51    -2764.966290        0.159222
LBFGS:   43 23:00:01    -2764.968625        0.109748
LBFGS:   44 23:00:12    -2764.970591        0.080791
LBFGS:   45 23:00:23    -2764.972222        0.082986
LBFGS:   46 23:00:33    -2764.973872        0.127968
LBFGS:   47 23:00:43    -2764.975546        0.124533
