observable,role,original_role,validation_status,source_target,imposed_target,prediction,units,scale,imposed_normalized_residual,source_normalized_residual
normal_strain_force_ev,exact,exact,development_or_control,0.0,0.0,3.3306690738754696e-16,eV/strain,0.1,3.3306690738754696e-15,3.3306690738754696e-15
cohesive_ev_atom,exact,exact,development_or_control,3.36,3.36,3.3599999999999994,eV/atom,0.0672,-6.608470384673551e-15,-6.608470384673551e-15
C11_GPa,exact,exact,development_or_control,113.99999999999996,113.99999999999996,113.99999999999986,GPa,5.699999999999998,-1.7451926843230535e-14,-1.7451926843230535e-14
C12_GPa,exact,exact,development_or_control,62.000000000000014,62.000000000000014,62.0,GPa,3.100000000000001,-4.584146682323225e-15,-4.584146682323225e-15
C44_GPa,exact,exact,development_or_control,32.0,32.0,32.0,GPa,1.6,0.0,0.0
perfect_Haa,exact,fit,development_or_control,19.66091286328976,19.66091286328976,19.66091286328975,eV/L0^2,1.9660912863289761,-5.420979743164443e-15,-5.420979743164443e-15
perfect_Hxx,fit,fit,development_or_control,4.393593035123306,4.393593035123306,2.393961837554766,eV/L0^2,0.43935930351233066,-4.551243553017013,-4.551243553017013
saddle_energy_at_source_state,fit,fit,development_or_control,0.07624909750742465,0.07624909750742465,0.053402021913686946,eV/cell,0.007624909750742465,-2.996373247763752,-2.996373247763752
saddle_normal_force_at_source_state,fit,fit,development_or_control,1.4903612010162394e-15,1.4903612010162394e-15,0.09178016213284074,eV/L0,0.03173805605024358,2.8918016272812923,2.8918016272812923
fault_energy_at_source_state,fit,fit,development_or_control,0.06670794504308616,0.06670794504308616,0.042584498869667545,eV/cell,0.006670794504308616,-3.616277814859604,-3.616277814859604
fault_normal_force_at_source_state,fit,fit,development_or_control,5.29078226360765e-15,5.29078226360765e-15,-0.06368433870359674,eV/L0,0.03173805605024358,-2.00656078629344,-2.00656078629344
saddle_path_force_at_source_state,fit,fit,development_or_control,2.296700476743968e-16,2.296700476743968e-16,-0.038216404814881394,eV/L0,0.03173805605024358,-1.2041192678714272,-1.2041192678714272
opening_1.1h_energy,fit,fit,development_or_control,0.05670265774764735,0.05670265774764735,0.04363395596190147,eV/cell,0.005670265774764736,-2.3047776426825624,-2.3047776426825624
opening_1.5h_energy,fit,fit,development_or_control,0.4710312483934004,0.4710312483934004,0.3697833666658924,eV/cell,0.04710312483934004,-2.1494939470119148,-2.1494939470119148
opening_2h_energy,fit,fit,development_or_control,0.7060534019484034,0.7060534019484034,0.6305359123710671,eV/cell,0.07060534019484034,-1.06957192428987,-1.06957192428987
opening_40h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8524326626712249,eV/cell,0.07719163228888834,1.0430708276903708,1.0430708276903708
direct_quarter_energy,fit,fit,development_or_control,0.117221996542065,0.117221996542065,0.07506339412360857,eV/cell,0.0117221996542065,-3.5964753768144404,-3.5964753768144404
direct_half_energy,fit,fit,development_or_control,0.26732847628894163,0.26732847628894163,0.24746996073106403,eV/cell,0.026732847628894163,-0.7428507367996796,-0.7428507367996796
oblique_energy,fit,fit,development_or_control,0.13339289745734875,0.13339289745734875,0.08656648467544897,eV/cell,0.013339289745734876,-3.5104127486901713,-3.5104127486901713
opening_1.25h_energy,fit,fit,development_or_control,0.24853683654490819,0.24853683654490819,0.16992681174393143,eV/cell,0.02485368365449082,-3.16291242351806,-3.16291242351806
opening_3h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8140727284936738,eV/cell,0.07719163228888834,0.5461266248007413,0.5461266248007413
saddle_Haa,fit,fit,development_or_control,12.717337762538286,12.717337762538286,19.12376716594448,eV/L0^2,1.2717337762538286,5.037555440477282,5.037555440477282
saddle_Hxx,fit,fit,development_or_control,-0.18642463121762062,-0.18642463121762062,0.02062320567238006,eV/L0^2,0.018642463121762064,11.106248972449663,11.106248972449663
