candidate,epsilon_LJ_eV,sigma_LJ_over_L0,A_eV,B_eV,C_eV,scalar_decay_L0,angular_D_eV,angular_decay_L0,L0_angstrom,density_gauge,Jacobian_stencil_absolute_change,condition_number,status,boundary_note
linear,0.08558701724404526,0.9188510908619062,4.970124836887024,2.3507356515743054,0.0,2.7912818400413966,0.0,,2.863782463805517,fixed target-FCC density,2.072745240777607e-06,50.2250780855101,research; not accepted Al,none detected in this record
angular_tied,0.40614485411617335,0.8108852598199509,5.396223893577765,4.63228538083167,0.0,5.0025013827641,82.50225074942853,5.0025013827641,2.863782463805517,fixed target-FCC density,7.35519358130432e-06,109.62666488381363,research; not accepted Al,none detected in this record
angular_independent_range,0.02079667807947461,1.0100269903260741,5.156316337936858,1.865438129083417,0.0,3.284463703342074,68.10673796361162,5.242931229268956,2.863782463805517,fixed target-FCC density,1.2827202375831348e-06,186.50237402832929,research; not accepted Al,none detected in this record
angular_quadratic,0.1011857184538072,0.90071686230352,4.2098813522003375,2.4564379630008473,0.7447352962061415,0.5,86.43861462383859,4.958732984276223,2.863782463805517,fixed target-FCC density,1.4849527900651083e-06,7711.122287959067,research; not accepted Al,scalar decay at declared lower search bound
