candidate,protocol,traction_step_GPa,step,normal_traction_GPa,shear_traction_GPa,status,force_residual_ev_coordinate,substeps,a,s,energy_ev_cell,loaded_energy_ev_cell,min_hessian_eigenvalue,normal_strain,slip_over_period,a_error_angstrom,s_error_angstrom
linear,normal,0.2,0,0.0,0.0,stable_local_equilibrium,2.55351295663786e-15,1,0.8119453681970724,4.273752616401591e-19,-1.6945155598909713e-15,-1.6945155598909713e-15,4.632629651760924,-1.177298450910227e-13,4.297708362781684e-19,0.0,0.0
linear,normal,0.2,1,0.05,0.0,stable_local_equilibrium,7.984932159921243e-15,1,0.8122201166816563,3.8624459648511255e-18,8.628792706044861e-07,-8.61729142649781e-07,4.612348514533257,0.0003383829691624719,3.884096206277288e-18,0.0,0.0
linear,normal,0.2,2,0.15,0.0,stable_local_equilibrium,8.326672684688674e-17,1,0.8127729357959118,1.740337343339351e-17,7.807680388095258e-06,-7.776355090627585e-06,4.571803382724499,0.0010192404946915642,1.7500924891690002e-17,3.179437228834644e-16,2.0944606980979526e-16
linear,normal,0.2,3,0.4,0.0,stable_local_equilibrium,7.216449660063518e-16,2,0.8141748219975594,1.9352876242492222e-17,5.6281147769155025e-05,-5.5673894698955826e-05,4.470539216046582,0.0027458174992015284,1.9461355285760015e-17,6.358874457669288e-16,2.1116908297052196e-16
linear,normal,0.2,4,1.0,0.0,stable_local_equilibrium,1.0547118733938987e-15,3,0.8176617988182476,-5.684673460500961e-17,0.0003638336864894533,-0.00035381208042060866,4.2280597824482715,0.007040412871339248,-5.716537868176497e-17,0.0,-2.534757232739926e-16
linear,normal,0.2,5,2.0,0.0,stable_local_equilibrium,4.440892098500626e-15,5,0.8239057368844438,-2.1620838855115744e-17,0.001545706588419024,-0.0014573239836501075,3.825513404562116,0.014730509164468077,-2.1742030552115302e-17,6.358874457669288e-16,-1.9770040823380378e-16
linear,normal,0.2,6,4.0,0.0,stable_local_equilibrium,1.6653345369377348e-15,10,0.838500051578408,-6.387586343361983e-17,0.007110451913390704,-0.006224342039962456,3.024633595965498,0.032705012456936175,-6.423390801915638e-17,1.2717748915338577e-15,-7.065686413766752e-17
linear,normal,0.1,0,0.0,0.0,stable_local_equilibrium,2.55351295663786e-15,1,0.8119453681970724,4.273752616401591e-19,-1.6945155598909713e-15,-1.6945155598909713e-15,4.632629651760924,-1.177298450910227e-13,4.297708362781684e-19,0.0,0.0
linear,normal,0.1,1,0.05,0.0,stable_local_equilibrium,7.984932159921243e-15,1,0.8122201166816563,3.8624459648511255e-18,8.628792706044861e-07,-8.61729142649781e-07,4.612348514533257,0.0003383829691624719,3.884096206277288e-18,0.0,0.0
linear,normal,0.1,2,0.15,0.0,stable_local_equilibrium,8.326672684688674e-17,1,0.8127729357959118,1.740337343339351e-17,7.807680388095258e-06,-7.776355090627585e-06,4.571803382724499,0.0010192404946915642,1.7500924891690002e-17,3.179437228834644e-16,2.0944606980979526e-16
