set,study,field,value,reference,absolute_error,tolerance,layers_used,shells_used,tail_status,direct_radius,direct_layers
linear_joint_fit,independent_real_space,d2_dss,1.885625184780961,1.8856251006140854,8.416687569123837e-08,,,,,48,24
linear_joint_fit,independent_real_space,energy,0.04956295554707413,0.04956441283252782,1.4572854536917812e-06,,,,,24,48
linear_joint_fit,independent_real_space,d_da,0.13481780059837223,0.13485637173948295,3.857114111072146e-05,,,,,24,48
linear_joint_fit,independent_real_space,d_ds,0.3867298479149167,0.38672890510343,9.42811486714934e-07,,,,,24,48
linear_joint_fit,independent_real_space,d2_daa,21.226563929096592,21.226561459940562,2.469156029860642e-06,,,,,24,48
linear_joint_fit,independent_real_space,d2_das,-6.45098784699209,-6.4509877240424425,1.2294964779613338e-07,,,,,24,48
linear_joint_fit,independent_real_space,d2_dss,1.885628578933646,1.8856251006140854,3.478319560601406e-06,,,,,24,48
linear_joint_fit,independent_real_space,energy,0.04956384783179669,0.04956441283252782,5.650007311314154e-07,,,,,48,48
linear_joint_fit,independent_real_space,d_da,0.13484233398706721,0.13485637173948295,1.403775241573535e-05,,,,,48,48
linear_joint_fit,independent_real_space,d_ds,0.3867289543932404,0.38672890510343,4.928981039986624e-08,,,,,48,48
linear_joint_fit,independent_real_space,d2_daa,21.226562653700217,21.226561459940562,1.1937596546829354e-06,,,,,48,48
linear_joint_fit,independent_real_space,d2_das,-6.450987726918139,-6.4509877240424425,2.8756961256704017e-09,,,,,48,48
linear_joint_fit,independent_real_space,d2_dss,1.8856252746375408,1.8856251006140854,1.7402345542372188e-07,,,,,48,48
linear_joint_fit,independent_real_space,energy,0.04956428882799525,0.04956441283252782,1.2400453257288557e-07,,,,,80,80
linear_joint_fit,independent_real_space,d_da,0.13485330428335754,0.13485637173948295,3.0674561254107058e-06,,,,,80,80
linear_joint_fit,independent_real_space,d_ds,0.38672891086567995,0.38672890510343,5.762249954965881e-09,,,,,80,80
linear_joint_fit,independent_real_space,d2_daa,21.226561617489693,21.226561459940562,1.575491310745747e-07,,,,,80,80
linear_joint_fit,independent_real_space,d2_das,-6.450987724233954,-6.4509877240424425,1.915116953910001e-10,,,,,80,80
linear_joint_fit,independent_real_space,d2_dss,1.8856251230852474,1.8856251006140854,2.247116204223687e-08,,,,,80,80
