radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.04128840382716836,-0.004437307282149732,0.0457257111093181,2,True
1.0,0.08833947705514955,-0.0015566673736139881,0.08989614442876354,4,True
1.5,0.16775598241458312,-0.013218905189396262,0.1809748876039794,10,True
2.0,0.302161889915213,-0.012402144178237854,0.3145640340934508,18,True
2.5,0.41446661598185,-0.009817582583503789,0.4242841985653538,30,True
3.0,0.48924225426106727,-0.003423477483623355,0.49266573174469064,40,True
3.5,0.6024167090909329,-0.011000851761956906,0.6134175608528898,56,True
4.0,0.681342126639016,-0.0008981786976508255,0.6822403053366669,72,True
4.5,0.7868700748515591,0.0006340534015554632,0.7862360214500037,90,True
5.0,0.8362317221079456,0.0031722352613204677,0.8330594868466251,112,True
5.5,0.8878738119177161,0.0017581456179271994,0.8861156662997889,136,True
6.0,0.9178336839265984,-0.0022878011843153988,0.9201214851109137,158,True
6.5,0.9540696008738547,0.0005919390534787415,0.953477661820376,188,True
7.0,0.9859303246795754,-0.0008224082347178389,0.9867527329142931,220,True
7.5,1.0158888574436968,0.0002457464135854913,1.0156431110301114,254,True
8.0,1.0374783889480423,-0.00017097044641106198,1.0376493593944534,286,True
8.5,1.0595735602175997,1.086871699683585e-05,1.059562691500603,320,True
9.0,1.0805554374247475,-0.00011406714109534974,1.0806695045658428,360,True
9.5,1.099815123027716,-0.0001465437008952887,1.0999616667286114,400,True
10.0,1.1191230990342005,-5.663592490896981e-05,1.1191797349591093,444,True
10.5,1.1375411257904027,-0.00011195220397724212,1.1376530779943799,492,True
11.0,1.1533041430945365,-0.00010006181328359295,1.1534042049078204,536,True
11.5,1.1695612834659164,-7.247705425272074e-05,1.169633760520169,588,True
12.0,1.185749194549302,-0.00010057488489750811,1.1858497694341994,644,True
12.5,1.200036075638046,-7.09805229375405e-05,1.2001070561609835,698,True
13.0,1.2118860061285153,-0.00010935426128063199,1.211995360389796,748,True
13.5,1.227104436177925,-9.38445719795728e-05,1.2271982807499047,814,True
14.0,1.2391417715704316,-7.926618228826297e-05,1.2392210377527197,872,True
14.5,1.2513516791123078,-0.00010524482274939118,1.2514569239350573,936,True
15.0,1.263059187270093,-8.707239898112656e-05,1.263146259669074,1000,True
15.5,1.2744578571138736,-0.00010261257739794638,1.2745604696912716,1068,True
16.0,1.285831132095948,-8.665879300529e-05,1.2859177908889532,1140,True
16.5,1.2962283019545562,-9.619102719522744e-05,1.2963244929817515,1210,True
17.0,1.3068319584629893,-8.697461905878218e-05,1.3069189330820479,1286,True
17.5,1.3168817959861312,-0.00010050246445353188,1.3169822984505848,1362,True
18.0,1.3259464852873837,-8.408051522655331e-05,1.3260305658026101,1436,True
18.5,1.3360742111404225,-8.317448433261512e-05,1.3361573856247548,1522,True
19.0,1.3455868860239226,-0.00016168535126904798,1.3457485713751918,1608,True
19.5,1.356079430858793,0.0017318293422909645,1.354347601516502,1690,True
20.0,1.3653073377472205,0.002714900172519577,1.3625924375747007,1772,True
