radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.09096113803292596,0.0007521599553522206,0.09020897807757375,2,True
1.0,0.1413842940824259,0.0012535755734746543,0.14013071850895126,4,True
1.5,0.26727850316852847,0.0013889613526555575,0.26588954181587293,10,True
2.0,0.3469102001779856,0.0009274065609907659,0.3459827936169948,18,True
2.5,0.41377299414278323,0.00036597591913554913,0.4134070182236477,30,True
3.0,0.4558912447799098,7.289815462929795e-05,0.4558183466252805,40,True
3.5,0.5085748219158892,-0.00017839193151794277,0.5087532138474071,56,True
4.0,0.5482046222676287,-0.00023393083567037082,0.5484385531032989,72,True
4.5,0.5832363556589613,-0.00017124859560546256,0.5834076042545667,90,True
5.0,0.6198540012147724,-0.0001815835362514523,0.6200355847510239,112,True
5.5,0.6525688012489277,-0.0001528068552329822,0.6527216081041608,136,True
6.0,0.6771605263058341,-0.00011226053012655245,0.6772727868359607,158,True
6.5,0.7073875008015931,-0.00014882265678233734,0.7075363234583754,188,True
7.0,0.7344118791242412,-0.00025810413810746263,0.7346699832623488,220,True
7.5,0.758886630796457,-0.0004191903068419767,0.759305821103299,254,True
8.0,0.7791083338043013,-0.0005680939866934038,0.7796764277909947,286,True
