case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
Si_00_pure,Si,0,pure,0.0,0.0,-1162.8489074129375,0.0,155.52997112368598,0.0,7.232436797793777e-08,7.450423323934036e-08,7.450443503372944e-08,-2.017943890843293e-13,5.5875423352757e-16
Si_00_pure,Si,0,pure,0.0,0.03,-1162.8149681996993,0.03393921323822724,155.52997112368598,0.0034962145259699096,2.218605235436262,2.2854742675025874,0.21889411223966745,2.06658015526292,6.498613507430731e-16
Si_00_pure,Si,0,pure,0.0,0.1,-1162.5028037621207,0.3461036508167581,155.52997112368598,0.03565352570146886,6.523242901752567,6.7198542374722114,0.6644056808433602,6.055448556628852,7.943623289870615e-16
Si_00_pure,Si,0,pure,0.0,0.2,-1161.6031778631793,1.2457295497581526,155.52997112368598,0.12832759901425173,11.252625329024594,11.59178082723513,1.1895077019045037,10.402273125330625,6.370463048857338e-16
Si_00_pure,Si,0,pure,0.0,0.35,-1159.5068145689768,3.3420928439606996,155.52997112368598,0.34428239294111035,16.312803896496707,16.804473793161318,1.793648044678109,15.01082574848321,3.205825789940407e-15
Si_00_pure,Si,0,pure,0.0,0.5,-1156.8468192248738,6.002088188063681,155.52997112368598,0.6182991857225726,18.620725266634448,19.18195619454577,2.1048775969464923,17.07707859759928,1.2441490230537755e-15
Si_00_pure,Si,0,pure,0.0,0.7,-1153.2129067817255,9.636000631212028,155.52997112368598,0.9926430864093427,16.95021035227902,17.4610917571697,1.9617367702852653,15.499354986884436,2.595086716322934e-15
Si_00_pure,Si,0,pure,0.0,0.9,-1150.2332737183872,12.615633694550297,155.52997112368598,1.2995870430939327,12.786665201234886,13.17205684807043,1.4768284649850205,11.695228383085407,7.869996242142186e-16
Si_00_pure,Si,0,pure,0.0,1.1,-1148.032926108659,14.815981304278466,155.52997112368598,1.5262536785670837,9.481084623101134,9.766845668626218,1.0557179738131914,8.711127694813026,6.705265586595681e-16
Si_00_pure,Si,0,pure,0.0,1.4,-1145.650418925131,17.19848848780657,155.52997112368598,1.7716853025947275,6.60290181448334,6.801914079536731,0.6452431074001213,6.1566709721366095,1.0451951528337812e-15
Si_00_pure,Si,0,pure,0.0,1.8,-1143.6600890888328,19.18881832410466,155.52997112368598,1.9767171645973174,3.4589196034878253,3.5631718617022017,0.14816307974760012,3.4150087819546013,7.641344758026999e-16
Si_00_pure,Si,0,pure,0.0,2.3,-1142.5740259216009,20.2748814913366,155.52997112368598,2.08859688893696,1.368815537596562,1.4100718046486995,-0.18508675162180294,1.5951585562705024,2.6904456832577255e-15
Si_00_pure,Si,0,pure,0.0,3.0,-1141.8001084984185,21.04879891451901,155.52997112368598,2.168321227796527,0.7037079004440633,0.724917742289076,-0.28722831994723225,1.0121460622363083,2.4560706041436954e-15
Si_00_pure,Si,0,pure,0.0,4.0,-1141.6302671187527,21.218640294184752,155.52997112368598,2.18581726975042,-4.996003610813204e-16,-5.146583768255793e-16,-0.41558708528814403,0.41558708528814353,7.327088305281023e-16
Si_00_pure,Si,0,pure,0.0,6.0,-1141.6302671187527,21.218640294184752,155.52997112368598,2.18581726975042,-1.6653345369377348e-16,-1.7155279227519312e-16,-0.3914447733404618,0.3914447733404616,5.315866906858638e-16
Si_00_pure,Si,0,pure,0.0,8.0,-1141.6302671187527,21.218640294184752,155.52997112368598,2.18581726975042,-3.3306690738754696e-16,-3.4310558455038624e-16,-0.36995341550157,0.3699534155015696,7.327088305281023e-16
Si_00_pure,Si,0,pure,0.0,10.0,-1141.6302671187527,21.218640294184752,155.52997112368598,2.18581726975042,-5.551115123125783e-16,-5.718426409173104e-16,-0.35069910318562714,0.3506991031856266,7.327088305281023e-16
