case,species,count,arrangement,chemical_concentration_cm3,opening_A,energy_eV,delta_energy_eV,area_A2,separation_work_J_m2,conjugate_force_eV_A,rigid_traction_GPa,affine_stress_zz_GPa,nonaffine_correction_GPa,total_force_norm_eV_A
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.0,-1163.3270259940728,0.0,155.52997112368598,0.0,0.08187220053614212,0.08433983863396503,0.08401140518771032,0.0003284334462547207,4.3334352497456896e-16
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.03,-1163.2911145650064,0.03591142906634559,155.52997112368598,0.003699380391313208,2.267830517183165,2.336183205237961,0.29825121527510845,2.037931989962853,1.2692699606042478e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.1,-1162.9784076621681,0.34861833190461766,155.52997112368598,0.03591257308968745,6.487430692504055,6.682962643874309,0.7310567622500529,5.951905881624256,8.46144728714477e-16
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.2,-1162.0891611125903,1.2378648814824373,155.52997112368598,0.12751742798068988,11.078382233915491,11.412286024013161,1.2340537745566553,10.178232249456505,1.3134695704479498e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.35,-1160.0345747577276,3.2924512363451868,155.52997112368598,0.3391686117694724,15.939686640209057,16.42011073731605,1.8028251896688214,14.61728554764723,2.9985722309270316e-16
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.5,-1157.4391526693655,5.887873324707243,155.52997112368598,0.6065334543974081,18.154867774203417,18.702057700542152,2.0894072003094504,16.612650500232704,2.0525616768613122e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.7,-1153.8978436977573,9.429182296315503,155.52997112368598,0.9713378999388531,16.504168963511788,17.001606626608307,1.9345763034045433,15.067030323203763,2.349464267921696e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,0.9,-1151.0033412847158,12.32368470935694,155.52997112368598,1.2695122067767042,12.375982313397675,12.748995927964454,1.448523060319756,11.300472867644698,1.0834039861741223e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,1.1,-1148.8846447622127,14.442381231860054,155.52997112368598,1.4877676361557808,9.072350988833762,9.345792752830135,1.0283204380464264,8.317472314783709,5.963000763008938e-16
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,1.4,-1146.6195915464887,16.70743444758409,155.52997112368598,1.7210998557132333,6.249089932249597,6.437438264071134,0.6314172482480567,5.806021015823078,9.389009089165242e-16
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,1.8,-1144.7376269095514,18.589399084521347,155.52997112368598,1.9149685837487629,3.269160922392572,3.367693830842353,0.1654055664690277,3.2022882643733257,4.2228971846949966e-16
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,2.3,-1143.7139073653987,19.6131186286741,155.52997112368598,2.0204260413410564,1.2860338202051194,1.3247950362106178,-0.15124014601268523,1.476035182223303,5.191821607775705e-16
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,3.0,-1142.9704673684782,20.356558625594516,155.52997112368598,2.097010778240395,0.6991254137090226,0.7201971388456031,-0.24384566875664268,0.9640428076022458,1.073683803733591e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,4.0,-1142.7993125526334,20.527713441439346,155.52997112368598,2.1146421225248404,-2.7755575615628914e-16,-2.859213204586552e-16,-0.3725681669691945,0.3725681669691942,1.141499743995726e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,6.0,-1142.7993125526334,20.527713441439346,155.52997112368598,2.1146421225248404,1.1102230246251565e-16,1.1436852818346208e-16,-0.3509249128182373,0.35092491281823746,2.380776739695064e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,8.0,-1142.7993125526334,20.527713441439346,155.52997112368598,2.1146421225248404,-3.885780586188048e-16,-4.002898486421173e-16,-0.33165820295365384,0.3316582029536534,1.141499743995726e-15
P_01_interface_spread,P,1,interface_spread,2.2617152269074216e+20,10.0,-1142.7993125526334,20.527713441439346,155.52997112368598,2.1146421225248404,-3.885780586188048e-16,-4.002898486421173e-16,-0.3143969739603864,0.31439697396038596,1.141499743995726e-15
