state,strain,converged,extension_A,grip_coordinate_error_A,maximum_observable_replay_difference,reaction_free_force_identity_error_eV_A,reaction_free_torque_identity_error_eV,support_force_residual_relative_to_axial,energy_eV,conjugate_force_eV_A,nominal_stress_GPa,reaction_force_residual_eV_A,reaction_torque_eV,total_internal_force_eV_A,total_internal_torque_eV,free_force_max_eV_A
0,0.0,True,0.0,0.0,0.0,1.0731672987704845e-15,4.07764806151634e-14,0.004978435976484281,-1753.0366692354637,3.785665477016934,3.1841455202279043,0.01884669320571563,0.07185512130772041,4.871083751574258e-16,8.62748304838638e-14,0.0009150511783649479
