mode,screening,squared_loss,positive_LJ,scalar_optimizer_success,profiles,D1,retrospective_rms,new_rms,perfect_Haa,perfect_Haa_source,perfect_Hxx,perfect_Hxx_source
fixed_pair_control,0.09381202439271542,1255.70144000814,True,True,18,4.703026671901924,5.007273243757259,5.832634808793654,27.564333725704135,19.66091286328976,4.519696274904039,4.393593035123306
free_pair,0.0,1254.6575056231463,True,True,37,4.64196222874391,5.004517677878437,5.822015333702063,27.546524101623774,19.66091286328976,4.522411350237564,4.393593035123306
