j,l,ux,uy,uz,gx,gy,gz
-19,3,0.48538669129396667,3.942551757922918e-05,0.00017030687143615577,5.397066501393669e-12,2.083061501068073e-11,-7.888110002289344e-11
-19,4,0.47832040574333246,0.000122487902338801,0.00024832685152561927,-4.181027757083761e-12,-5.261208135820539e-13,2.4022746933241666e-11
-19,5,0.4711849058024753,0.0001918088285830558,0.0002675083085739614,-1.3162544513535546e-11,-9.299269687623735e-12,-5.854088471846184e-11
-19,6,0.46403422409558903,0.00024456420381890626,0.00024832018419009493,2.023894664056683e-11,9.457351568542549e-12,3.321584421221843e-11
-19,7,0.4569166827079143,0.00027985861570302526,0.00020310439783124997,3.6703803299627247e-11,1.2583281638889332e-11,-8.329795570481951e-11
-19,8,0.4498768529096358,0.00029719703528698635,0.00014131163980775688,4.3935172340525686e-11,4.6613435333853204e-11,5.04478643532199e-11
-19,9,0.4429535958146807,0.0002965762025307872,7.148139244267527e-05,1.2492251157125711e-11,2.412514632510465e-13,-5.930696018446456e-11
-19,10,0.43617368227864184,0.00027726584375984916,2.3438595442929725e-06,1.3480009317980157e-11,4.888447979745081e-11,3.8030715648071714e-11
-19,11,0.4295300120875648,0.00023338209014872485,-5.2297025430640264e-05,2.7226603675593875e-11,7.224429388053011e-12,-3.956542809580108e-11
-18,0,-0.49402671522712555,-8.450619841732777e-05,0.0001995083502121959,3.807651438410471e-11,-1.6188855811449798e-12,3.047470911417879e-11
-18,1,0.4988819491444893,-1.705260369448907e-05,0.00032831871455633063,1.9220119921070818e-11,-6.912155570137912e-11,-7.808810443697602e-11
-18,2,0.49161328549897637,3.5728441064698064e-05,0.0004451091035265797,2.029454612717009e-11,-1.0345446721515827e-11,5.18563318641866e-11
-18,3,0.4842213741857188,0.00014157774158724814,0.0005007207993342743,4.167691349367744e-11,-4.406415510249673e-11,-1.5196136121903119e-10
-18,4,0.4767237499648572,0.00028205616697498623,0.000507143206424422,4.3754802244496543e-11,-2.867275861184737e-12,2.0691838758905845e-11
-18,5,0.4691676102208271,0.0004125125635051154,0.00047034094922835306,1.834414337011786e-11,-2.4827362388180063e-13,-6.051313283469452e-11
-18,6,0.4616056056340561,0.0005176696749725077,0.0003951823676344196,2.5437830769754755e-11,-3.2834485130806e-11,2.926248523008046e-11
-18,7,0.45408925837624253,0.0005897587669474821,0.0002914984507127451,4.482106732203034e-11,-5.496193777876357e-11,1.7784055139440612e-12
-18,8,0.44666609692654596,0.0006250255960727056,0.000172712682493377,5.6133717465933763e-11,-9.712805559836113e-11,9.173311269665765e-11
-18,9,0.43937665014475563,0.0006223830159050306,5.517664055167947e-05,4.013574672265263e-11,-2.1073615075195562e-11,-7.189391855959683e-11
-18,10,0.4322513360530823,0.0005800147594954412,-4.04052326956288e-05,4.113175349363535e-11,-3.3839639423938195e-11,2.6647088419010697e-11
-18,11,0.42531203917505156,0.00046117083353688963,-7.775734863944546e-05,5.4804177905889984e-11,-7.19194703791004e-11,5.728772026935202e-12
-18,12,0.4185843891518413,0.00028441383219082424,-0.00011737777891849285,4.905997949469082e-11,-5.973006811377246e-11,1.0643962084335226e-11
-18,13,0.41214764093199346,0.0002079146172111799,-0.00012854794296331481,6.440164786007674e-11,2.805811138983927e-11,1.1634622789930688e-11
-17,-3,-0.4729317492369595,-0.00016972226506131762,0.00013349964399055704,4.1489794022284143e-11,2.3229751455744463e-12,-9.387624968289383e-12
-17,-2,-0.47964289820199096,-0.00016149826634504708,0.0002577548730382126,7.335063963555613e-11,2.978149671317709e-11,9.750010705484452e-11
-17,-1,-0.48665345078743527,-0.00017114516064974865,0.00042984138240353297,5.203794819640291e-11,4.6056353175671916e-12,-4.8146771983235796e-11
-17,0,-0.4939434116783135,-0.00015970107514362328,0.0005662389026935515,6.60338927262812e-11,5.684079595891234e-11,4.578071515631832e-11
-17,1,0.4985303670342853,-5.4482279237538045e-05,0.0006703588273054564,1.4697299421332494e-11,2.16895668092576e-11,-1.2208191891487172e-10
-17,2,0.49081023209550306,8.561410991551438e-05,0.000728199740611694,1.9809080753756952e-11,8.580219867937444e-12,-1.7785765617445506e-11
-17,3,0.4829398821421758,0.00027158785946442617,0.0007299546557683209,5.0442145143984873e-11,-1.3621853645062743e-11,-2.6271293503805047e-11
-17,4,0.4749649181953332,0.0004788493172158236,0.0006790840346470456,7.30566620654044e-11,4.614686410775448e-11,5.90246104759367e-11
-17,5,0.4669393981953654,0.0006715652997295912,0.0005806744558107041,5.2951161792942625e-11,2.789808661862736e-11,-6.923711866964506e-11
-17,6,0.4589211039077398,0.00082684580640476,0.00044304364117770686,1.4283361819689144e-12,7.187749007098176e-11,7.06569396903816e-11
-17,7,0.45096721710765536,0.0009302787257931828,0.0002803194768473226,2.964027927179064e-11,2.0284357526989538e-11,-1.073015983588132e-10
-17,8,0.4431308839641749,0.0009742956652596823,0.00011119601003588418,4.626850985678388e-11,4.845909784556568e-11,1.0458664885743332e-10
-17,9,0.43545861696261146,0.0009560381221634137,-4.296720961844054e-05,2.40007081049598e-11,8.39182334733124e-11,-6.022355469946072e-11
-17,10,0.42798894321050174,0.0008694910195420691,-0.00015983924087162175,2.5204457661590074e-11,4.399726416526306e-11,8.630512775118946e-11
-17,11,0.42075531544735745,0.0007189385369897614,-0.00024022725164984674,1.3081144240728593e-11,6.803002605693109e-12,-5.82489048856806e-11
-17,12,0.4137951193058238,0.0005404815394716143,-0.0002870339617137082,-2.879650294260183e-11,1.0513918902166353e-10,7.857030201826503e-11
-17,13,0.40713411772206404,0.00035837430639995473,-0.0002660792568082129,5.002418401386932e-12,-6.547831721270825e-12,-4.969145499808883e-11
-17,14,0.4007815882306576,0.00018602222359172807,-0.0002455650875391477,4.333127216413213e-11,2.8550703468077643e-11,4.721760797025271e-12
-17,15,0.39482496458159966,0.00012614259247975253,-0.00018408695829820728,1.78153039195883e-11,2.050169756184772e-11,-1.1478217600566568e-11
-16,-4,-0.46474397471878115,-0.00028455753475226895,0.00022075423695315768,1.1530068187107917e-11,1.925598569485487e-12,6.786454440809364e-11
-16,-3,-0.4715373555715014,-0.00038960735204851603,0.0003933198330218858,3.181305620412328e-11,-6.012644548913926e-11,-4.0531696874929624e-11
-16,-2,-0.4786558446513074,-0.0003893806502026109,0.0005612380020378183,4.233644394801596e-11,-6.566636123750413e-11,5.3564902256016296e-11
-16,-1,-0.4860989897647272,-0.0003508860825253558,0.0007155531587991225,5.549671076962755e-11,-4.9826046066847596e-11,8.018025384804763e-12
-16,0,-0.4938448366937713,-0.0002537661696039931,0.0008333747245459139,6.74486309191417e-11,-7.824819958646145e-11,4.913749757833128e-11
-16,1,0.4981435374007455,-7.682721370214523e-05,0.0009041103283159562,5.652025206095545e-11,-5.601746844163813e-11,3.2556874852832964e-11
-16,2,0.48991296896255637,0.00015616274861182707,0.0009179580714183332,5.195070431783175e-11,1.8115578481747718e-11,7.299750159808077e-12
-16,3,0.4815156785211728,0.00043129518613496,0.0008685023719154872,7.356903102126097e-11,-4.862560354368384e-11,2.313348507708684e-11
-16,4,0.4730108384083141,0.0007170507104543013,0.0007581426286008499,5.158322879082744e-11,-1.847935693355396e-11,3.65239440390042e-11
-16,5,0.4644634734744838,0.0009761520454502206,0.0005947051414205721,3.226488022069207e-11,-4.074685033828018e-11,-1.1158817197088472e-12
-16,6,0.4559409808760146,0.0011786784463755332,0.0003922091690193988,-4.731534608559684e-12,-3.196971853913766e-11,1.194897262190263e-10
-16,7,0.44750933546725896,0.0013045391107325294,0.00017078887147584394,1.099898958804163e-11,-1.1887336948124272e-10,-8.947993463125385e-11
-16,8,0.4392296265827134,0.0013438725070917007,-4.597669292416623e-05,4.318696756547974e-11,-7.819839220601921e-11,1.3404080890209742e-10
-16,9,0.4311555846363568,0.0012948955030280319,-0.00023493106483836825,1.5757290329314333e-11,-4.2614259343487504e-11,-1.881713967315842e-11
-16,10,0.4233328894190063,0.0011644454117528008,-0.00038115241573360883,3.2732167020224634e-11,-1.0979372966346546e-10,8.117514938973057e-11
-16,11,0.41580020971078757,0.0009718147851124472,-0.00047814079993767534,-1.0944078976393712e-11,-8.298750575619351e-12,7.163468543390852e-11
-16,12,0.4085900664217431,0.0007448800371325099,-0.000520304091672719,-3.980526802269124e-11,-5.277422943095189e-11,6.232400464716839e-11
-16,13,0.40172388635049383,0.0005193832380463815,-0.0005163192998598478,-1.7927411508425473e-11,-3.9209288593688996e-11,1.2508429757468811e-12
-16,14,0.39522413472191664,0.0003246042902612632,-0.00046646566277371975,1.7584942616638566e-11,-8.656227123982063e-11,4.157527784770607e-11
-16,15,0.38909370374024294,0.00016924089220994611,-0.00034818726271487944,2.1863722637904814e-11,-8.383758964836119e-11,1.5123089819281052e-12
-16,16,0.38328638982519847,7.204068054542868e-05,-0.00022008008791705796,2.2236925842356037e-11,6.883341119312547e-12,7.506396085222786e-12
-15,-6,-0.44978254293014497,-0.00025361501549868714,0.00010380336004904186,-3.774416304676287e-11,9.672276868322172e-12,4.0916139115612475e-11
-15,-5,-0.45608760193677006,-0.0003847510157200932,0.0002831392730386888,8.818607736410522e-12,6.988354339654279e-12,-8.953718889497539e-11
-15,-4,-0.46284771302872324,-0.0005802442802327667,0.00046600237887804675,4.9028865657056026e-11,-1.4809126147596885e-11,7.555405060540466e-11
-15,-3,-0.47000759999233377,-0.0006520002294683985,0.0006291668181090444,2.4551728055113853e-11,-2.8030577858828565e-11,-9.594760661706721e-11
-15,-2,-0.4775528618582555,-0.0006300709355435736,0.0007848242569872164,3.821078089355501e-11,5.3366519536801604e-11,-1.8027714791899602e-11
-15,-1,-0.48546823051992577,-0.0005335819408176327,0.0009196225120331504,5.816207609391118e-11,4.995187596890105e-11,-3.550885215204691e-11
-15,0,-0.49372580774882685,-0.0003529821054846371,0.0010131883953395132,7.200763237362375e-11,2.6915469852895058e-11,-2.1648674714859484e-11
-15,1,0.4977158707561807,-8.49711216854547e-05,0.001051000828367431,6.342162342173885e-11,2.121580688907443e-12,2.3086854327694813e-11
-15,2,0.48891073041955824,0.0002515702772175873,0.0010211393691404505,4.192614831699526e-11,1.7177051447880842e-11,-6.566176241780668e-11
-15,3,0.479922740374913,0.0006285104350916902,0.0009174671348774708,4.524946709645247e-11,-8.964495812335826e-12,2.5227052326444455e-11
-15,4,0.47082481759489075,0.0010042896771476778,0.0007430056023250511,4.408170464938188e-11,-1.528564774755381e-11,1.2645212296973768e-12
-15,5,0.46169583400699865,0.0013335883076241884,0.0005100474076442217,4.0920854595463685e-11,4.7911327683003435e-11,1.9806243450881666e-11
-15,6,0.452616256790814,0.0015785936157857994,0.00023964740363627586,3.9932308111209625e-11,2.8396771045713365e-11,8.00778563603147e-11
-15,7,0.44366362611513077,0.0017150534483948618,-4.109868269589502e-05,4.4222217901457306e-11,-2.594570391867279e-11,-8.012396668588767e-11
-15,8,0.4349086251196822,0.0017340948547300606,-0.0003038428362899229,5.757778401196262e-11,-8.304759657740135e-12,5.485665139368448e-11
-15,9,0.4264124340395996,0.0016413006294693933,-0.0005247620741297716,4.493240350102179e-11,3.773012458019309e-11,-4.2187488399870413e-11
-15,10,0.4182256398547811,0.0014548460708914102,-0.0006881709867949787,6.354605925663892e-11,2.406280730227195e-11,7.141816706166676e-13
