model,polarization,alpha,amplitude_over_L0,analytic_H,central,fourth_order,sixth_order,central_error,fourth_error,sixth_error,harmonic_tail_bound
tied_control,0,458.710781847525,0.0004,12.960313412230152,12.960400797012994,,,8.738478284264772e-05,,,0.0002489687414559314
tied_control,0,458.710781847525,0.0002,12.960313412230152,12.9603352050367,12.960313341044602,,2.1792806547793475e-05,-7.118554989915538e-08,,0.0002489687414559314
tied_control,0,458.710781847525,0.0001,12.960313412230152,12.960318684918093,12.96031317821189,12.960313167356377,5.272687941371146e-06,-2.3401826076963061e-07,-2.448737745908147e-07,0.0002489687414559314
tied_control,0,458.710781847525,5e-05,12.960313412230152,12.960313711118943,12.960312053185893,12.96031197818416,2.988887910504445e-07,-1.359044258464337e-06,-1.4340459912887127e-06,0.0002489687414559314
tied_control,0,458.710781847525,2.5e-05,12.960313412230152,12.960308026777057,12.960306131996427,12.960305737250462,-5.385453095030357e-06,-7.280233724316076e-06,-7.674979690008854e-06,0.0002489687414559314
tied_control,0,458.710781847525,1.25e-05,12.960313412230152,12.960299500264227,12.960296658093284,12.960296026499742,-1.391196592415156e-05,-1.675413686719196e-05,-1.7385730409102962e-05,0.0002489687414559314
tied_control,1,458.710781847525,0.0004,12.960313412230102,12.960400797012994,,,8.738478289238572e-05,,,0.0002489687414559314
tied_control,1,458.710781847525,0.0002,12.960313412230102,12.96033524944562,12.960313400256496,,2.1837215518516473e-05,-1.1973606106607804e-08,,0.0002489687414559314
tied_control,1,458.710781847525,0.0001,12.960313412230102,12.960318684918093,12.960313163408918,12.960313147619079,5.272687991109137e-06,-2.488211841011889e-07,-2.6461102287100857e-07,0.0002489687414559314
tied_control,1,458.710781847525,5e-05,12.960313412230102,12.960314421661678,12.960313000576207,12.960312989720693,1.0094315765485362e-06,-4.1165389497166416e-07,-4.2250940879284826e-07,0.0002489687414559314
tied_control,1,458.710781847525,2.5e-05,12.960313412230102,12.960310868948,12.960309684710106,12.960309463652367,-2.5432821022519647e-06,-3.727519995777584e-06,-3.9485777350023454e-06,0.0002489687414559314
tied_control,1,458.710781847525,1.25e-05,12.960313412230102,12.960299500264227,12.96029571070297,12.960294779102496,-1.3911965874413568e-05,-1.770152713120865e-05,-1.863312760619351e-05,0.0002489687414559314
tied_control,2,458.710781847525,0.0004,93.37490179271357,93.37138574538884,,,-0.0035160473247373147,,,0.0002489687414559314
tied_control,2,458.710781847525,0.0002,93.37490179271357,93.37402264719685,93.3749016144662,,-0.0008791455167198592,-1.782473759703862e-07,,0.0002489687414559314
tied_control,2,458.710781847525,0.0001,93.37490179271357,93.37468185321995,93.37490158856099,93.37490158683399,-0.00021993949361842624,-2.041525846152581e-07,-2.0587958715623245e-07,0.0002489687414559314
tied_control,2,458.710781847525,5e-05,93.37490179271357,93.37484598859191,93.37490070038257,93.37490064117067,-5.58041216578431e-05,-1.0923310043153833e-06,-1.15154290369901e-06,0.0002489687414559314
tied_control,2,458.710781847525,2.5e-05,93.37490179271357,93.37488506844238,93.37489809505921,93.37489792137099,-1.6724271191037587e-05,-3.6976543640321324e-06,-3.871342585171078e-06,0.0002489687414559314
tied_control,2,458.710781847525,1.25e-05,93.37490179271357,93.37488791061332,93.37488885800364,93.37488824219993,-1.3882100247997187e-05,-1.2934709928913435e-05,-1.3550513642712758e-05,0.0002489687414559314
