set,a0_reduced_L0,Waa,Was,Wss,eig_min,normal_force_ev
linear_profile,0.8164965813111367,27.963238535814355,1.4024896880924443e-14,4.33423119161359,4.33423119161359,1.4210854715202004e-14
linear_historical_box,0.8158785892446856,6.334751581852487,8.88508949100722e-15,4.334309633929692,4.334309633929692,5.050555529351186e-10
legacy_unidentified,0.8164963717606804,16.395015020366685,-3.2197090090025006e-16,2.894681038430853,2.894681038430853,-1.0422218643668657e-13
