set,a_reduced_L0,opening_angstrom,energy_ev_cell,energy_J_m2,traction_GPa,work_separation_limit_J_m2
linear_profile,1.5105186754256028,1.9875283026185901,1.8421103681158435,4.15542413443556,32.907047226158014,12.75507354463629
linear_profile,1.5513435044911597,2.1044417321843896,2.0114358212230243,4.537387716311218,32.394486163707406,12.75507354463629
linear_profile,1.5921683335567165,2.221355161750189,2.1775284058695625,4.912058608314798,31.667378897496768,12.75507354463629
linear_profile,1.6329931626222733,2.338268591315989,2.339394993872297,5.277196516437685,30.77086977282821,12.75507354463629
linear_profile,1.6738179916878302,2.455182020881788,2.4962648035790167,5.631062714957785,29.745514700541253,12.75507354463629
linear_profile,1.714642820753387,2.5720954504475877,2.647564446992643,5.9723637578565025,28.626901515682814,12.75507354463629
linear_profile,1.7554676498189439,2.689008880013387,2.79289200660714,6.300193001463868,27.445631163975442,12.75507354463629
linear_profile,1.7962924788845007,2.8059223095791865,2.931991671006344,6.613973387558513,26.227534156997795,12.75507354463629
linear_profile,1.8371173079500573,2.9228357391449853,3.0647298955352795,6.9134036667191685,24.994029541167606,12.75507354463629
linear_profile,1.8779421370156142,3.0397491687107845,3.1910736440267584,7.198409316111145,23.762559730203442,12.75507354463629
linear_profile,1.918766966081171,3.156662598276584,3.311070976780215,7.469098749937865,22.547054732457294,12.75507354463629
linear_profile,1.9595917951467279,3.2735760278423838,3.4248340505530592,7.725724970899193,21.358394538267202,12.75507354463629
linear_profile,2.000416624212285,3.390489457408184,3.532524465120474,7.968652515028115,20.204849684443424,12.75507354463629
linear_profile,2.0412414532778413,3.507402886973982,3.6343408096507304,8.19832935886119,19.092488146833066,12.75507354463629
linear_profile,2.0820662823433986,3.6243163165397827,3.730508216509179,8.415263354957428,18.025542456141004,12.75507354463629
linear_profile,2.122891111408955,3.741229746105581,3.821269709358255,8.620002714981883,17.00673487877098,12.75507354463629
linear_profile,2.1637159404745123,3.858143175671382,3.9068791285061835,8.813120050739661,16.037561121700115,12.75507354463629
linear_profile,2.2045407695400687,3.97505660523718,3.987595423464228,8.99519949935269,15.118534671364086,12.75507354463629
linear_profile,2.245365598605626,4.091970034802981,4.063678116349145,9.16682648962375,14.249394837938508,12.75507354463629
linear_profile,2.2861904276711824,4.208883464368778,4.135383757099525,9.328579745729714,13.429282056133141,12.75507354463629
linear_profile,2.3270152567367397,4.325796893934579,4.202963210386514,9.481025167047191,12.656884145655116,12.75507354463629
linear_profile,2.367840085802296,4.4427103235003775,4.26665963320432,9.624711266010442,11.930557171354705,12.75507354463629
linear_profile,2.4086649148678534,4.5596237530661785,4.326707020521958,9.760165887399241,11.248424345713396,12.75507354463629
linear_profile,2.44948974393341,4.676537182631977,4.383329213533365,9.887893971154032,10.608456142084455,12.75507354463629
linear_profile,8.164965813111367,21.0444173218439,5.583947231044938,12.5962425981197,0.15003325064200995,12.75507354463629
linear_profile,24.4948974393341,67.80978914816367,5.64753836842069,12.739691194664807,0.004534218776749788,12.75507354463629
linear_profile,81.64965813111367,231.48859054028287,5.653771961616236,12.753752905655295,0.00011409388389818775,12.75507354463629
linear_historical_box,0.8158785892446856,0.0,0.0,0.0,3.984341038920436e-09,-12.289392833780205
linear_historical_box,0.8566725187069198,0.1168249398236657,0.001345015078750622,0.0030386769593448177,-0.11963195210000206,-12.289392833780205
linear_historical_box,0.8974664481691541,0.2336498796473314,-0.005848934150932017,-0.013213994193783636,-2.95296161675324,-12.289392833780205
linear_historical_box,0.9382603776313885,0.3504748194709974,-0.031050818620876663,-0.07015044559923994,-6.886327192306131,-12.289392833780205
linear_historical_box,0.9790543070936227,0.4672997592946631,-0.07739480961624068,-0.17485144105016637,-11.023200085094762,-12.289392833780205
linear_historical_box,1.019848236555857,0.5841246991183288,-0.1445842290303878,-0.32664672120061194,-14.895784316500707,-12.289392833780205
linear_historical_box,1.0606421660180914,0.7009496389419948,-0.23061041359854495,-0.5209982857871014,-18.28683220691246,-12.289392833780205
linear_historical_box,1.1014360954803255,0.8177745787656602,-0.33274442077001587,-0.7517408694656366,-21.12118562032582,-12.289392833780205
linear_historical_box,1.1422300249425599,0.9345995185893262,-0.4480891707197521,-1.0123293488001777,-23.40076238870632,-12.289392833780205
linear_historical_box,1.183023954404794,1.0514244584129915,-0.5738701499901211,-1.2964955040136414,-25.16627074005241,-12.289392833780205
linear_historical_box,1.2238178838670284,1.1682493982366575,-0.7075736705620654,-1.5985603758235891,-26.47517552945438,-12.289392833780205
linear_historical_box,1.2646118133292625,1.2850743380603231,-0.8469985969972509,-1.9135511281283786,-27.389427489170142,-12.289392833780205
linear_historical_box,1.305405742791497,1.401899277883989,-0.9902608940224478,-2.2372113219736796,-27.968975893249333,-12.289392833780205
linear_historical_box,1.3461996722537313,1.518724217707655,-1.1357741260306153,-2.5659568597513998,-28.268646206156216,-12.289392833780205
linear_historical_box,1.3869936017159654,1.6355491575313204,-1.2822192247662234,-2.8968076839296883,-28.336927005315076,-12.289392833780205
linear_historical_box,1.4277875311781998,1.7523740973549862,-1.4285109624070746,-3.227312032568438,-28.215799663358112,-12.289392833780205
linear_historical_box,1.4685814606404342,1.8691990371786524,-1.5737650892850805,-3.555472196396446,-27.941102306054294,-12.289392833780205
linear_historical_box,1.5093753901026683,1.9860239770023178,-1.7172680716200124,-3.8796761498744083,-27.543135484314497,-12.289392833780205
linear_historical_box,1.5501693195649024,2.102848916825983,-1.8584502142803112,-4.1986368297585965,-27.047346061856203,-12.289392833780205
linear_historical_box,1.590963249027137,2.2196738566496497,-1.9968623227586977,-4.511339409508328,-26.475002084810935,-12.289392833780205
linear_historical_box,1.6317571784893712,2.336498796473315,-2.1321557326609955,-4.816996181626592,-25.843815760611854,-12.289392833780205
linear_historical_box,1.6725511079516053,2.453323736296981,-2.2640653847905985,-5.115008320653125,-25.168496894144685,-12.289392833780205
linear_historical_box,1.7133450374138397,2.5701486761206467,-2.392395572129127,-5.404933682542909,-24.46123297290726,-12.289392833780205
linear_historical_box,1.754138966876074,2.6869736159443125,-2.51700798544191,-5.686459797130143,-23.732099257756857,-12.289392833780205
linear_historical_box,1.7949328963383082,2.803798555767978,-2.6378117153558307,-5.959381280682081,-22.989405572695716,-12.289392833780205
linear_historical_box,1.8357268258005426,2.9206234955916437,-2.7547548951908056,-6.223580955266504,-22.239987600003026,-12.289392833780205
linear_historical_box,1.8765207552627767,3.037448435415309,-2.8678177293232023,-6.479014098332433,-21.48945057822922,-12.289392833780205
linear_historical_box,1.917314684725011,3.1542733752389753,-2.977006671621272,-6.725695290549678,-20.74237264600946,-12.289392833780205
linear_historical_box,1.9581086141872455,3.271098315062641,-3.0823495657636464,-6.963687436748124,-20.002474314184575,-12.289392833780205
linear_historical_box,1.9989025436494796,3.3879232548863065,-3.183891586563253,-7.193092596499708,-19.27275965839276,-12.289392833780205
linear_historical_box,2.039696473111714,3.5047481947099723,-3.281691848705447,-7.414044322531971,-18.555633988397897,-12.289392833780205
linear_historical_box,2.080490402573948,3.6215731345336377,-3.3758205719021364,-7.626701256204428,-17.85300199112759,-12.289392833780205
linear_historical_box,2.1212843320361827,3.738398074357305,-3.4663567103733186,-7.83124177199997,-17.166349680391367,-12.289392833780205
linear_historical_box,2.162078261498417,3.8552230141809702,-3.5533859702932764,-8.02785949851145,-16.496812918417078,-12.289392833780205
linear_historical_box,2.202872190960651,3.9720479540046356,-3.636999151864757,-8.216759572832386,-15.845234795911582,-12.289392833780205
linear_historical_box,2.243666120422885,4.0888728938283005,-3.7172907634446593,-8.398155509570245,-15.212213758276304,-12.289392833780205
linear_historical_box,2.2844600498851193,4.205697833651966,-3.7943578640238536,-8.572266585760586,-14.598144034983964,-12.289392833780205
linear_historical_box,2.325253979347354,4.322522773475632,-3.8682990976882947,-8.739315659508053,-14.003249656440081,-12.289392833780205
linear_historical_box,2.3660479088095885,4.439347713299299,-3.939213889729087,-8.899527353826937,-13.427613118397597,-12.289392833780205
linear_historical_box,2.4068418382718226,4.556172653122965,-4.007201779061122,-9.053126548431983,-12.871199569860373,-12.289392833780205
linear_historical_box,2.4476357677340568,4.67299759294663,-4.072361865734667,-9.200337131548817,-12.33387724932193,-12.289392833780205
linear_historical_box,8.158785892446856,21.028489168259835,-5.446065829116977,-12.303828422046406,0.002268809537282871,-12.289392833780205
linear_historical_box,24.476357677340566,67.75846509772613,-5.44043548220116,-12.29110826320469,0.0005060360603937936,-12.289392833780205
linear_historical_box,81.58785892446856,231.31338085085818,-5.439741367959631,-12.289540110560003,1.2733311583835512e-05,-12.289392833780205
legacy_unidentified,0.8164963717606804,0.0,0.0,0.0,-8.209563912028601e-13,1.1455454049109668
legacy_unidentified,0.8573211903487143,0.11691339956045327,0.011356410099510586,0.025617751057405866,3.9865299025244902,1.1455454049109668
legacy_unidentified,0.8981460089367483,0.23382679912090654,0.03807422175506273,0.08588769920062135,6.078992792566128,1.1455454049109668
legacy_unidentified,0.9389708275247823,0.3507401986813598,0.07237444564391952,0.16326202692377104,7.008308952447957,1.1455454049109668
legacy_unidentified,0.9797956461128164,0.4676535982418134,0.10951874087176944,0.24705200104515784,7.2370027801144525,1.1455454049109668
legacy_unidentified,1.0206204647008503,0.5845669978022663,0.1466899225023653,0.33090262542189286,7.056755608340058,1.1455454049109668
legacy_unidentified,1.0614452832888843,0.7014803973627196,0.18227989753520085,0.4111863693639828,6.650637407668716,1.1455454049109668
legacy_unidentified,1.1022701018769185,0.8183937969231735,0.21543696173100324,0.48598196136176525,6.1326509931669415,1.1455454049109668
legacy_unidentified,1.1430949204649525,0.9353071964836268,0.24577781131375323,0.5544247460684026,5.572841961613341,1.1455454049109668
legacy_unidentified,1.1839197390529865,1.05222059604408,0.2732042089732859,0.6162931200956497,5.0132695357277495,1.1455454049109668
legacy_unidentified,1.2247445576410205,1.1691339956045332,0.2977863067406278,0.6717453321551381,4.478197428297634,1.1455454049109668
legacy_unidentified,1.2655693762290545,1.2860473951649865,0.31968857932098904,0.7211524037242885,3.980622501775662,1.1455454049109668
legacy_unidentified,1.3063941948170885,1.4029607947254397,0.3391231057762475,0.7649927420254594,3.5264735940326566,1.1455454049109668
legacy_unidentified,1.3472190134051225,1.519874194285893,0.35632046580521637,0.8037864879545268,3.117319812552896,1.1455454049109668
legacy_unidentified,1.3880438319931567,1.636787593846347,0.3715120050801639,0.8380555102876653,2.7521191160743688,1.1455454049109668
legacy_unidentified,1.4288686505811907,1.7537009934068002,0.38491943613415347,0.868299947398583,2.4283449591257344,1.1455454049109668
legacy_unidentified,1.4696934691692247,1.8706143929672536,0.3967491536848374,0.894985383785378,2.14270756936187,1.1455454049109668
legacy_unidentified,1.5105182877572587,1.9875277925277066,0.4071895523309728,0.9185367993395152,1.8916098773394727,1.1455454049109668
legacy_unidentified,1.5513431063452927,2.10444119208816,0.41641022459652716,0.9393367602964621,1.6714293888233265,1.1455454049109668
legacy_unidentified,1.5921679249333267,2.221354591648613,0.42456230341125384,0.9577261918022,1.4786859822859404,1.1455454049109668
legacy_unidentified,1.6329927435213607,2.3382679912090665,0.43177946761391783,0.9740066461239609,1.3101353000013702,1.1455454049109668
legacy_unidentified,1.6738175621093947,2.45518139076952,0.438179297767221,0.9884433610928987,1.16281408917336,1.1455454049109668
legacy_unidentified,1.7146423806974287,2.572094790329973,0.44386478180743916,1.0012686565433897,1.0340550455719382,1.1455454049109668
legacy_unidentified,1.7554671992854627,2.6890081898904263,0.44892584479758857,1.0126853851249935,0.9214828429886166,1.1455454049109668
legacy_unidentified,1.7962920178734967,2.8059215894508793,0.45344082672941477,1.0228702659231248,0.8229990944421994,1.1455454049109668
legacy_unidentified,1.8371168364615307,2.9228349890113328,0.45747786514084987,1.0319770033627833,0.7367613383525045,1.1455454049109668
legacy_unidentified,1.8779416550495647,3.039748388571786,0.46109616076959686,1.0401391422655812,0.6611593522080568,1.1455454049109668
legacy_unidentified,1.918766473637599,3.15666178813224,0.4643471182436966,1.047472641015621,0.5947908882528123,1.1455454049109668
legacy_unidentified,1.9595912922256329,3.2735751876926935,0.46727536242148143,1.0540781642156876,0.5364381137467016,1.1455454049109668
legacy_unidentified,2.000416110813667,3.3904885872531474,0.4699196361404987,1.0600431078261994,0.4850454964740524,1.1455454049109668
legacy_unidentified,2.0412409294017007,3.507401986813599,0.47231358798245476,1.0654433762026727,0.4396995187261086,1.1455454049109668
legacy_unidentified,2.082065747989735,3.624315386374054,0.47448646000252087,1.070344933473139,0.39961037134918176,1.1455454049109668
legacy_unidentified,2.1228905665777686,3.7412287859345055,0.4764636857483387,1.0748051525473727,0.36409563333877,1.1455454049109668
legacy_unidentified,2.163715385165803,3.8581421854949602,0.47826740867320344,1.0788739845515738,0.33256585411312206,1.1455454049109668
legacy_unidentified,2.2045402037538366,3.9750555850554123,0.4799169304762393,1.0825949701926045,0.3045119058825203,1.1455454049109668
legacy_unidentified,2.245365022341871,4.091968984615867,0.48142909814345725,1.0860061128438827,0.27949394927118437,1.1455454049109668
legacy_unidentified,2.2861898409299046,4.208882384176318,0.4828186376248947,1.089140631253132,0.2571318475124693,1.1455454049109668
legacy_unidentified,2.327014659517939,4.3257957837367735,0.4840984412324224,1.092027607853372,0.23709686696337778,1.1455454049109668
legacy_unidentified,2.367839478105973,4.442709183297226,0.4852798150220372,1.0946925468070472,0.2191045102059237,1.1455454049109668
legacy_unidentified,2.408664296694007,4.5596225828576795,0.48637269165720615,1.0971578541824316,0.20290833983854484,1.1455454049109668
legacy_unidentified,2.449489115282041,4.676535982418133,0.4873858135489365,1.0994432510803716,0.1882946643847538,1.1455454049109668
legacy_unidentified,8.164963717606803,21.044411920881597,0.5067269588009405,1.1430729403826554,0.0023355138305252657,1.1455454049109668
legacy_unidentified,24.49489115282041,67.80977174506293,0.5077168587699425,1.1453059533467367,7.058258712067204e-05,1.1455454049109668
legacy_unidentified,81.64963717606804,231.4885311296976,0.5078138948455773,1.1455248469942374,1.7760593169041984e-06,1.1455454049109668
