set,epsilon_lj_ev,sigma_lj_over_b,density_decay_b,embedding_sqrt_ev,embedding_linear_ev,a0_reduced_L0,equilibrium_lattice_angstrom,isotropic_lattice_scale,atomic_cell_area_angstrom2,a0_target,normal_force_eV,pair_energy_ev_atom,embedding_relative_atomized_ev,cancellation_ratio,zero_pressure_interpretation,target_geometry_C11_GPa,target_geometry_C12_GPa,target_geometry_C44_GPa,target_geometry_bulk_modulus_GPa,target_geometry_normal_stress_GPa,C11_GPa,C12_GPa,C44_GPa,bulk_modulus_GPa,normal_stress_GPa,relaxed_cohesion_ev_atom,squared_loss,production_valid
square_profile,2.846255696554552e-05,1.7378412519647621,1.5677111909924681,3.8627594599176187,0.0,0.8163219708481508,4.049133896162215,0.999786147200547,7.099453392505843,0.816496580927726,0.0046922712905202585,0.50136178400281,-3.8627594599176187,1.2983055456931993,False,91.63693769440977,59.83335216465681,49.32674963795433,70.43454734124113,0.04526769999039191,91.9542615446361,60.070844384063484,49.50927203438649,70.69865010425436,9.174493671846718e-11,3.3613991819830726,10.923955631421244,False
linear_profile,18.057395466831803,0.6991551407661656,5.1764034360289966,3.702509755820196,55.3347631788798,0.8164965813111367,4.050000001901799,1.0000000004695802,7.102490849457504,0.816496580927726,-1.1584596393277025e-08,-54.992253428737996,51.6322534230596,31.733484128453107,True,113.99999450297621,61.99999898905037,32.00000415958237,79.33333082702565,-1.1175995622846786e-07,113.999991983264,61.999997594454044,32.0000033728385,79.33332905739069,-2.2387720721393492e-13,3.360000005678401,6.741591024257173e-13,False
linear_historical_box,0.8466140971879937,0.8069656953781446,1.3676496420900497,10.166476396143215,11.999999999999995,0.8158785892446856,4.0469346273153155,0.9992431178556336,7.091743414596315,0.816496580927726,0.018556002252802628,-5.191802315267504,1.8335236038567793,2.0919424868620053,False,108.50920605301849,62.92029984074107,36.29187926998184,78.11660191150021,0.17901512742835712,110.45728695265814,64.20875088721034,37.31293627231109,79.62492957569295,8.408118370968941e-14,3.358299842961612,0.9293793254162334,False
legacy_unidentified,0.051463163185591194,0.9278241602685452,4.6853176139362835,5.679412614403284,2.760290609784449,0.8164963717606804,4.049998962486121,0.9999997438237336,7.10248720380842,0.816496580927726,6.319902978280112e-06,-0.44087799137286077,-2.919122004618835,0.9999999999999999,True,95.22213052634832,71.38867916351198,31.99996552463729,79.3331629511241,6.096993423358697e-05,95.22249948997846,71.38897255353407,32.00015726225524,79.33348153234887,-8.163651570576507e-13,3.359999995994124,44.97485285487798,False
