family,stage,decay,squared_loss,admissible,reason,u,v,A,B,independent_observation_count,parameter_count
square,complete_elastic,2.4743250873729026,12.394799750737546,False,NNLS boundary: missing positive LJ/square-root coefficient,0.0889183819420016,0.0,3.8689464847182347,0.0,5,4
square,complete_elastic,2.641007993244958,13.49818221739817,False,NNLS boundary: missing positive LJ/square-root coefficient,0.08981132957189038,0.0,3.8657488509021936,0.0,5,4
square,complete_elastic,2.818919492825956,15.0594377858801,False,NNLS boundary: missing positive LJ/square-root coefficient,0.09085651300968418,0.0,3.86214746305284,0.0,5,4
square,complete_elastic,3.008816000314586,17.19550814313204,False,NNLS boundary: missing positive LJ/square-root coefficient,0.09207865957137225,0.0,3.8581259131125987,0.0,5,4
square,complete_elastic,3.211504885750919,20.040095257863214,False,NNLS boundary: missing positive LJ/square-root coefficient,0.09350638898860976,0.0,3.8536839539825185,0.0,5,4
square,complete_elastic,3.4278479076565915,23.742532351162605,False,NNLS boundary: missing positive LJ/square-root coefficient,0.09517283163475589,0.0,3.848845772559296,0.0,5,4
square,complete_elastic,3.658764876914777,28.465500571409592,False,NNLS boundary: missing positive LJ/square-root coefficient,0.09711635651981096,0.0,3.843670409917113,0.0,5,4
square,complete_elastic,3.9052375674674487,34.38160745610479,False,NNLS boundary: missing positive LJ/square-root coefficient,0.09938143710949086,0.0,3.8382643585488787,0.0,5,4
square,complete_elastic,4.168313890456728,41.669107986556384,False,NNLS boundary: missing positive LJ/square-root coefficient,0.10201969319835157,0.0,3.8327961175014886,0.0,5,4
square,complete_elastic,4.449112349557293,50.50745138272671,False,NNLS boundary: missing positive LJ/square-root coefficient,0.10509116043832174,0.0,3.827512134938537,0.0,5,4
square,complete_elastic,4.7488267964422155,61.073906325611205,False,NNLS boundary: missing positive LJ/square-root coefficient,0.10866585390816588,0.0,3.822753085443391,0.0,5,4
square,complete_elastic,5.068731506600775,73.54329671401995,False,NNLS boundary: missing positive LJ/square-root coefficient,0.11282570564471876,0.0,3.8189687773303893,0.0,5,4
square,complete_elastic,5.410186597088701,88.0939391454212,False,NNLS boundary: missing positive LJ/square-root coefficient,0.11766696029861197,0.0,3.8167290583629327,0.0,5,4
square,complete_elastic,5.774643809245191,104.92434806511532,False,NNLS boundary: missing positive LJ/square-root coefficient,0.12330309194917963,0.0,3.8167266635723998,0.0,5,4
square,complete_elastic,6.163652680962624,124.2874254405976,False,NNLS boundary: missing positive LJ/square-root coefficient,0.129868225418172,0.0,3.8197655641643418,0.0,5,4
square,complete_elastic,6.57886713475121,146.55215376169548,False,NNLS boundary: missing positive LJ/square-root coefficient,0.13752083948729724,0.0,3.826724129931305,0.0,5,4
square,complete_elastic,7.0220525096086375,172.30806757835,False,NNLS boundary: missing positive LJ/square-root coefficient,0.14644705970502817,0.0,3.838474630057507,0.0,5,4
square,complete_elastic,7.4950930665915765,202.53622450915822,False,NNLS boundary: missing positive LJ/square-root coefficient,0.15686183390339842,0.0,3.8557262317417513,0.0,5,4
square,complete_elastic,8.0,238.88360968836707,False,NNLS boundary: missing positive LJ/square-root coefficient,0.16900415671504385,0.0,3.8787324643301777,0.0,5,4
square,complete_elastic,1.8307758814631359,10.77654037484693,False,NNLS boundary: missing positive LJ/square-root coefficient,0.08622738199434846,0.0,3.879326142552098,0.0,5,4
linear,equilibrium_cohesion,0.35,4.367188082510739e-29,False,NNLS boundary: missing positive LJ/square-root coefficient,0.5539124926335808,0.9298514886945987,0.0,0.0,2,5
