index,eigenvalue
0,-0.11179016870284085
1,0.06518989364277723
2,0.1563419470542936
3,0.16094513181408504
4,0.1659702009223598
5,0.17089600548365796
6,0.20501455403766572
7,0.28785209464813266
8,0.2960702883260018
9,0.3336810927440947
10,0.34137967840826394
11,0.34403672205323277
12,0.3546261151052608
13,0.37091079982507513
14,0.451217283302284
15,0.45463526356262357
16,0.5560297449750604
17,0.5635778105848026
18,0.5699623188276606
19,0.5764600536224239
20,0.5779107519651627
21,0.6061834643103843
22,0.6345882388254674
23,0.6353054257694469
24,0.660384701796578
25,0.6723207113887267
26,0.7451074684886173
27,0.7951835995019474
28,0.8049569697689414
29,0.8068133260855198
30,0.8280763246993984
31,0.8333939285532702
32,0.8470002492795093
33,0.8495389734538762
34,0.8623545267967686
35,0.9399922621255133
36,0.946576759516678
37,0.9855999769199933
38,1.039010731538981
39,1.0564093671209136
40,1.059151571318653
41,1.0657258440446473
42,1.0779299346999232
43,1.0883353130028879
44,1.1233594931292619
45,1.175516912047672
46,1.189137046729324
47,1.2566619229037628
48,1.2819609049211556
49,1.3066480334272232
50,1.3258453314562568
51,1.3279387629011303
52,1.3358947847435843
53,1.3373354353420492
54,1.3401432821600903
55,1.3459997635231342
56,1.3516989258008003
57,1.3636056850645188
58,1.4058689132113835
59,1.451123296485679
60,1.4586212910995326
61,1.4732672954295254
62,1.537008973101926
63,1.5917329742105615
64,1.598621350982747
65,1.621721268622187
66,1.62765706093148
67,1.643140997755151
68,1.6478499267659832
69,1.6509540170908994
70,1.6621592298865886
71,1.7472757391872793
72,1.7816477721766553
73,1.7905577104373551
74,1.806789473207499
75,1.8224586960961242
76,1.855159571141929
77,1.8752442324612213
78,1.8905669807997085
79,1.9252234196690952
80,1.9350370871486404
81,1.9617440248889728
82,1.9721916342512815
83,1.9863069049241748
84,1.9943240554383028
85,2.0011795342693697
86,2.0367493264596757
87,2.052039091248493
88,2.1165841754030548
89,2.1443211571497347
90,2.1968661434187227
91,2.201474686699632
92,2.214196578179247
93,2.220540210695161
94,2.2370256808556412
95,2.237117673260729
96,2.2521029589248283
97,2.2577348766361176
98,2.268404194940459
99,2.2942663580881986
100,2.3064446256941062
101,2.334071655615912
102,2.3431452042908965
103,2.346947273119251
104,2.3573112874135815
105,2.4089501942155613
106,2.4267840136423926
107,2.4980159603523266
108,2.560407415562011
109,2.592387444533942
110,2.5953820604403646
111,2.6008277622998355
112,2.61226446049374
113,2.6275114666099117
114,2.6324546923705814
115,2.6422919638900324
116,2.6570646713336283
117,2.6718912348606842
118,2.717161869980621
119,2.7268419975581297
120,2.740233563688576
121,2.7491353703300465
122,2.782442509999095
123,2.8250876212906064
124,2.8394440805261665
125,2.8882338182923126
126,2.9212089559304197
127,2.928301853502345
128,2.931633683686099
129,2.9450862327398517
130,2.9694454335547356
131,3.0173359302771803
132,3.037512844873735
133,3.0412850749907925
134,3.0499898136607086
135,3.0561582764520527
136,3.081000348266892
137,3.0970738316985393
138,3.108796723788926
139,3.12487054613604
140,3.1429487640095455
141,3.1662249750596296
142,3.1993412255431766
143,3.2336865959611023
