case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
B_02_interface_spread,0.0,-1164.2094064716257,0.6019107709514202,-1164.2094064716257,0.5048365983395096,False
B_02_interface_spread,0.03,-1164.1569661103335,2.8474924239033257,-1164.1598783355118,2.750418251291415,False
B_02_interface_spread,0.1,-1163.8003424579902,7.1477059998779655,-1163.8100498752513,7.050631827266055,False
B_02_interface_spread,0.2,-1162.845297890962,11.70958746794997,-1162.8647127254844,11.612513295338058,False
B_02_interface_spread,0.35,-1160.7090563146405,16.4024448164613,-1160.7430322750547,16.30537064384939,False
B_02_interface_spread,0.5,-1158.0454291700316,18.650516044916415,-1158.0939662563376,18.553441872304504,False
B_02_interface_spread,0.7,-1154.3772872774407,17.26691687365226,-1154.445239198269,17.16984270104035,False
B_02_interface_spread,0.9,-1151.3255751719432,13.126090041545142,-1151.412941927294,13.029015868933232,False
B_02_interface_spread,1.1,-1149.0747401979322,9.650511281024848,-1149.1815217878054,9.553437108412936,False
B_02_interface_spread,1.4,-1146.6441667615634,6.8343556228645435,-1146.78007060322,6.737281450252633,False
B_02_interface_spread,1.8,-1144.4999995689473,3.950655169044569,-1144.6747330796486,3.853580996432658,False
B_02_interface_spread,10.0,-1142.1919466143831,4.163336342344337e-16,-1143.1626883405022,-0.09707417261191023,False
B_02_interface_spread,2.3,-1143.210857922176,1.5415469067009129,-1143.4341285191833,1.4444727340890022,False
B_02_interface_spread,3.0,-1142.4147954229363,0.7853704540259282,-1142.706017940772,0.6882962814140176,False
B_02_interface_spread,4.0,-1142.1919466143831,3.3306690738754696e-16,-1142.5802433048307,-0.09707417261191031,False
B_02_interface_spread,6.0,-1142.1919466143831,1.1102230246251565e-16,-1142.7743916500547,-0.09707417261191054,False
B_02_interface_spread,8.0,-1142.1919466143831,7.216449660063518e-16,-1142.9685399952784,-0.09707417261190993,False
B_02_interface_spread,-0.25,-1160.6741742767151,-35.16608038578799,-1160.649905733562,-35.263154558399904,True
B_02_interface_spread,-0.1,-1163.807927905887,-9.346595771956846,-1163.798220488626,-9.443669944568757,True
B_02_interface_spread,-0.03,-1164.1900585733229,-1.946044170709125,-1164.1871463481446,-2.0431183433210354,True
B_02_interface_spread,-0.005944021105928573,-1164.2115655625128,0.12255828043928196,-1164.210988551582,0.025484107827371316,True
B_02_interface_spread,-0.0062561336880987365,-1164.211599835226,0.09705372904535065,-1164.2109925262246,-2.0443566560002235e-05,True
B_02_interface_spread,-0.006255883509444376,-1164.2115998109423,0.09707418611393343,-1164.2109925262266,1.35020227776117e-08,True
B_02_interface_spread,-0.006255983509447504,-1164.2115998206493,0.09706600913215174,-1164.2109925262262,-8.163479758904746e-06,True
B_02_interface_spread,-0.006355883509444376,-1164.211609109454,0.08889547469318482,-1164.2109921173212,-0.00817869791872583,True
B_02_interface_spread,-0.006155883509444376,-1164.2115896947323,0.10524943462586267,-1164.210992117434,0.008175262013952023,True
B_02_interface_spread,3.8763969638604387,-1142.1919466143831,5.551115123125783e-17,-1142.5682446423652,-0.09707417261191059,True
B_02_interface_spread,3.438198481930219,-1142.2104822149347,0.16752932278778176,-1142.5442424878436,0.07045515017587112,True
B_02_interface_spread,3.6224846674020084,-1142.194408591679,0.03025628297348415,-1142.5460582935664,-0.0668178896384265,True
B_02_interface_spread,3.5327830477729942,-1142.1990512033994,0.07954339506872016,-1142.5419931947795,-0.01753077754319049,True
B_02_interface_spread,3.5072344176609866,-1142.2013400218204,0.10006465637631556,-1142.5418019010708,0.0029904837644049165,True
B_02_interface_spread,3.510957520369321,-1142.200973353854,0.09691330844562984,-1142.5417966502193,-0.00016086416628080524,True
B_02_interface_spread,3.510767470325236,-1142.200991787393,0.09707287216980826,-1142.5417966348075,-1.3004421023921076e-06,True
B_02_interface_spread,3.5107659220933205,-1142.2009919376846,0.09707417262318874,-1142.541796634806,1.127808957335219e-11,True
B_02_interface_spread,3.510766022095076,-1142.2009919279778,0.0970740886254034,-1142.5417966348068,-8.398650724883439e-08,True
B_02_interface_spread,3.5106659220933203,-1142.2010016493027,0.09715818838696644,-1142.5417966390069,8.401577505579017e-05,True
B_02_interface_spread,3.5108659220933207,-1142.2009822344673,0.09699019572391537,-1142.541796639006,-8.397688799527403e-05,True
