run,completed,profiles,successful_starts,numerical_stops,exact_bulk,parameters,fit_loss,heldout_normalized_rms,C11_GPa,C12_GPa,C44_GPa,minimum_training_q_margin,full_material_accepted,interpretation
baseline,False,45,2,0,False,9,31.627434177473233,17.33764283004613,98.32049802526262,68.0350641887531,30.66161663280343,-2.2050070103141195e-14,False,incomplete numerical attempt; not a fitted result
baseline_verified,True,103,3,0,False,9,31.62743416926118,17.337642876212502,98.32049854589502,68.03506415110621,30.661616547369476,-2.786659791809143e-14,False,completed optimization
cubic_exact_bulk,True,90,2,1,True,11,52.31558110398397,17.10327230690245,113.99999999999993,62.00000000000038,32.0000000000002,0.006192117205263056,False,completed optimization
quartic_exact_bulk,True,140,3,0,True,11,14.231205249866086,18.39183367948901,113.99999999999987,61.99999999999988,31.999999999999858,0.006208150522935032,False,completed optimization
quartic_range_continuation,True,35,1,0,True,11,9.858203295649776,34.02280235772001,114.00000000000011,62.00000000000006,32.000000000000426,0.006254756589255074,False,completed optimization
rational_exact_bulk,True,145,3,0,True,12,13.447204058962889,18.387147504046666,114.00000000000014,62.00000000000014,31.999999999999915,0.006211429215873695,False,completed optimization
symmetry_channel,False,35,1,0,False,10,31.627438640974344,17.33753709272435,98.3210015959782,68.03645025484809,30.66145342523882,1.3189102587851664e-14,False,incomplete numerical attempt; not a fitted result
symmetry_exact_bulk,False,60,1,0,True,10,52.37919027770981,17.11891895441831,113.99999999999977,61.999999999999915,31.9999999999998,0.006192817459827343,False,incomplete numerical attempt; not a fitted result
