valid,model,state,a_L0,ux_L0,uy_L0,energy_eV_cell,energy_J_m2,gradient_norm_eV_L0,eigenvalue_min_eV_L0sq,eigenvalue_middle_eV_L0sq,eigenvalue_max_eV_L0sq,force_a_eV_L0,traction_a_MPa,H_aa_eV_L0sq,H_ax_eV_L0sq,H_ay_eV_L0sq,force_x_eV_L0,traction_x_MPa,H_xa_eV_L0sq,H_xx_eV_L0sq,H_xy_eV_L0sq,force_y_eV_L0,traction_y_MPa,H_ya_eV_L0sq,H_yx_eV_L0sq,H_yy_eV_L0sq
True,source_Al99,perfect,0.8164983416260692,-2.2615382587845332e-18,1.322951217031349e-16,-3.047592733729232e-11,-6.87474574203475e-11,4.0037402143572675e-15,4.39354662111037,4.393546621110373,19.66074471421831,-4.0024300145742074e-15,-3.1527057046579026e-11,19.66074471421831,-8.942631253948911e-17,2.6416550786868883e-15,-3.974326768612054e-17,-3.130568836919639e-13,-8.942631253948911e-17,4.393546621110372,-7.113218925270575e-18,-9.439361827326018e-17,-7.435365458727877e-13,2.6416550786868883e-15,-7.113218925270575e-18,4.393546621110373
True,scoped_static_candidate,perfect,0.8164965809277507,-9.242602340934653e-17,-9.154071533249135e-17,2.3948387810680604e-15,5.402266362822382e-15,9.461313219808422e-16,3.9944937179762157,3.994493717976227,24.091909480581023,-3.1197000724089057e-16,-2.4573811857523665e-12,24.091909480581023,2.5650471138385328e-14,1.0644144258691593e-14,-7.423117948832171e-16,-5.847174396157764e-12,2.5650471138385328e-14,3.9944937179762228,5.730925196063177e-15,-4.968021660506236e-16,-3.913300213347587e-12,1.0644144258691593e-14,5.730925196063177e-15,3.99449371797622
True,source_Al99,fault,0.8356612484876702,0.5,0.28867513459481275,0.06670794504308616,0.15047947715233978,5.290969936159204e-15,2.485892977485626,2.4858929774856353,14.140554350039636,5.29078226360765e-15,4.1675380615876156e-11,14.140554350039636,-4.874143492124191e-17,5.584142409599729e-15,-2.0195171317187133e-17,-1.590769397251107e-13,-4.874143492124191e-17,2.4858929774856264,-2.7362885180074796e-17,3.9724796924763084e-17,3.1291138989322417e-13,5.584142409599729e-15,-2.7362885180074796e-17,2.485892977485635
True,scoped_static_candidate,fault,0.836038093055409,0.49999999999999994,0.2886751345948132,0.06615371734318273,0.1492292528432122,1.8255802684189917e-15,3.3892881387993437,3.3892881387993845,30.174979566228508,1.609823385706477e-15,1.2680544951760852e-11,30.174979566228508,1.2331863158073272e-14,-4.301530683525089e-14,8.068841466338596e-16,6.3558094528261674e-12,1.2331863158073272e-14,3.389288138799385,-2.4348878510411856e-15,3.0024982461983544e-16,2.3650615537426014e-12,-4.301530683525089e-14,-2.4348878510411856e-15,3.389288138799345
True,source_Al99,saddle,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.07624909750742465,0.17200236521817774,1.5174254278945937e-15,-1.8621210587018355,4.5415907748164095,12.817029054677823,1.4903612010162394e-15,1.1739543835458074e-11,12.717337762538286,1.0440707909133644,0.6027945521868591,1.1426102541124502e-16,9.000316940517856e-13,1.0440707909133644,-0.18642463121762062,-2.7297209674064455,2.614341940115987e-16,2.0593116478032706e-12,0.6027945521868591,-2.7297209674064455,2.9655856394717324
True,scoped_static_candidate,saddle,0.8501639300443937,0.3548421447997651,0.2048682078199688,0.0794073133879033,0.17912665414840465,8.814580465424435e-16,-2.1524728401772992,8.463228819512672,29.42746300360934,-4.85722573273506e-16,-3.826026494065774e-12,29.293107700093085,1.780073141278112,1.0277257072940988,-7.355227538141662e-16,-5.793697262442458e-12,1.780073141278112,0.6022190523823908,-4.538556105154952,-6.938893903907228e-18,-5.4657521343796774e-14,1.0277257072940988,-4.538556105154952,5.842892230469236
