       Step     Time          Energy          fmax
LBFGS:    0 02:07:15    -1160.649709        2.329206
LBFGS:    1 02:07:18    -1161.235449        2.084436
LBFGS:    2 02:07:21    -1162.352057        1.467327
LBFGS:    3 02:07:24    -1163.089360        0.830112
LBFGS:    4 02:07:27    -1163.507302        0.693672
LBFGS:    5 02:07:30    -1163.689766        0.767382
LBFGS:    6 02:07:33    -1163.824524        0.738265
LBFGS:    7 02:07:36    -1164.061793        0.491700
LBFGS:    8 02:07:38    -1164.152789        0.285865
LBFGS:    9 02:22:20    -1164.196454        0.250802
LBFGS:   10 02:22:22    -1164.224182        0.203597
LBFGS:   11 02:22:25    -1164.250516        0.184262
LBFGS:   12 02:22:27    -1164.272381        0.139589
LBFGS:   13 02:22:29    -1164.285472        0.123890
LBFGS:   14 02:22:31    -1164.295520        0.114648
LBFGS:   15 02:22:33    -1164.307004        0.116343
LBFGS:   16 02:22:35    -1164.319232        0.109155
LBFGS:   17 02:22:37    -1164.328254        0.087673
LBFGS:   18 02:22:40    -1164.334385        0.091879
LBFGS:   19 02:22:45    -1164.340105        0.113988
LBFGS:   20 02:22:50    -1164.345862        0.101837
LBFGS:   21 02:22:55    -1164.350103        0.078410
LBFGS:   22 02:23:00    -1164.352670        0.063532
LBFGS:   23 02:23:05    -1164.354616        0.047509
LBFGS:   24 02:23:11    -1164.356401        0.037522
LBFGS:   25 02:23:16    -1164.357612        0.024722
LBFGS:   26 02:23:21    -1164.358254        0.026254
LBFGS:   27 02:23:25    -1164.358685        0.020607
LBFGS:   28 02:23:30    -1164.359077        0.019647
LBFGS:   29 02:23:35    -1164.359358        0.015369
LBFGS:   30 02:23:40    -1164.359508        0.012689
LBFGS:   31 02:23:45    -1164.359599        0.009950
LBFGS:   32 02:23:49    -1164.359679        0.008559
LBFGS:   33 02:23:54    -1164.359737        0.005539
LBFGS:   34 02:23:58    -1164.359771        0.006392
LBFGS:   35 02:24:03    -1164.359793        0.005405
LBFGS:   36 02:24:07    -1164.359813        0.004634
LBFGS:   37 02:24:12    -1164.359829        0.002950
LBFGS:   38 02:24:17    -1164.359838        0.002391
LBFGS:   39 02:24:21    -1164.359844        0.002071
LBFGS:   40 02:24:26    -1164.359849        0.001973
LBFGS:   41 02:24:30    -1164.359853        0.001561
LBFGS:   42 02:24:35    -1164.359856        0.001376
LBFGS:   43 02:24:39    -1164.359858        0.001328
LBFGS:   44 02:24:43    -1164.359860        0.001119
LBFGS:   45 02:24:48    -1164.359861        0.001006
LBFGS:   46 02:24:53    -1164.359863        0.000888
LBFGS:   47 02:24:57    -1164.359864        0.000904
LBFGS:   48 02:25:02    -1164.359865        0.001138
LBFGS:   49 02:25:06    -1164.359866        0.001032
LBFGS:   50 02:25:11    -1164.359867        0.000837
LBFGS:   51 02:25:15    -1164.359868        0.000832
LBFGS:   52 02:25:20    -1164.359869        0.000782
LBFGS:   53 02:25:24    -1164.359870        0.000974
LBFGS:   54 02:25:29    -1164.359871        0.000814
LBFGS:   55 02:25:33    -1164.359872        0.000885
LBFGS:   56 02:25:38    -1164.359872        0.000787
LBFGS:   57 02:25:42    -1164.359873        0.000895
LBFGS:   58 02:25:47    -1164.359874        0.000842
LBFGS:   59 02:25:51    -1164.359875        0.000660
LBFGS:   60 02:25:56    -1164.359876        0.000609
LBFGS:   61 02:26:01    -1164.359876        0.000792
LBFGS:   62 02:26:06    -1164.359877        0.000748
LBFGS:   63 02:26:11    -1164.359877        0.000547
LBFGS:   64 02:26:16    -1164.359878        0.000502
LBFGS:   65 02:26:21    -1164.359878        0.000577
LBFGS:   66 02:26:26    -1164.359878        0.000639
LBFGS:   67 02:26:30    -1164.359878        0.000445
LBFGS:   68 02:26:35    -1164.359879        0.000328
LBFGS:   69 02:26:40    -1164.359879        0.000269
LBFGS:   70 02:26:44    -1164.359879        0.000262
LBFGS:   71 02:26:49    -1164.359879        0.000242
LBFGS:   72 02:26:53    -1164.359879        0.000201
LBFGS:   73 02:26:58    -1164.359879        0.000164
