radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.08089130730423684,0.0007473002714992498,0.0801440070327376,2,True
1.0,0.12395186973176728,0.0012705631015524454,0.12268130663021481,4,True
1.5,0.2359966734152078,0.0013382155027595963,0.2346584579124482,10,True
2.0,0.30582665142531795,0.0008744431594155278,0.30495220826590236,18,True
2.5,0.3651625573834529,0.00042247171694699076,0.3647400856665059,30,True
3.0,0.4031135812204757,0.00013425669249671508,0.402979324527979,40,True
3.5,0.4512609087458073,-4.9189584899391066e-05,0.4513100983307067,56,True
4.0,0.48799921079926406,-9.21224793560834e-05,0.4880913332786202,72,True
4.5,0.5203159133422045,-3.633229548452035e-05,0.520352245637689,90,True
5.0,0.5547511722199557,-4.2696850214835275e-05,0.5547938690701706,112,True
5.5,0.5855084633660002,-2.8862591336558654e-05,0.5855373259573367,136,True
6.0,0.6086541485574388,2.461864523498297e-06,0.6086516866929153,158,True
6.5,0.6373931561044385,-4.709608194754418e-07,0.637393627065258,188,True
7.0,0.6631875973409529,7.25477172910645e-06,0.6631803425692238,220,True
7.5,0.6867575832999807,2.069975974342518e-05,0.6867368835402373,254,True
8.0,0.7064561002082208,1.9034457833766688e-05,0.706437065750387,286,True
8.5,0.7256578673352772,-2.3018410895304085e-05,0.7256808857461725,320,True
9.0,0.7453526094781078,-0.00012023860135122126,0.745472848079459,360,True
9.5,0.7627254665453991,-0.0002392833461196789,0.7629647498915189,400,True
10.0,0.7804357486804703,-0.0004366397277132664,0.7808723884081834,444,True
