case,represented_spacings,mean_stretch,variance,skewness,single_mode_amplitude_from_variance,single_mode_arcsine_KS,mean_energy_exponential_closure_KS,two_harmonic_max_abs_skewness,exceeds_two_harmonic_skewness_bound
slow_t10T,31,0.9848361735160458,3.3339418983172776e-05,1.0622121986597701,0.008165711112104417,0.259885197358645,0.15888125557861082,0.816496580927726,true
dynamic_t2T,31,0.9885611826976782,2.5764546092775844e-05,0.5559221914389422,0.007178376709643461,0.19720212200943987,0.1458358929129957,0.816496580927726,false
