strain,stress_normal_fit_GPa,stress_cohesive_fit_GPa,transverse_stretch
0.20999999999999996,8.869361501038039,31.18530514879989,0.9722491062239212
0.21500000000000008,8.911096677041654,31.332048992462752,0.9722457018446313
0.21999999999999997,8.946713262306435,31.457279436642064,0.9722560146514154
0.2250000000000001,8.976441405021282,31.56180569905747,0.9722793753530012
0.22999999999999998,9.000508757560127,31.646428219515,0.9723151310481419
0.2350000000000001,9.019139950665588,31.711936818534753,0.9723626633089371
0.24,9.032556173854504,31.759109214160183,0.9724213768899175
0.2450000000000001,9.04097479649952,31.788709687550515,0.9724907007181511
0.25,9.044608991303415,31.8014877746754,0.9725700950760523
0.2549999999999999,9.043667589793865,31.79817774107865,0.9726590294570263
0.26,9.038354702607469,31.779497251240965,0.9727570061505166
0.2650000000000001,9.028869558888106,31.746146800999895,0.9728635520408864
0.27,9.015406462130532,31.69880961517083,0.9729782049252272
0.2749999999999999,8.998154628926178,31.638150936404312,0.9731005204548873
0.28,8.977297997328753,31.564817537943103,0.9732300812514154
0.28500000000000014,8.953015228014351,31.479437595720906,0.973366488802822
0.29000000000000004,8.925479748437839,31.382621027982303,0.9735093555357168
0.29499999999999993,8.894859750005116,31.274958820393273,0.973658304486533
0.30000000000000004,8.861317995061084,31.157023611022733,0.9738129859168447
0.30499999999999994,8.825011973793499,31.029369060262034,0.9739730641029669
0.31000000000000005,8.786094030756603,30.892530648685266,0.9741382102970524
0.31499999999999995,8.74471119317601,30.74702581060601,0.9743081199275662
0.32000000000000006,8.70100561758805,30.593353901884548,0.9744824824038232
0.32499999999999996,8.655114090923316,30.431995994299687,0.9746610244578922
0.33000000000000007,8.607168673638334,30.263416540440524,0.9748434669701332
0.33499999999999996,8.557296433689618,30.088062201568146,0.9750295512771805
0.3400000000000001,8.50561973677676,29.906363264100438,0.9752190245080834
0.345,8.452256169340627,29.71873316977071,0.9754116517976006
0.3500000000000001,8.397318942133948,29.525569975906375,0.9756071950924243
0.355,8.340916625282947,29.32725539848962,0.975805438844358
0.3599999999999999,8.283153474058569,29.124156079569097,0.9760061745981847
0.365,8.22412950435562,28.91662360857682,0.9762092033509602
0.3700000000000001,8.16394071158957,28.704995537417613,0.9764143282596129
0.375,8.102679085705365,28.489595308542775,0.9766213612536916
0.3799999999999999,8.040432527867594,28.27073197812069,0.976830135813503
0.385,7.977285452263523,28.048702374262025,0.9770404744944081
0.3900000000000001,7.9133184182781795,27.823789748980932,0.9772522206711309
0.395,7.848608561399827,27.596265295028736,0.9774652173637461
0.3999999999999999,7.783229493886214,27.366387848907756,0.9776793210393437
0.405,7.7172515932675,27.134404863036977,0.9778943898089016
0.41000000000000014,7.650742109111913,26.900552791631075,0.9781102834310604
0.41500000000000004,7.583764999016297,26.66505651412959,0.9783268809815064
0.41999999999999993,7.5163813488168945,26.428130812877164,0.978544060121104
0.42500000000000004,7.448649512236657,26.189980863556766,0.9787616946354505
0.42999999999999994,7.380624858998045,25.950801350176693,0.9789796774338743
0.43500000000000005,7.3123601312281865,25.710777717545955,0.9791979036472007
0.43999999999999995,7.243905503131638,25.470086381977833,0.9794162729649493
0.44500000000000006,7.175308828962241,25.228895602236665,0.9796346792409206
0.44999999999999996,7.10661529176591,24.987364245189024,0.979853040009008
0.45500000000000007,7.037868055865644,24.745644079760936,0.9800712587784808
0.45999999999999996,6.9691078687289325,24.503878376839445,0.9802892574608268
0.4650000000000001,6.900373552633591,24.262203638114997,0.980506948911771
0.47,6.831701613822064,24.020748222665404,0.9807242689023151
0.4750000000000001,6.763126967674086,23.77963489512041,0.9809411321253856
0.48,6.694682370872886,23.53897882999582,0.9811574761153472
0.4849999999999999,6.626398892116677,23.298889267739433,0.9813732341286803
0.49,6.558305846790392,23.059469282710612,0.9815883445506188
0.4950000000000001,6.490430879840492,22.820816076831168,0.9818027499803232
0.5,6.422800137615113,22.583021582548472,0.9820163897992426
