strain,stress_normal_fit_GPa,stress_cohesive_fit_GPa,transverse_stretch
0.0,1.566138030125955e-07,5.507585405942941e-07,1.0000000014100219
0.004999999999999893,0.3162885177433127,1.112092898658474,0.9982252156612039
0.010000000000000009,0.6371802428860495,2.240371001484939,0.9965335292720056
0.014999999999999902,0.9612955517488545,3.3799834540538307,0.994922726961351
0.020000000000000018,1.2873103950603701,4.52627480434119,0.9933904988082936
0.02499999999999991,1.6139665239684984,5.674820960383769,0.9919344857180385
0.030000000000000027,1.94007537979072,6.821442865274255,0.9905522817629135
0.03499999999999992,2.2645227146288267,7.9622227443932045,0.9892414537087185
0.040000000000000036,2.586272643606064,9.093518352914739,0.9879995682055529
0.04499999999999993,2.9043679419258113,10.211964020478623,0.9868241906782347
0.050000000000000044,3.217931375508853,11.314475329882596,0.9857129044279331
0.05499999999999994,3.5261657180323867,12.398249175667551,0.9846633257070849
0.06000000000000005,3.8283515252013536,13.460755942418178,0.9836730993281408
0.06499999999999995,4.123846959790525,14.499738883238177,0.9827399282014742
0.07000000000000006,4.412082978597804,15.513197202849303,0.9818615470852501
0.07499999999999996,4.692562587513574,16.499383434020157,0.9810357567855115
0.08000000000000007,4.9648564664126065,17.456788056930595,0.9802604121597391
0.08499999999999996,5.228599961443968,18.38412892309966,0.9795334327229013
0.09000000000000008,5.483488843334695,19.28033633966095,0.9788527950916726
0.09499999999999997,5.729276099489561,20.144541793748896,0.9782165443797286
0.10000000000000009,5.965767737973765,20.976063196288205,0.9776227886085256
0.10499999999999998,6.192819001156729,21.774391567790442,0.9770696993093371
0.1100000000000001,6.410330836246026,22.53917863280067,0.9765555172174033
0.11499999999999999,6.618245598848721,23.270221709275695,0.9760785373606837
0.1200000000000001,6.8165445069819794,23.967454757815197,0.9756371348678442
0.125,7.005242708753368,24.63093104161348,0.9752297243562837
0.1299999999999999,7.1843873605064665,25.260816363933458,0.974854796407794
0.135,7.354053970903663,25.8573762199743,0.9745109045561411
0.14000000000000012,7.51434286921238,26.420963373916564,0.9741966427857273
0.14500000000000002,7.665377382494439,26.95201145254753,0.9739106797029244
0.1499999999999999,7.807300335577571,27.451022638606624,0.9736517240778242
0.15500000000000003,7.940272095340564,27.918560792249128,0.9734185429162378
0.15999999999999992,8.06446812086734,28.355242841637438,0.973209953854506
0.16500000000000004,8.180076904918037,28.761731539552652,0.9730248281260483
0.16999999999999993,8.28729771216466,29.13872742272594,0.9728620681103268
0.17500000000000004,8.386339279876575,29.48696454469242,0.9727206404059203
0.17999999999999994,8.47741766723596,29.807202784023293,0.9725995377923642
0.18500000000000005,8.560755187318671,30.100223425206337,0.9724978188839946
0.18999999999999995,8.636578534834234,30.36682373110758,0.9724145560709403
0.19500000000000006,8.705117931057993,30.607813088241553,0.9723488783572574
0.19999999999999996,8.76660575505546,30.824008645656935,0.9722999395131382
0.20500000000000007,8.821275643805512,31.016231858701932,0.9722669380137574
