mean_stretch,mean_energy,alpha,beta,variance_stretch,critical_tail_probability,d_energy_d_beta_at_fixed_mean
1.0,0.0002,10.540328516397054,2479.6940232290294,0.0004091668289941423,4.641127897197029e-05,-7.99771801441205e-08
1.0,0.0005,10.445457916072126,978.5170124045547,0.0010604348365016608,0.005194820569395798,-4.989267871738214e-07
1.0,0.001,10.23228905205145,476.2170236922989,0.0022480076768921224,0.027631437506189297,-1.9823544879302256e-06
1.0,0.002,9.638085974332824,223.56143697458967,0.0047676915336541375,0.06831359502865868,-7.944743377704025e-06
1.0,0.004,8.536184786312596,100.0573905539606,0.009383156440363031,0.11463863067312968,-3.360370088348014e-05
