radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
1.0,0.3402861015548811,0.1108414397556482,0.22944466179923295,4,True
1.5,0.5850568196536545,0.184461742239866,0.40059507741378847,10,True
2.0,0.7075886758512245,0.2026421265095414,0.504946549341683,18,True
2.5,0.7556946166704648,0.1683393731291813,0.5873552435412834,30,True
3.0,0.7639741233343847,0.1255969970010475,0.6383771263333373,40,True
3.5,0.7655635692442953,0.06412254824080015,0.7014410210034951,56,True
4.0,0.7729644140143428,0.028624275341222694,0.7443401386731201,72,True
4.5,0.7887177498610303,0.010340450000208645,0.7783772998608217,90,True
5.0,0.8164336215444141,0.0030477620467454503,0.8133858594976688,112,True
5.5,0.8463701014302317,0.002629987476671586,0.8437401139535601,136,True
6.0,0.8633977631498628,-0.0007672306353155305,0.8641649937851784,158,True
6.5,0.8844463990434962,-0.006551546477695322,0.8909979455211914,188,True
7.0,0.8984251997794594,-0.016210880380910037,0.9146360801603692,220,True
7.5,0.9040621009404293,-0.031111808458584855,0.9351739093990141,254,True
8.0,0.908435986365228,-0.04316840162247393,0.9516043879877019,286,True
