case,cells,cycles,dt,omega,normal_mean_force,normal_force_amplitude,registry_force_amplitude,equilibrium_a0,equilibrium_s0,kmax,pmax,peak_var_a,peak_var_a_cycle,peak_var_s,peak_var_s_cycle,peak_theta_aa_global,peak_theta_aa_cycle,peak_abs_theta_as_global,peak_abs_theta_as_cycle,peak_theta_ss_global,peak_theta_ss_cycle,peak_mean_delta_U,peak_mean_delta_U_cycle,a_min_over_run,a_max_over_run,s_min_over_run,s_max_over_run,final_mean_delta_U,work_energy_relative_residual
normal_only_5cycle,48,5,0.004,0.35,0.2,0.2,0.0,0.9919601753795769,0.5,12,30,9.456233655757735e-05,4.652417296462286,1.4093015570634469e-19,4.7627116720249685,1.1955041702088155e-05,4.883032809002442,4.288386406156145e-12,4.893059570417231,2.3522457151002336e-18,4.993327184565125,0.02113779664543075,4.632363773632706,0.9727603165357268,1.0233052727756373,0.4999999989716381,0.5000000000674206,0.004858740922877192,5.9026134380759076e-08
registry_driven_5cycle,48,5,0.004,0.35,0.2,0.2,0.8,0.9919601753795769,0.5,12,30,8.706114699842194e-05,4.672470819291864,3.8971522119942906e-05,4.7125778649510215,9.550979226131085e-06,4.8629792861728625,7.077829668182715e-06,4.832899001928494,6.126724606645192e-06,4.8128454790989155,0.03483242485975214,4.702551103536232,0.9735078476305058,1.0229130188684563,0.44887515976761944,0.5347385082269678,0.0010380625379498205,4.747976863632378e-08
registry_driven_10cycle,48,10,0.004,0.35,0.2,0.2,0.8,0.9919601753795769,0.5,12,30,0.00010088691861167383,5.735307529259541,5.3829809345726325e-05,5.74533429067433,1.7035956273200652e-05,8.10162322314984,7.846787686552984e-06,5.885708950481383,7.606893470670339e-06,5.855628666237013,0.045094462572384676,6.74801043215327,0.9693887644364318,1.0259210166484152,0.4447575913729848,0.5347385082269678,0.010492669757474565,4.0026304901590607e-07
