set,path,s_over_b,energy_eV_cell,energy_J_m2
linear_joint_start0,direct_110,0.5,0.19887750526148637,0.4486269662448836
linear_joint_start0,direct_110,0.5166666666666666,0.19817763171817585,0.4470481947087179
linear_joint_start0,direct_110,0.5333333333333333,0.19609119012413082,0.44234160930906274
linear_joint_start0,direct_110,0.55,0.19265729512665555,0.4345954446883064
linear_joint_start0,direct_110,0.5666666666666667,0.1879397503663035,0.42395362880682447
linear_joint_start0,direct_110,0.5833333333333334,0.1820250386043731,0.4106112490817826
linear_joint_start0,direct_110,0.6,0.17501964560888697,0.3948085156213749
linear_joint_start0,direct_110,0.6166666666666667,0.16704684459269029,0.3768235075750018
linear_joint_start0,direct_110,0.6333333333333333,0.15824308969634654,0.35696403756849077
linear_joint_start0,direct_110,0.65,0.14875417954369063,0.3355589974702696
linear_joint_start0,direct_110,0.6666666666666666,0.13873135491796376,0.3129495555470501
linear_joint_start0,direct_110,0.6833333333333333,0.12832748847862518,0.28948056124444865
linear_joint_start0,direct_110,0.7,0.11769351016158597,0.26549248162119204
linear_joint_start0,direct_110,0.7166666666666667,0.1069751909770134,0.2413141462549231
linear_joint_start0,direct_110,0.7333333333333333,0.09631038216485775,0.21725651934187257
linear_joint_start0,direct_110,0.75,0.08582677806152621,0.1936076531817395
linear_joint_start0,direct_110,0.7666666666666666,0.07564024151708112,0.17062891066147104
linear_joint_start0,direct_110,0.7833333333333333,0.06585370205087934,0.14855247971979543
linear_joint_start0,direct_110,0.8,0.056556610626391265,0.12758014343075447
linear_joint_start0,direct_110,0.8166666666666667,0.04782491208863894,0.10788321782820211
linear_joint_start0,direct_110,0.8333333333333334,0.03972147768119602,0.08960352757567389
linear_joint_start0,direct_110,0.85,0.03229692601428941,0.07285525790247348
linear_joint_start0,direct_110,0.8666666666666667,0.0255907514300251,0.05772749996478546
linear_joint_start0,direct_110,0.8833333333333333,0.019632673677044035,0.044287295435587466
linear_joint_start0,direct_110,0.9,0.014444121740133714,0.032582983720697574
linear_joint_start0,direct_110,0.9166666666666666,0.01003976702549874,0.022647660511091305
linear_joint_start0,direct_110,0.9333333333333333,0.006429026279358881,0.01450256805979732
linear_joint_start0,direct_110,0.95,0.003617462021592939,0.00816025427370244
linear_joint_start0,direct_110,0.9666666666666667,0.00160801735823978,0.0036273581979405856
linear_joint_start0,direct_110,0.9833333333333333,0.00040203232256045624,0.000906902673409641
linear_joint_start0,direct_110,1.0,3.720615712994921e-17,8.392947898704352e-17
linear_joint_start0,shockley_112,0.0,0.0,0.0
linear_joint_start0,shockley_112,0.009622504486493764,0.00013050443151270752,0.00029439129937837785
linear_joint_start0,shockley_112,0.01924500897298753,0.0005079842835331444,0.001145908622103419
linear_joint_start0,shockley_112,0.02886751345948129,0.0011114121923236657,0.002507118537283359
linear_joint_start0,shockley_112,0.03849001794597506,0.0019198229176164373,0.004330727751865335
linear_joint_start0,shockley_112,0.04811252243246882,0.0029123524017970535,0.0065696712201630475
linear_joint_start0,shockley_112,0.05773502691896258,0.004068276834492974,0.009177200265576583
linear_joint_start0,shockley_112,0.06735753140545635,0.005367052470974152,0.012106972402758329
linear_joint_start0,shockley_112,0.07698003589195011,0.006788356839342972,0.015313144292603456
linear_joint_start0,shockley_112,0.08660254037844388,0.008312131850068238,0.018750468988539416
linear_joint_start0,shockley_112,0.09622504486493764,0.009918629194681379,0.022374398346697074
linear_joint_start0,shockley_112,0.10584754935143141,0.011588458289852784,0.026141191177938703
linear_joint_start0,shockley_112,0.11547005383792516,0.013302636891895493,0.030008027423823785
linear_joint_start0,shockley_112,0.12509255832441893,0.015042644376981659,0.033933128345877465
linear_joint_start0,shockley_112,0.1347150628109127,0.01679047755602657,0.03787588243255053
linear_joint_start0,shockley_112,0.14433756729740646,0.018528708773141195,0.04179697645744275
linear_joint_start0,shockley_112,0.15396007178390023,0.020240545924361742,0.04565853086927839
linear_joint_start0,shockley_112,0.163582576270394,0.02190989393164216,0.04942423846465713
linear_joint_start0,shockley_112,0.17320508075688776,0.023521417116766075,0.053059505090839225
linear_joint_start0,shockley_112,0.18282758524338152,0.025060601844186403,0.056531590955176354
linear_joint_start0,shockley_112,0.1924500897298753,0.026513818739979437,0.05980975097834358
linear_joint_start0,shockley_112,0.20207259421636906,0.027868383749619998,0.06286537252818912
linear_joint_start0,shockley_112,0.21169509870286282,0.02911261726900289,0.06567210880722187
linear_joint_start0,shockley_112,0.2213176031893566,0.030235900573074806,0.06820600614406111
linear_joint_start0,shockley_112,0.23094010767585033,0.031228728773383375,0.07044562345483325
linear_joint_start0,shockley_112,0.2405626121623441,0.03208275956104133,0.07237214219732732
linear_joint_start0,shockley_112,0.25018511664883786,0.03279085703286037,0.07396946523378721
linear_joint_start0,shockley_112,0.2598076211353316,0.03334712995626094,0.07522430314872007
linear_joint_start0,shockley_112,0.2694301256218254,0.03374696390072137,0.07612624673087212
linear_joint_start0,shockley_112,0.27905263010831916,0.03398704674868132,0.07666782452060801
linear_joint_start0,shockley_112,0.2886751345948129,0.03406538719502868,0.07684454454096867
linear_joint_start0,shockley_112,0.2982976390813067,0.03398132594976324,0.07665491956858872
linear_joint_start0,shockley_112,0.30792014356780045,0.03373553946952186,0.07610047555125393
linear_joint_start0,shockley_112,0.3175426480542942,0.03333003615994306,0.07518574304121262
linear_joint_start0,shockley_112,0.327165152540788,0.03276814510723081,0.07391823177588876
linear_joint_start0,shockley_112,0.33678765702728175,0.0320544975131378,0.07230838879900225
linear_joint_start0,shockley_112,0.3464101615137755,0.03119500111931866,0.07036954076714207
linear_joint_start0,shockley_112,0.3560326660002693,0.030196808011989373,0.06811782132366405
linear_joint_start0,shockley_112,0.36565517048676305,0.02906827629417565,0.06557208463912437
linear_joint_start0,shockley_112,0.3752776749732568,0.02781892619800181,0.06275380640958161
linear_joint_start0,shockley_112,0.3849001794597506,0.02645939128186562,0.05968697376740704
linear_joint_start0,shockley_112,0.39452268394624435,0.025001365414582827,0.05639796568836053
linear_joint_start0,shockley_112,0.4041451884327381,0.023457546290584372,0.05291542557343087
linear_joint_start0,shockley_112,0.4137676929192319,0.02184157624492001,0.04927012773959183
linear_joint_start0,shockley_112,0.42339019740572564,0.020167981143990977,0.04549483956979653
linear_joint_start0,shockley_112,0.4330127018922194,0.0184521081177584,0.04162418104957814
linear_joint_start0,shockley_112,0.4426352063787132,0.01671006287112849,0.0376944833543595
linear_joint_start0,shockley_112,0.45225771086520694,0.014958647267285585,0.03374364805022139
linear_joint_start0,shockley_112,0.46188021535170065,0.013215297814503073,0.029811008332732158
linear_joint_start0,shockley_112,0.4715027198381944,0.011498025611775747,0.025937193556579974
linear_joint_start0,shockley_112,0.4811252243246882,0.009825358218567209,0.022163998105615097
linear_joint_start0,shockley_112,0.49074772881118195,0.008216283812301484,0.01853425542357496
linear_joint_start0,shockley_112,0.5003702332976757,0.006690197884653085,0.015091717771819254
linear_joint_start0,shockley_112,0.5099927377841695,0.005266852608094449,0.011880942010619355
linear_joint_start0,shockley_112,0.5196152422706632,0.003966308877455452,0.00894718141472774
linear_joint_start0,shockley_112,0.5292377467571571,0.002808890901699815,0.006336283241715004
linear_joint_start0,shockley_112,0.5388602512436508,0.0018151430896726363,0.004094591475036453
linear_joint_start0,shockley_112,0.5484827557301446,0.0010057888432277455,0.002268853869757366
linear_joint_start0,shockley_112,0.5581052602166383,0.0004016907443313826,0.0009061321428036627
linear_joint_start0,shockley_112,0.5677277647031321,2.3811500998082138e-05,5.371387498279989e-05
linear_joint_start0,shockley_112,0.5773502691896258,-0.00010682509611371309,-0.00024097556294917004
linear_joint_start1,direct_110,0.0,0.0,0.0
linear_joint_start1,direct_110,0.016666666666666666,0.0003985228810532692,0.0008989860913180006
linear_joint_start1,direct_110,0.03333333333333333,0.0015937288117708823,0.0035951261602047823
linear_joint_start1,direct_110,0.05,0.003584385105820118,0.008085639518472142
linear_joint_start1,direct_110,0.06666666666666667,0.006367961186619529,0.014364817703048335
linear_joint_start1,direct_110,0.08333333333333333,0.009939934439982902,0.022422458621548964
linear_joint_start1,direct_110,0.1,0.014292858204021291,0.03224176412816314
linear_joint_start1,direct_110,0.11666666666666667,0.019415231164587026,0.043796789611070044
linear_joint_start1,direct_110,0.13333333333333333,0.025290217782149026,0.05704955753724004
linear_joint_start1,direct_110,0.15,0.03189427890819354,0.07194696840317809
linear_joint_start1,direct_110,0.16666666666666666,0.039195780094858974,0.08841766136616688
linear_joint_start1,direct_110,0.18333333333333332,0.0471536518219742,0.10636899199055103
linear_joint_start1,direct_110,0.2,0.05571618045991616,0.12568430490728408
linear_joint_start1,direct_110,0.21666666666666667,0.06482001071326206,0.14622068353088447
linear_joint_start1,direct_110,0.23333333333333334,0.07438943901238741,0.16780735609543582
linear_joint_start1,direct_110,0.25,0.08433607235256488,0.19024492606538745
linear_joint_start1,direct_110,0.26666666666666666,0.09455891805279612,0.21330557461311664
linear_joint_start1,direct_110,0.2833333333333333,0.10494495663256584,0.2367343529116884
linear_joint_start1,direct_110,0.3,0.11537023254167152,0.2602516425982143
linear_joint_start1,direct_110,0.31666666666666665,0.12570147618784433,0.2835568147363365
linear_joint_start1,direct_110,0.3333333333333333,0.13579824628799295,0.30633306252235953
linear_joint_start1,direct_110,0.35,0.14551555506847616,0.3282533232000119
linear_joint_start1,direct_110,0.36666666666666664,0.1547069116270814,0.34898714326246927
linear_joint_start1,direct_110,0.3833333333333333,0.16322769247115881,0.36820828169685327
linear_joint_start1,direct_110,0.4,0.17093872464466042,0.3856027927858087
linear_joint_start1,direct_110,0.4166666666666667,0.17770994775329735,0.4008772868870946
linear_joint_start1,direct_110,0.43333333333333335,0.18342400825452773,0.4137670384164907
linear_joint_start1,direct_110,0.45,0.1879796339570322,0.4240435980282709
linear_joint_start1,direct_110,0.4666666666666667,0.19129463967400967,0.4315215727541538
linear_joint_start1,direct_110,0.48333333333333334,0.19330842671847118,0.43606426435334783
linear_joint_start1,direct_110,0.5,0.19398385908364357,0.4375879015917197
linear_joint_start1,direct_110,0.5166666666666666,0.19330842671847118,0.43606426435334783
linear_joint_start1,direct_110,0.5333333333333333,0.19129463967400967,0.4315215727541538
linear_joint_start1,direct_110,0.55,0.1879796339570322,0.4240435980282709
linear_joint_start1,direct_110,0.5666666666666667,0.18342400825452768,0.41376703841649054
linear_joint_start1,direct_110,0.5833333333333334,0.17770994775329735,0.4008772868870946
linear_joint_start1,direct_110,0.6,0.17093872464466042,0.3856027927858087
linear_joint_start1,direct_110,0.6166666666666667,0.16322769247115881,0.36820828169685327
linear_joint_start1,direct_110,0.6333333333333333,0.15470691162708144,0.3489871432624694
linear_joint_start1,direct_110,0.65,0.14551555506847644,0.3282533232000125
linear_joint_start1,direct_110,0.6666666666666666,0.13579824628799306,0.3063330625223598
linear_joint_start1,direct_110,0.6833333333333333,0.1257014761878444,0.28355681473633665
linear_joint_start1,direct_110,0.7,0.11537023254167152,0.2602516425982143
linear_joint_start1,direct_110,0.7166666666666667,0.10494495663256576,0.23673435291168823
linear_joint_start1,direct_110,0.7333333333333333,0.0945589180527962,0.2133055746131168
linear_joint_start1,direct_110,0.75,0.08433607235256488,0.19024492606538745
linear_joint_start1,direct_110,0.7666666666666666,0.07438943901238748,0.16780735609543596
linear_joint_start1,direct_110,0.7833333333333333,0.06482001071326217,0.14622068353088472
linear_joint_start1,direct_110,0.8,0.05571618045991622,0.12568430490728422
linear_joint_start1,direct_110,0.8166666666666667,0.04715365182197428,0.10636899199055119
linear_joint_start1,direct_110,0.8333333333333334,0.03919578009485891,0.08841766136616674
linear_joint_start1,direct_110,0.85,0.03189427890819347,0.07194696840317794
linear_joint_start1,direct_110,0.8666666666666667,0.025290217782149092,0.057049557537240184
linear_joint_start1,direct_110,0.8833333333333333,0.019415231164587026,0.043796789611070044
linear_joint_start1,direct_110,0.9,0.014292858204021357,0.032241764128163285
linear_joint_start1,direct_110,0.9166666666666666,0.009939934439983002,0.022422458621549193
linear_joint_start1,direct_110,0.9333333333333333,0.006367961186619496,0.01436481770304826
linear_joint_start1,direct_110,0.95,0.0035843851058201845,0.008085639518472292
linear_joint_start1,direct_110,0.9666666666666667,0.0015937288117709868,0.0035951261602050182
linear_joint_start1,direct_110,0.9833333333333333,0.00039852288105316944,0.0008989860913177757
linear_joint_start1,direct_110,1.0,3.324793766885227e-17,7.500054564071767e-17
linear_joint_start1,shockley_112,0.0,0.0,0.0
linear_joint_start1,shockley_112,0.009622504486493764,0.0001294119941413298,0.0002919269841553498
linear_joint_start1,shockley_112,0.01924500897298753,0.0005038780802904398,0.0011366458676197616
linear_joint_start1,shockley_112,0.02886751345948129,0.0011027278600191826,0.0024875284602130527
linear_joint_start1,shockley_112,0.03849001794597506,0.0019053054542407027,0.004297979324418682
linear_joint_start1,shockley_112,0.04811252243246882,0.002891013072517372,0.006521534058829207
linear_joint_start1,shockley_112,0.05773502691896258,0.004039354617743305,0.009111957661389544
linear_joint_start1,shockley_112,0.06735753140545635,0.005329979988272993,0.012023344465936016
linear_joint_start1,shockley_112,0.07698003589195011,0.0067427306358177645,0.015210220911490685
linear_joint_start1,shockley_112,0.08660254037844388,0.008257686826021148,0.018627652152450984
linear_joint_start1,shockley_112,0.09622504486493764,0.009855216931849618,0.022231353254395
linear_joint_start1,shockley_112,0.10584754935143141,0.011516028970333556,0.025977805450425835
linear_joint_start1,shockley_112,0.11547005383792516,0.01322122447220085,0.029824377660044612
linear_joint_start1,shockley_112,0.12509255832441893,0.014952354654869326,0.033729453203929706
linear_joint_start1,shockley_112,0.1347150628109127,0.016691478752852425,0.037652561385398936
linear_joint_start1,shockley_112,0.14433756729740646,0.018421224249493516,0.041554513360880195
linear_joint_start1,shockley_112,0.15396007178390023,0.02012484865087855,0.04539754148922093
linear_joint_start1,shockley_112,0.163582576270394,0.02178630234923759,0.049145441138661594
linear_joint_start1,shockley_112,0.17320508075688776,0.023390292040930058,0.05276371374483658
linear_joint_start1,shockley_112,0.18282758524338152,0.024922344094426382,0.056219709755977225
linear_joint_start1,shockley_112,0.1924500897298753,0.026368867208096197,0.059482769976063686
linear_joint_start1,shockley_112,0.20207259421636906,0.027717213657100167,0.06252436372528322
linear_joint_start1,shockley_112,0.21169509870286282,0.02895573840394968,0.06531822218136027
linear_joint_start1,shockley_112,0.2213176031893566,0.030073855339006486,0.0678404652466181
linear_joint_start1,shockley_112,0.23094010767585033,0.031062089925159346,0.07006972030359955
linear_joint_start1,shockley_112,0.2405626121623441,0.031912127545242135,0.07198723127695152
linear_joint_start1,shockley_112,0.25018511664883786,0.0326168568907496,0.07357695650949134
linear_joint_start1,shockley_112,0.2598076211353316,0.03317040778512103,0.07482565408379709
linear_joint_start1,shockley_112,0.2694301256218254,0.03356818290323964,0.07572295337490907
linear_joint_start1,shockley_112,0.27905263010831916,0.03380688292917779,0.0762614118010564
linear_joint_start1,shockley_112,0.2886751345948129,0.03388452478485408,0.07643655594377821
linear_joint_start1,shockley_112,0.2982976390813067,0.03380045266131573,0.07624690643224004
linear_joint_start1,shockley_112,0.30792014356780045,0.033555341689084896,0.0756939862227841
linear_joint_start1,shockley_112,0.3175426480542942,0.03315119419291238,0.07478231215042007
linear_joint_start1,shockley_112,0.327165152540788,0.03259132858585304,0.07351936987613097
linear_joint_start1,shockley_112,0.33678765702728175,0.03188036106646951,0.07191557259950931
linear_joint_start1,shockley_112,0.3464101615137755,0.031024180387712923,0.0699842041425135
linear_joint_start1,shockley_112,0.3560326660002693,0.03002991606508986,0.06774134723359647
linear_joint_start1,shockley_112,0.36565517048676305,0.028905900482298442,0.0652057980257729
linear_joint_start1,shockley_112,0.3752776749732568,0.027661625432996773,0.062398968063739416
linear_joint_start1,shockley_112,0.3849001794597506,0.026307693705649556,0.05934477506919311
linear_joint_start1,shockley_112,0.39452268394624435,0.02485576637321937,0.056069524037158355
linear_joint_start1,shockley_112,0.4041451884327381,0.023318506489333056,0.05260178022605659
linear_joint_start1,shockley_112,0.4137676929192319,0.02170951991704038,0.048972235679490904
linear_joint_start1,shockley_112,0.42339019740572564,0.020043294024026673,0.045213570935187256
linear_joint_start1,shockley_112,0.4330127018922194,0.018335134970158293,0.04136031355852654
linear_joint_start1,shockley_112,0.4426352063787132,0.01660110428817583,0.03744869508156252
linear_joint_start1,shockley_112,0.45225771086520694,0.014857955418061609,0.03351650783753849
linear_joint_start1,shockley_112,0.46188021535170065,0.013123070799844969,0.029602963055125286
linear_joint_start1,shockley_112,0.4715027198381944,0.01141440006020252,0.02574855142003706
linear_joint_start1,shockley_112,0.4811252243246882,0.00975039974549442,0.02199490712509028
linear_joint_start1,shockley_112,0.49074772881118195,0.0081499749607705,0.018384676219740846
linear_joint_start1,shockley_112,0.5003702332976757,0.006632423171174009,0.014961389837547821
linear_joint_start1,shockley_112,0.5099927377841695,0.005217380311521562,0.011769342630410518
linear_joint_start1,shockley_112,0.5196152422706632,0.0039247692341678065,0.008853476477497516
linear_joint_start1,shockley_112,0.5292377467571571,0.002774750405534724,0.00625926926670309
linear_joint_start1,shockley_112,0.5388602512436508,0.0017876746409386272,0.0040326282740862545
linear_joint_start1,shockley_112,0.5484827557301446,0.0009840375477276526,0.002219787396908803
linear_joint_start1,shockley_112,0.5581052602166383,0.00038443522990639115,0.0008672072323302512
linear_joint_start1,shockley_112,0.5677277647031321,9.520695889564835e-06,2.147674221807906e-05
linear_joint_start1,shockley_112,0.5773502691896258,-0.00012003969256899996,-0.0002707849891589919
