set,a_over_b,s_over_b,energy_eV_cell,dW_da,dW_ds
linear_joint_start0,1.0718367942183544,0.5,0.1917502856874287,0.7903711667704061,5.43445774284915e-19
linear_joint_start0,1.0718367942183544,0.5333333333333333,0.1917375988917032,0.7908680940637139,-0.0007556014312292708
linear_joint_start0,1.0718367942183544,0.5666666666666667,0.1917006446854066,0.7923265073798234,-0.0014455805251507494
linear_joint_start0,1.0718367942183544,0.6,0.19164259446356902,0.7946526411219574,-0.002013017108448227
linear_joint_start0,1.0718367942183544,0.6333333333333333,0.1915682682357804,0.7977008411901169,-0.002416929264212545
linear_joint_start0,1.0718367942183544,0.6666666666666666,0.19148351830974597,0.801287805389731,-0.002636859511681228
linear_joint_start0,1.0718367942183544,0.7,0.19139451456353598,0.805209467596326,-0.002674129330199026
linear_joint_start0,1.0718367942183544,0.7333333333333333,0.19130704524327954,0.8092581716115639,-0.0025496940663725927
linear_joint_start0,1.0718367942183544,0.7666666666666666,0.1912259392901547,0.8132379285749135,-0.002299129405680292
linear_joint_start0,1.0718367942183544,0.8,0.19115469016801484,0.8169760577765579,-0.001965750780121854
linear_joint_start0,1.0718367942183544,0.8333333333333334,0.191095322758706,0.8203302547869409,-0.001593130005720222
linear_joint_start0,1.0718367942183544,0.8666666666666667,0.19104850166629317,0.8231909608446055,-0.0012182989429438025
linear_joint_start0,1.0718367942183544,0.9,0.1910138389720915,0.8254796731861358,-0.0008667352001288167
linear_joint_start0,1.0718367942183544,0.9333333333333333,0.19099032864178642,0.8271444166375974,-0.0005498632768189513
linear_joint_start0,1.0718367942183544,0.9666666666666667,0.19097681777100303,0.8281539170391805,-0.0002653496588975022
linear_joint_start0,1.0718367942183544,1.0,0.19097242347201304,0.8284920513858276,-6.392759863912963e-19
linear_joint_start0,1.1119193336143316,0.0,0.22287004778899908,0.761989847292551,7.931847732335618e-20
linear_joint_start0,1.1119193336143316,0.03333333333333333,0.22286547547665653,0.7618568014482949,-0.00027209575617936584
linear_joint_start0,1.1119193336143316,0.06666666666666667,0.22285220099434755,0.7614588548341268,-0.0005179492960668615
linear_joint_start0,1.1119193336143316,0.1,0.22283149163405094,0.7608002981942676,-0.0007148759760572787
linear_joint_start0,1.1119193336143316,0.13333333333333333,0.22280526852043028,0.7598905225581817,-0.0008467605270439243
linear_joint_start0,1.1119193336143316,0.16666666666666666,0.2227758509374163,0.7587468654238378,-0.0009060588069149476
linear_joint_start0,1.1119193336143316,0.2,0.22274565535143906,0.7573976514441159,-0.0008944782518734296
linear_joint_start0,1.1119193336143316,0.23333333333333334,0.2227168955648414,0.7558846679553305,-0.0008222307203277
linear_joint_start0,1.1119193336143316,0.26666666666666666,0.22269133018676304,0.7542643374428344,-0.0007059800227468545
linear_joint_start0,1.1119193336143316,0.3,0.22267009582269587,0.7526070069815386,-0.00056582410019134
linear_joint_start0,1.1119193336143316,0.3333333333333333,0.22265365003702328,0.750994052916322,-0.00042182180068818086
linear_joint_start0,1.1119193336143316,0.36666666666666664,0.2226418293931119,0.7495128588908564,-0.0002906635527709174
linear_joint_start0,1.1119193336143316,0.4,0.22263400782056805,0.7482501087637445,-0.00018307179017714456
linear_joint_start0,1.1119193336143316,0.43333333333333335,0.22262932276237063,0.747284173940044,-0.00010239580763604303
linear_joint_start0,1.1119193336143316,0.4666666666666667,0.2226269243986092,0.7466775998070831,-4.465293337563921e-05
linear_joint_start0,1.1119193336143316,0.5,0.22262619922506338,0.7464707571570275,-1.5256571765164686e-20
linear_joint_start0,1.1119193336143316,0.5333333333333333,0.2226269243986092,0.7466775998070831,4.4652933375638774e-05
linear_joint_start0,1.1119193336143316,0.5666666666666667,0.22262932276237063,0.747284173940044,0.0001023958076360426
linear_joint_start0,1.1119193336143316,0.6,0.22263400782056805,0.7482501087637445,0.00018307179017714391
linear_joint_start0,1.1119193336143316,0.6333333333333333,0.2226418293931119,0.7495128588908564,0.0002906635527709176
linear_joint_start0,1.1119193336143316,0.6666666666666666,0.22265365003702328,0.750994052916322,0.0004218218006881774
linear_joint_start0,1.1119193336143316,0.7,0.22267009582269587,0.7526070069815386,0.00056582410019134
linear_joint_start0,1.1119193336143316,0.7333333333333333,0.22269133018676304,0.7542643374428344,0.0007059800227468562
linear_joint_start0,1.1119193336143316,0.7666666666666666,0.2227168955648414,0.7558846679553305,0.000822230720327703
linear_joint_start0,1.1119193336143316,0.8,0.22274565535143906,0.7573976514441159,0.0008944782518734333
linear_joint_start0,1.1119193336143316,0.8333333333333334,0.2227758509374163,0.7587468654238378,0.0009060588069149471
linear_joint_start0,1.1119193336143316,0.8666666666666667,0.22280526852043028,0.7598905225581817,0.0008467605270439254
linear_joint_start0,1.1119193336143316,0.9,0.22283149163405094,0.7608002981942676,0.0007148759760572792
linear_joint_start0,1.1119193336143316,0.9333333333333333,0.22285220099434755,0.7614588548341268,0.0005179492960668645
linear_joint_start0,1.1119193336143316,0.9666666666666667,0.22286547547665653,0.761856801448295,0.0002720957561793657
linear_joint_start0,1.1119193336143316,1.0,0.22287004778899908,0.761989847292551,5.1007261321708035e-19
linear_joint_start0,1.152001873010309,0.0,0.2520100675520056,0.6918485319494074,-1.9043983072224e-19
linear_joint_start0,1.152001873010309,0.03333333333333333,0.2520024011209294,0.6918147601984335,-0.0004577270376620951
linear_joint_start0,1.152001873010309,0.06666666666666667,0.2519798496617553,0.6917127579326837,-0.0008887795359350649
linear_joint_start0,1.152001873010309,0.1,0.2519437180663594,0.6915408569987268,-0.0012687751981272208
linear_joint_start0,1.152001873010309,0.13333333333333333,0.2518960572588164,0.6912975110303721,-0.001577631364597121
linear_joint_start0,1.152001873010309,0.16666666666666666,0.2518394944858831,0.690982893119862,-0.001801043319422501
linear_joint_start0,1.152001873010309,0.2,0.2517770256169249,0.6906006675691387,-0.0019312652261373304
linear_joint_start0,1.152001873010309,0.23333333333333334,0.2517117941224022,0.6901595619372121,-0.0019671265317016337
linear_joint_start0,1.152001873010309,0.26666666666666666,0.2516468817797361,0.6896743757622441,-0.0019133286811109922
linear_joint_start0,1.152001873010309,0.3,0.2515851328531382,0.6891661375625441,-0.001779172943330405
linear_joint_start0,1.152001873010309,0.3333333333333333,0.2515290270037314,0.6886612531828914,-0.0015769527118658466
linear_joint_start0,1.152001873010309,0.36666666666666664,0.25148060754680324,0.6881896569683016,-0.0013202878856675136
linear_joint_start0,1.152001873010309,0.4,0.2514414623390051,0.6877821549899844,-0.001022675429435085
linear_joint_start0,1.152001873010309,0.43333333333333335,0.251412746188175,0.6874673048320397,-0.0006964776178089848
linear_joint_start0,1.152001873010309,0.4666666666666667,0.25139522776082046,0.6872682791240488,-0.00035247584149961255
linear_joint_start0,1.152001873010309,0.5,0.25138934162619675,0.687200187897892,-2.321665874101404e-19
linear_joint_start0,1.152001873010309,0.5333333333333333,0.25139522776082046,0.6872682791240488,0.0003524758414996106
linear_joint_start0,1.152001873010309,0.5666666666666667,0.251412746188175,0.6874673048320397,0.000696477617808984
linear_joint_start0,1.152001873010309,0.6,0.2514414623390051,0.6877821549899844,0.0010226754294350847
linear_joint_start0,1.152001873010309,0.6333333333333333,0.25148060754680324,0.6881896569683016,0.0013202878856675127
linear_joint_start0,1.152001873010309,0.6666666666666666,0.2515290270037314,0.6886612531828914,0.0015769527118658481
linear_joint_start0,1.152001873010309,0.7,0.2515851328531382,0.6891661375625441,0.0017791729433304041
linear_joint_start0,1.152001873010309,0.7333333333333333,0.2516468817797361,0.6896743757622441,0.0019133286811109935
linear_joint_start0,1.152001873010309,0.7666666666666666,0.2517117941224022,0.6901595619372121,0.0019671265317016363
linear_joint_start0,1.152001873010309,0.8,0.2517770256169249,0.6906006675691387,0.0019312652261373308
linear_joint_start0,1.152001873010309,0.8333333333333334,0.2518394944858831,0.690982893119862,0.001801043319422499
linear_joint_start0,1.152001873010309,0.8666666666666667,0.2518960572588164,0.6912975110303721,0.0015776313645971206
linear_joint_start0,1.152001873010309,0.9,0.2519437180663594,0.6915408569987268,0.0012687751981272238
linear_joint_start0,1.152001873010309,0.9333333333333333,0.2519798496617553,0.6917127579326837,0.0008887795359350667
linear_joint_start0,1.152001873010309,0.9666666666666667,0.2520024011209294,0.6918147601984335,0.00045772703766209437
linear_joint_start0,1.152001873010309,1.0,0.2520100675520056,0.6918485319494074,9.130617752581596e-19
linear_joint_start0,1.1920844124062862,0.0,0.2783441239918878,0.6225423333549738,-2.7011083211113476e-19
linear_joint_start0,1.1920844124062862,0.03333333333333333,0.27833612190496076,0.6225530047649903,-0.00047810273135084636
linear_joint_start0,1.1920844124062862,0.06666666666666667,0.2783125174636478,0.6225835433285202,-0.0009322295875360476
linear_joint_start0,1.1920844124062862,0.1,0.27827448973406477,0.6226297568229473,-0.0013399749893315642
linear_joint_start0,1.1920844124062862,0.13333333333333333,0.2782239184658968,0.6226854026898992,-0.0016819188445553414
linear_joint_start0,1.1920844124062862,0.16666666666666666,0.27816326485863596,0.6227431772539611,-0.0019427518141645094
linear_joint_start0,1.1920844124062862,0.2,0.2780954210626023,0.6227958660503424,-0.0021120137153484092
linear_joint_start0,1.1920844124062862,0.23333333333333334,0.27802354223805104,0.6228374655585683,-0.0021843984651549646
linear_joint_start0,1.1920844124062862,0.26666666666666666,0.27795087562419646,0.6228640895977848,-0.0021596346877186625
linear_joint_start0,1.1920844124062862,0.3,0.2778805998646924,0.6228745078951796,-0.002042004000405686
linear_joint_start0,1.1920844124062862,0.3333333333333333,0.2778156850298873,0.6228702253215526,-0.0018396008584511256
linear_joint_start0,1.1920844124062862,0.36666666666666664,0.27775877985700825,0.6228550886042954,-0.0015634618217548507
linear_joint_start0,1.1920844124062862,0.4,0.2777121283703755,0.6228344899353474,-0.001226694059511224
linear_joint_start0,1.1920844124062862,0.43333333333333335,0.27767751399927443,0.6228143091417335,-0.0008437124351473869
linear_joint_start0,1.1920844124062862,0.4666666666666667,0.27765622627444975,0.6227997843801856,-0.0004296554234855923
linear_joint_start0,1.1920844124062862,0.5,0.27764904366065635,0.6227945158788853,-2.8850118784257498e-19
linear_joint_start0,1.1920844124062862,0.5333333333333333,0.27765622627444975,0.6227997843801856,0.00042965542348559016
linear_joint_start0,1.1920844124062862,0.5666666666666667,0.27767751399927443,0.6228143091417334,0.0008437124351473855
linear_joint_start0,1.1920844124062862,0.6,0.2777121283703755,0.6228344899353474,0.001226694059511224
linear_joint_start0,1.1920844124062862,0.6333333333333333,0.27775877985700825,0.6228550886042954,0.0015634618217548499
linear_joint_start0,1.1920844124062862,0.6666666666666666,0.2778156850298873,0.6228702253215526,0.0018396008584511245
linear_joint_start0,1.1920844124062862,0.7,0.2778805998646924,0.6228745078951796,0.002042004000405684
linear_joint_start0,1.1920844124062862,0.7333333333333333,0.27795087562419646,0.6228640895977848,0.0021596346877186643
linear_joint_start0,1.1920844124062862,0.7666666666666666,0.27802354223805104,0.6228374655585683,0.002184398465154966
linear_joint_start0,1.1920844124062862,0.8,0.2780954210626023,0.6227958660503424,0.002112013715348409
linear_joint_start0,1.1920844124062862,0.8333333333333334,0.27816326485863596,0.6227431772539611,0.0019427518141645077
linear_joint_start0,1.1920844124062862,0.8666666666666667,0.2782239184658968,0.6226854026898992,0.0016819188445553405
linear_joint_start0,1.1920844124062862,0.9,0.27827448973406477,0.6226297568229473,0.0013399749893315677
linear_joint_start0,1.1920844124062862,0.9333333333333333,0.2783125174636478,0.6225835433285202,0.0009322295875360497
linear_joint_start0,1.1920844124062862,0.9666666666666667,0.27833612190496076,0.6225530047649905,0.0004781027313508459
linear_joint_start0,1.1920844124062862,1.0,0.2783441239918878,0.6225423333549737,9.658107180082934e-19
linear_joint_start0,1.2321669518022635,0.0,0.30196231843145704,0.5566467737736582,-2.667119229117634e-19
linear_joint_start0,1.2321669518022635,0.03333333333333333,0.3019551439737266,0.5566742718122416,-0.0004287710341197156
linear_joint_start0,1.2321669518022635,0.06666666666666667,0.3019339579848941,0.5567550953909638,-0.0008373937570282468
linear_joint_start0,1.2321669518022635,0.1,0.3018997538201744,0.5568843853478724,-0.001206840156581151
linear_joint_start0,1.2321669518022635,0.13333333333333333,0.30185412590893046,0.5570545314537608,-0.0015202338835852537
linear_joint_start0,1.2321669518022635,0.16666666666666666,0.3017991830769238,0.5572558386156952,-0.0017637139879864553
linear_joint_start0,1.2321669518022635,0.2,0.3017374367311944,0.5574773369146547,-0.0019270714803725406
linear_joint_start0,1.2321669518022635,0.23333333333333334,0.30167167212425033,0.5577076349037795,-0.0020041246780041154
linear_joint_start0,1.2321669518022635,0.26666666666666666,0.30160481157809427,0.557935714877209,-0.0019928276985635845
linear_joint_start0,1.2321669518022635,0.3,0.3015397782724071,0.5581515833420858,-0.0018951338113369688
linear_joint_start0,1.2321669518022635,0.3333333333333333,0.30147936808536213,0.5583467174470905,-0.0017166577528689886
linear_joint_start0,1.2321669518022635,0.36666666666666664,0.3014261352419003,0.5585142841649268,-0.0014661953602742115
linear_joint_start0,1.2321669518022635,0.4,0.30138229548031215,0.5586491474941282,-0.0011551630552305047
linear_joint_start0,1.2321669518022635,0.43333333333333335,0.30134964843768774,0.5587477130939129,-0.0007970136351172663
linear_joint_start0,1.2321669518022635,0.4666666666666667,0.30132951929724894,0.5588076834201949,-0.00040667017984284286
linear_joint_start0,1.2321669518022635,0.5,0.30132271866938376,0.5588278052086346,-2.7478369900419686e-19
linear_joint_start0,1.2321669518022635,0.5333333333333333,0.30132951929724894,0.5588076834201949,0.0004066701798428402
linear_joint_start0,1.2321669518022635,0.5666666666666667,0.30134964843768774,0.5587477130939129,0.0007970136351172648
linear_joint_start0,1.2321669518022635,0.6,0.30138229548031215,0.5586491474941282,0.0011551630552305047
linear_joint_start0,1.2321669518022635,0.6333333333333333,0.3014261352419003,0.5585142841649268,0.0014661953602742106
linear_joint_start0,1.2321669518022635,0.6666666666666666,0.30147936808536213,0.5583467174470905,0.0017166577528689865
linear_joint_start0,1.2321669518022635,0.7,0.3015397782724071,0.5581515833420858,0.001895133811336967
linear_joint_start0,1.2321669518022635,0.7333333333333333,0.30160481157809427,0.557935714877209,0.001992827698563585
linear_joint_start0,1.2321669518022635,0.7666666666666666,0.30167167212425033,0.5577076349037795,0.002004124678004116
linear_joint_start0,1.2321669518022635,0.8,0.3017374367311944,0.5574773369146547,0.0019270714803725415
linear_joint_start0,1.2321669518022635,0.8333333333333334,0.3017991830769238,0.5572558386156952,0.0017637139879864542
linear_joint_start0,1.2321669518022635,0.8666666666666667,0.30185412590893046,0.5570545314537608,0.0015202338835852524
linear_joint_start0,1.2321669518022635,0.9,0.3018997538201744,0.5568843853478724,0.0012068401565811548
linear_joint_start0,1.2321669518022635,0.9333333333333333,0.3019339579848941,0.5567550953909638,0.0008373937570282488
linear_joint_start0,1.2321669518022635,0.9666666666666667,0.3019551439737266,0.5566742718122416,0.00042877103411971513
linear_joint_start0,1.2321669518022635,1.0,0.30196231843145704,0.5566467737736582,8.703243957634085e-19
linear_joint_start0,1.2722494911982407,0.0,0.32303189636594365,0.49552693827041655,-2.3163345661334764e-19
linear_joint_start0,1.2722494911982407,0.03333333333333333,0.32302592438964106,0.49555799873747886,-0.00035695294369504296
linear_joint_start0,1.2722494911982407,0.06666666666666667,0.32300828020369365,0.4956496065779621,-0.0006976703075471972
linear_joint_start0,1.2722494911982407,0.1,0.3229797653293784,0.4957971466267349,-0.0010067343910690465
linear_joint_start0,1.2722494911982407,0.13333333333333333,0.32294167084954517,0.4959932679331344,-0.0012703093470420757
linear_joint_start0,1.2722494911982407,0.16666666666666666,0.32289571331139966,0.49622835912528696,-0.0014768026265404616
linear_joint_start0,1.2722494911982407,0.2,0.32284395084488965,0.4964911466597037,-0.0016173851788510243
linear_joint_start0,1.2722494911982407,0.23333333333333334,0.32278868466863775,0.4967693596200029,-0.0016863449819294217
linear_joint_start0,1.2722494911982407,0.26666666666666666,0.3227323517553985,0.4970504024986633,-0.0016812634765068554
linear_joint_start0,1.2722494911982407,0.3,0.3226774145263533,0.4973219827326487,-0.0016030192760899283
linear_joint_start0,1.2722494911982407,0.3333333333333333,0.3226262530777675,0.49757265162976205,-0.001455636263210434
linear_joint_start0,1.2722494911982407,0.36666666666666664,0.32258106470878406,0.49779223363814384,-0.0012460023265401313
linear_joint_start0,1.2722494911982407,0.4,0.32254377455417843,0.4979721368588179,-0.0009834896053110486
linear_joint_start0,1.2722494911982407,0.43333333333333335,0.32251596008560934,0.49810555418638736,-0.0006795070272116008
linear_joint_start0,1.2722494911982407,0.4666666666666667,0.322498791277683,0.4981875766674586,-0.00034701182595392325
linear_joint_start0,1.2722494911982407,0.5,0.32249298745261845,0.49821524658805283,-2.3514734961361597e-19
linear_joint_start0,1.2722494911982407,0.5333333333333333,0.322498791277683,0.4981875766674586,0.0003470118259539211
linear_joint_start0,1.2722494911982407,0.5666666666666667,0.32251596008560934,0.49810555418638736,0.0006795070272115995
linear_joint_start0,1.2722494911982407,0.6,0.32254377455417843,0.4979721368588179,0.0009834896053110488
linear_joint_start0,1.2722494911982407,0.6333333333333333,0.32258106470878406,0.49779223363814384,0.0012460023265401308
linear_joint_start0,1.2722494911982407,0.6666666666666666,0.3226262530777675,0.49757265162976205,0.001455636263210433
linear_joint_start0,1.2722494911982407,0.7,0.3226774145263533,0.4973219827326487,0.0016030192760899272
linear_joint_start0,1.2722494911982407,0.7333333333333333,0.3227323517553985,0.4970504024986633,0.0016812634765068558
linear_joint_start0,1.2722494911982407,0.7666666666666666,0.32278868466863775,0.4967693596200029,0.0016863449819294225
linear_joint_start0,1.2722494911982407,0.8,0.32284395084488965,0.4964911466597037,0.0016173851788510245
linear_joint_start0,1.2722494911982407,0.8333333333333334,0.32289571331139966,0.49622835912528696,0.0014768026265404605
linear_joint_start0,1.2722494911982407,0.8666666666666667,0.32294167084954517,0.4959932679331345,0.0012703093470420746
linear_joint_start0,1.2722494911982407,0.9,0.3229797653293784,0.4957971466267349,0.0010067343910690493
linear_joint_start0,1.2722494911982407,0.9333333333333333,0.32300828020369365,0.4956496065779621,0.0006976703075471985
linear_joint_start0,1.2722494911982407,0.9666666666666667,0.32302592438964106,0.49555799873747886,0.0003569529436950424
linear_joint_start0,1.2722494911982407,1.0,0.32303189636594365,0.49552693827041655,7.261852037683501e-19
linear_joint_start0,1.3123320305942179,0.0,0.34175832014734175,0.4397840095761676,-1.886591371072164e-19
linear_joint_start0,1.3123320305942179,0.03333333333333333,0.3417535592195882,0.4398127938669022,-0.0002845865216565468
linear_joint_start0,1.3123320305942179,0.06666666666666667,0.34173948924571756,0.4398977902616188,-0.0005564553198192951
linear_joint_start0,1.3123320305942179,0.1,0.3417167385444323,0.44003500540219265,-0.000803492324170938
linear_joint_start0,1.3123320305942179,0.13333333333333333,0.34168632119334075,0.44021803113443003,-0.0010147563365149527
linear_joint_start0,1.3123320305942179,0.16666666666666666,0.3416495893237964,0.44043839490855197,-0.0011809821958846528
linear_joint_start0,1.3123320305942179,0.2,0.34160817011920974,0.44068601131129903,-0.0012949915809961805
linear_joint_start0,1.3123320305942179,0.23333333333333334,0.34156389093572204,0.4409497011855842,-0.0013519923474324092
linear_joint_start0,1.3123320305942179,0.26666666666666666,0.341518696464858,0.4412177421973049,-0.0013497555867705215
linear_joint_start0,1.3123320305942179,0.3,0.3414745620762545,0.44147841598198934,-0.0012886680475447175
linear_joint_start0,1.3123320305942179,0.3333333333333333,0.3414334074255369,0.4417205217014943,-0.0011716652680095736
linear_joint_start0,1.3123320305942179,0.36666666666666664,0.341397014125696,0.44193383302808553,-0.00100405697928286
linear_joint_start0,1.3123320305942179,0.4,0.3413669508187127,0.44210948397020483,-0.0007932605497094962
linear_joint_start0,1.3123320305942179,0.43333333333333335,0.3413445084183835,0.44224027715001285,-0.0005484603060197098
linear_joint_start0,1.3123320305942179,0.4666666666666667,0.34133064769373866,0.442320914844212,-0.0002802106978758621
linear_joint_start0,1.3123320305942179,0.5,0.3413259607818194,0.4423481573706577,-1.901676961816835e-19
linear_joint_start0,1.3123320305942179,0.5333333333333333,0.34133064769373866,0.442320914844212,0.00028021069787586043
linear_joint_start0,1.3123320305942179,0.5666666666666667,0.3413445084183835,0.44224027715001285,0.000548460306019709
linear_joint_start0,1.3123320305942179,0.6,0.3413669508187127,0.44210948397020483,0.0007932605497094963
linear_joint_start0,1.3123320305942179,0.6333333333333333,0.341397014125696,0.44193383302808553,0.0010040569792828596
linear_joint_start0,1.3123320305942179,0.6666666666666666,0.3414334074255369,0.4417205217014943,0.0011716652680095728
linear_joint_start0,1.3123320305942179,0.7,0.3414745620762545,0.44147841598198934,0.0012886680475447164
linear_joint_start0,1.3123320305942179,0.7333333333333333,0.341518696464858,0.4412177421973049,0.0013497555867705217
linear_joint_start0,1.3123320305942179,0.7666666666666666,0.34156389093572204,0.4409497011855842,0.0013519923474324099
linear_joint_start0,1.3123320305942179,0.8,0.34160817011920974,0.44068601131129903,0.0012949915809961805
linear_joint_start0,1.3123320305942179,0.8333333333333334,0.3416495893237964,0.44043839490855197,0.001180982195884652
linear_joint_start0,1.3123320305942179,0.8666666666666667,0.34168632119334075,0.44021803113443003,0.0010147563365149519
linear_joint_start0,1.3123320305942179,0.9,0.3417167385444323,0.44003500540219265,0.0008034923241709401
linear_joint_start0,1.3123320305942179,0.9333333333333333,0.34173948924571756,0.4398977902616188,0.0005564553198192962
linear_joint_start0,1.3123320305942179,0.9666666666666667,0.3417535592195882,0.4398127938669022,0.0002845865216565465
linear_joint_start0,1.3123320305942179,1.0,0.34175832014734175,0.4397840095761676,5.796449355434424e-19
linear_joint_start0,1.352414569990195,0.0,0.35836088582224257,0.38954570257123533,-1.480046607856697e-19
linear_joint_start0,1.352414569990195,0.03333333333333333,0.3583571939344704,0.38957009742502746,-0.0002206926488979209
linear_joint_start0,1.352414569990195,0.06666666666666667,0.3583462816405858,0.3896421717043447,-0.0004316207506321832
linear_joint_start0,1.352414569990195,0.1,0.3583286315640476,0.3897586506240288,-0.000623466908570475
linear_joint_start0,1.352414569990195,0.13333333333333333,0.3583050235131119,0.3899142593600572,-0.0007877850424876328
linear_joint_start0,1.352414569990195,0.16666666666666666,0.3582764989567664,0.3901019851294304,-0.0009173801529546615
linear_joint_start0,1.352414569990195,0.2,0.3582443138431438,0.39031342008909475,-0.001006625249150801
linear_joint_start0,1.352414569990195,0.23333333333333334,0.3582098821064005,0.3905391638636253,-0.0010517011098619788
linear_joint_start0,1.352414569990195,0.26666666666666666,0.3581747126067308,0.39076926208184415,-0.0010507493808336811
linear_joint_start0,1.352414569990195,0.3,0.3581403424793833,0.3909936569337191,-0.0010039346222724288
linear_joint_start0,1.352414569990195,0.3333333333333333,0.3581082699318654,0.3912026272849334,-0.0009134158564717693
linear_joint_start0,1.352414569990195,0.36666666666666664,0.3580798894348223,0.3913871989077384,-0.0007832325341906798
linear_joint_start0,1.352414569990195,0.4,0.35805643202734005,0.39153950933641773,-0.0006191133572812308
linear_joint_start0,1.352414569990195,0.43333333333333335,0.3580389131307391,0.39165311609642917,-0.00042821892837123336
linear_joint_start0,1.352414569990195,0.4666666666666667,0.35802808987091395,0.39172324099105305,-0.00021883076747933046
linear_joint_start0,1.352414569990195,0.5,0.35802442947633917,0.39174694630672713,-1.4863781684061787e-19
linear_joint_start0,1.352414569990195,0.5333333333333333,0.35802808987091395,0.39172324099105305,0.0002188307674793291
linear_joint_start0,1.352414569990195,0.5666666666666667,0.3580389131307391,0.39165311609642917,0.0004282189283712328
linear_joint_start0,1.352414569990195,0.6,0.35805643202734005,0.39153950933641773,0.000619113357281231
linear_joint_start0,1.352414569990195,0.6333333333333333,0.3580798894348223,0.3913871989077384,0.0007832325341906791
linear_joint_start0,1.352414569990195,0.6666666666666666,0.3581082699318654,0.3912026272849334,0.0009134158564717685
linear_joint_start0,1.352414569990195,0.7,0.3581403424793833,0.3909936569337191,0.001003934622272428
linear_joint_start0,1.352414569990195,0.7333333333333333,0.3581747126067308,0.39076926208184415,0.0010507493808336811
linear_joint_start0,1.352414569990195,0.7666666666666666,0.3582098821064005,0.3905391638636253,0.0010517011098619795
linear_joint_start0,1.352414569990195,0.8,0.3582443138431438,0.39031342008909475,0.0010066252491508013
linear_joint_start0,1.352414569990195,0.8333333333333334,0.3582764989567664,0.3901019851294304,0.0009173801529546608
linear_joint_start0,1.352414569990195,0.8666666666666667,0.3583050235131119,0.3899142593600572,0.0007877850424876322
linear_joint_start0,1.352414569990195,0.9,0.3583286315640476,0.3897586506240288,0.0006234669085704768
linear_joint_start0,1.352414569990195,0.9333333333333333,0.3583462816405858,0.3896421717043447,0.0004316207506321841
linear_joint_start0,1.352414569990195,0.9666666666666667,0.3583571939344704,0.38957009742502746,0.00022069264889792062
linear_joint_start0,1.352414569990195,1.0,0.35836088582224257,0.38954570257123533,4.497980141692412e-19
linear_joint_start0,1.3924971093861724,0.0,0.3730578039431488,0.34465526415908176,-1.1336498268040613e-19
linear_joint_start0,1.3924971093861724,0.03333333333333333,0.37305499452806745,0.3446749305618965,-0.00016794413476518572
linear_joint_start0,1.3924971093861724,0.06666666666666667,0.3730466898789867,0.3447330510008903,-0.0003285003359821238
linear_joint_start0,1.3924971093861724,0.1,0.373033255243867,0.3448270308683087,-0.00047461176718555944
linear_joint_start0,1.3924971093861724,0.13333333333333333,0.3730152811664142,0.3449526824410597,-0.0005998679286236092
linear_joint_start0,1.3924971093861724,0.16666666666666666,0.3729935570958317,0.3451044216846773,-0.0006987891025127481
linear_joint_start0,1.3924971093861724,0.2,0.3729690362143428,0.34527552819736573,-0.0007670668331466908
linear_joint_start0,1.3924971093861724,0.23333333333333334,0.37294279313406986,0.3454584542199983,-0.0008017497405718617
linear_joint_start0,1.3924971093861724,0.26666666666666666,0.372915976422873,0.345645166575618,-0.000801366944311427
linear_joint_start0,1.3924971093861724,0.3,0.3728897581225973,0.34582750449462313,-0.000765984632573225
linear_joint_start0,1.3924971093861724,0.3333333333333333,0.37286528251646567,0.34599753648723847,-0.0006971946181991298
linear_joint_start0,1.3924971093861724,0.36666666666666664,0.372843616388128,0.3461479005869083,-0.0005980368598107068
linear_joint_start0,1.3924971093861724,0.4,0.37282570290111394,0.346272114165708,-0.0004728607219259667
linear_joint_start0,1.3924971093861724,0.43333333333333335,0.3728123210279651,0.3463648418317465,-0.00032713208698296635
linear_joint_start0,1.3924971093861724,0.4666666666666667,0.37280405218932255,0.34642211238041615,-0.00016719526652574708
linear_joint_start0,1.3924971093861724,0.5,0.3728012554411356,0.34644147815935666,-1.136210290229862e-19
linear_joint_start0,1.3924971093861724,0.5333333333333333,0.37280405218932255,0.34642211238041615,0.00016719526652574605
linear_joint_start0,1.3924971093861724,0.5666666666666667,0.3728123210279651,0.3463648418317465,0.0003271320869829658
linear_joint_start0,1.3924971093861724,0.6,0.37282570290111394,0.346272114165708,0.0004728607219259668
linear_joint_start0,1.3924971093861724,0.6333333333333333,0.372843616388128,0.3461479005869083,0.0005980368598107065
linear_joint_start0,1.3924971093861724,0.6666666666666666,0.37286528251646567,0.34599753648723847,0.0006971946181991294
linear_joint_start0,1.3924971093861724,0.7,0.3728897581225973,0.34582750449462313,0.0007659846325732244
linear_joint_start0,1.3924971093861724,0.7333333333333333,0.372915976422873,0.345645166575618,0.000801366944311427
linear_joint_start0,1.3924971093861724,0.7666666666666666,0.37294279313406986,0.3454584542199983,0.0008017497405718621
linear_joint_start0,1.3924971093861724,0.8,0.3729690362143428,0.34527552819736573,0.0007670668331466909
linear_joint_start0,1.3924971093861724,0.8333333333333334,0.3729935570958317,0.3451044216846773,0.0006987891025127476
linear_joint_start0,1.3924971093861724,0.8666666666666667,0.3730152811664142,0.3449526824410597,0.0005998679286236087
linear_joint_start0,1.3924971093861724,0.9,0.373033255243867,0.3448270308683087,0.00047461176718556074
