step,tau_mpa,iteration,energy_ev,max_force,gamma,max_transverse_displacement,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
0,0.0,20,1.7446456580645942,0.06887662472541012,0.008699689003549964,0.07888373979760185,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",7.067899292141149e-17,0.8322992760994885,187.39028819999658
0,0.0,40,1.1419499912919147,0.4456803370855095,0.004127583115466889,0.10643246823157639,0,0,,[],7.067899292141149e-17,0.9139960946603201,388.46171139999933
0,0.0,60,0.20878290192557786,0.08657930785154211,9.20593677231524e-05,0.03458186657561344,0,0,,[],4.417437057588218e-18,2.9745823191002825,642.1996673999965
0,0.0,80,0.06299841098599859,0.0355191861691759,-5.8255123779547346e-05,0.017638800913221467,0,0,,[],2.208718528794109e-18,3.0853691144884845,839.5999743999964
