samples,a_over_h,force_eV_L0,Haa_eV_L0sq
121,1.2229010186495963,1.144723774218471,1.4210854715202004e-14
121,2.831058107297415,-5.717648576819556e-15,1.5543122344752192e-15
121,4.039912184248724,0.03210286892176641,-5.937958458268611e-15
241,1.222901018649594,1.144723774218472,7.105427357601002e-15
241,2.831058107297402,-7.049916206369744e-15,-5.551115123125783e-16
241,4.0399121842486005,0.0321028689217664,-1.5959455978986625e-16
