model,C11_GPa,C12_GPa,C44_GPa,bulk_modulus_GPa,normal_stress_GPa
old_candidate,87.8161695580635,64.8326341444574,49.27104857203212,72.49381261565944,-2.5705543276335892e-14
best_feasible_same_family,85.25867788363047,64.2424420988905,52.54277051904424,71.24785402713717,1.3709623080712477e-13
