model,forward_J_m2,reverse_J_m2,fault_J_m2,endpoint_energy_low,endpoint_energy_high
old_candidate,0.17323796988051712,0.046437801318015386,0.12680016856250176,1.9737528090387553e-15,0.0562108457311987
best_feasible_same_family,0.16682276929637166,0.014831458343918366,0.15199131095245327,6.07760642675569e-15,0.06737814491327464
