samples,model,state,a_L0,ux_L0,uy_L0,energy_eV_cell,energy_J_m2,gradient_norm_eV_L0,eigenvalue_min_eV_L0sq,eigenvalue_middle_eV_L0sq,eigenvalue_max_eV_L0sq,force_a_eV_L0,traction_a_MPa,H_aa_eV_L0sq,H_ax_eV_L0sq,H_ay_eV_L0sq,force_x_eV_L0,traction_x_MPa,H_xa_eV_L0sq,H_xx_eV_L0sq,H_xy_eV_L0sq,force_y_eV_L0,traction_y_MPa,H_ya_eV_L0sq,H_yx_eV_L0sq,H_yy_eV_L0sq,Schur_curvature,eliminated_force_residual
31,opening_exchange,uniform_ideal_NOT_yield,0.8357209392012548,0.12533270585909592,0.04122326920086625,0.02766488205488985,0.06240631433650255,0.3277576185227815,-7.427200808584125e-12,5.5209566500401595,23.26273059433951,1.4335754805472334e-14,1.1292243909628415e-10,21.94019618152928,-5.071128694458219,0.6285637426112792,0.3277576185227815,2581.739867778276,-5.071128694458219,2.5007914503442152,-2.5423919368748393,1.734723475976807e-16,1.3664380335949196e-12,0.6285637426112792,-2.5423919368748393,4.342699612498742,-1.0051959264956167e-11,1.4335754805472334e-14
61,opening_exchange,uniform_ideal_NOT_yield,0.8357209392011804,0.1253327058587534,0.041223269200676364,0.0276648820547813,0.06240631433625768,0.3277576185227846,1.3881311464875035e-15,5.520956650042109,23.262730594344042,-9.381384558082573e-15,-7.389696885681325e-11,21.94019618153301,-5.071128694460171,0.6285637426089294,0.3277576185227846,2581.739867778301,-5.071128694460171,2.5007914503522723,-2.5423919368725225,-8.127179484951341e-16,-6.4017621873921976e-12,0.6285637426089294,-2.5423919368725225,4.3426996125008674,-1.7763568394002505e-15,9.381384558082573e-15
