label,eta,max_excluded_q_error,positive_LJ,exact_residual,duality_gap,conditional_rank,coefficient_count,material_accepted
baseline,12.507384978807881,2.100801577303527,True,3.801403636316536e-13,-5.329070518200751e-15,3,10,False
rank_four_nonnegative,12.507333738644554,2.1008545673028274,True,1.7763568394002505e-13,-1.0658141036401503e-14,4,11,False
rank_four_signed_DIAGNOSTIC,12.507333738644554,2.1008545673028274,True,1.7763568394002505e-13,-1.0658141036401503e-14,4,11,False
