model,role,order,radius_A,reference,prediction,error
source_density_gauge,excluded,0,4.975,-0.0193379638813844,-0.0024804021659417183,0.01685756171544268
source_density_gauge,excluded,0,5.225,-0.0036269154103260835,-0.002006207126005088,0.0016207082843209954
source_density_gauge,excluded,0,5.475,0.004006882575746419,-0.001431933906122368,-0.005438816481868787
source_density_gauge,excluded,0,5.725,0.003739392962530044,-0.0007013928651110897,-0.004440785827641134
source_density_gauge,excluded,0,5.975,0.0002463954613845509,-7.82466971588259e-05,-0.0003246421585433768
source_density_gauge,excluded,1,2.225,-2.5638026529466194,-4.453434759293193,-1.889632106346574
source_density_gauge,excluded,1,2.475,-1.3571658179521564,-1.1062219898574122,0.25094382809474425
source_density_gauge,excluded,1,2.725,-0.4447758033944891,-0.2793488677624626,0.16542693563202648
source_density_gauge,excluded,1,2.975,-0.10107145675427381,-0.025569917181724362,0.07550153957254946
source_density_gauge,excluded,1,3.225,0.01788669282734586,0.05307276616475728,0.035186073337411417
source_density_gauge,excluded,1,3.475,0.04274855167246687,0.05944744281703287,0.016698891144566
source_density_gauge,excluded,1,3.725,0.006235054796434932,0.03838945382174342,0.03215439902530849
source_density_gauge,excluded,1,3.975,-0.019338859146711344,0.02100361375157136,0.0403424728982827
source_density_gauge,excluded,1,4.225,0.009809885345139862,0.01055060825341829,0.0007407229082784274
source_density_gauge,excluded,1,4.475,0.034447026401063126,0.0056806272290781685,-0.02876639917198496
source_density_gauge,excluded,1,4.725,0.06420445551602848,0.002704443046395502,-0.06150001246963298
source_density_gauge,excluded,1,4.975,0.07273317662722455,0.0017475113380142886,-0.07098566528921026
source_density_gauge,excluded,1,5.225,0.0480051126804229,0.002067810831886781,-0.04593730184853612
source_density_gauge,excluded,1,5.475,0.013818761411382234,0.0025752057723081806,-0.011243555639074053
source_density_gauge,excluded,1,5.725,-0.013761038968051082,0.003181389649998173,0.016942428618049253
source_density_gauge,excluded,1,5.975,-0.0066129403580931015,0.0012026268082239036,0.007815567166317004
source_density_gauge,excluded,2,2.225,3.287781142069527,25.992679588741616,22.70489844667209
source_density_gauge,excluded,2,2.475,5.0216860947091515,5.9467977172273425,0.925111622518191
source_density_gauge,excluded,2,2.725,2.277363582517566,1.6761526978136807,-0.6012108847038853
source_density_gauge,excluded,2,2.975,0.8748273682851495,0.5494214108318128,-0.32540595745333667
source_density_gauge,excluded,2,3.225,0.14491118058719757,0.13604137255980445,-0.008869808027393122
source_density_gauge,excluded,2,3.475,0.053980991473446364,-0.06521638982838604,-0.11919738130183241
source_density_gauge,excluded,2,3.725,-0.30196215912499696,-0.07945722848633029,0.22250493063866666
source_density_gauge,excluded,2,3.975,0.09736125828492129,-0.05664953078951694,-0.15401078907443821
