phase_cycle,represented_interior_spacings,bandwidth,L1_density_error,KS_density_error,mean_spacing_direct,mean_spacing_reconstructed,variance_direct,variance_reconstructed,mean_energy_direct,mean_energy_reconstructed,mean_energy_relative_error,theta_min,theta_median
2.05,509.0,0.00638795599671946,0.01130767603606472,0.0027850463838208217,0.9982581238190184,0.9983029226861384,0.0002155710548063497,0.00021638995037888655,0.00011123487568557382,0.0001114012834009905,0.001496003069100971,4.985387855957881e-07,5.576292262444076e-06
2.1,509.0,0.006460291223399057,0.07625524370048758,0.038126356235710035,0.9986188767201822,0.9975756868324241,0.0002232678407239153,0.00020909822443077557,0.00011464930597455492,0.00011115729129969554,0.030458227768377324,1.0039683548314838e-06,3.5950554347859716e-06
2.25,509.0,0.007956681663445472,0.01889585769438471,0.00836371102638489,1.0013139440130467,1.00158701129339,0.0003605781223503277,0.0003665015366196822,0.00017554793806938787,0.00017801662571611444,0.014062755016528844,1.9289988021400253e-08,3.763407141146897e-05
2.4,509.0,0.00914607574434961,0.017571560328940788,0.006714580176134466,1.0042464468820516,1.0044001154326723,0.00047239177406169664,0.000470834240879307,0.00022823487771774517,0.00022812142071194994,0.0004971063446996092,1.3783070222882647e-07,0.00010292929336001304
2.5,509.0,0.008969459850136675,0.0185810333248503,0.009193689399298766,1.004931020416011,1.0053278442624023,0.0004536963254766541,0.0004613971041983377,0.000221252617152884,0.00022508720640010768,0.017331271813042632,1.6363465129957684e-07,0.00011845748337167722
2.6,509.0,0.008583090164582528,0.005674621005962662,0.002307947108485253,1.0044276021459417,1.0043239963494948,0.0004168515049326761,0.0004125770811245093,0.00020225347545150478,0.00020030626821847074,0.009627558827788488,2.3111787839976694e-07,0.0001052256248196644
2.75,509.0,0.009727962731312212,0.010726615104432796,0.003944373267685486,1.0022998768309026,1.0023970499137755,0.0005345589659598468,0.0005343984215120207,0.0002730192302190541,0.0002730478953505467,0.00010499308590676447,2.0385540238936804e-06,0.00022132430401057833
2.9,509.0,0.01051125552404212,0.003218979378706543,0.0015807489034846967,1.0001253590160393,1.0000504532765087,0.0006169881991706021,0.0006147240293908928,0.00031607767889448956,0.00031530062948025494,0.0024584128083717377,5.965123448600166e-06,0.00037073197356063994
