       Step     Time          Energy          fmax
LBFGS:    0 04:17:29    -1163.758516        0.126655
LBFGS:    1 04:17:33    -1163.764318        0.101738
LBFGS:    2 04:17:38    -1163.776273        0.039846
LBFGS:    3 04:17:42    -1163.776968        0.035069
LBFGS:    4 04:17:47    -1163.779301        0.029249
LBFGS:    5 04:17:51    -1163.779578        0.024880
LBFGS:    6 04:17:56    -1163.780260        0.019803
LBFGS:    7 04:18:01    -1163.780712        0.020021
LBFGS:    8 04:18:05    -1163.781084        0.016196
LBFGS:    9 04:18:10    -1163.781304        0.015091
LBFGS:   10 04:18:15    -1163.781547        0.012909
LBFGS:   11 04:18:19    -1163.781780        0.012127
LBFGS:   12 04:18:24    -1163.781963        0.009389
LBFGS:   13 04:18:28    -1163.782093        0.011843
LBFGS:   14 04:18:33    -1163.782222        0.010704
LBFGS:   15 04:18:38    -1163.782359        0.009126
LBFGS:   16 04:18:42    -1163.782459        0.007319
LBFGS:   17 04:18:47    -1163.782507        0.005142
LBFGS:   18 04:18:51    -1163.782533        0.004308
LBFGS:   19 04:18:56    -1163.782554        0.003636
LBFGS:   20 04:18:59    -1163.782569        0.002926
LBFGS:   21 04:19:03    -1163.782576        0.001962
LBFGS:   22 04:19:07    -1163.782580        0.001563
LBFGS:   23 04:19:11    -1163.782583        0.001237
LBFGS:   24 04:19:15    -1163.782586        0.000997
LBFGS:   25 04:19:19    -1163.782587        0.000888
LBFGS:   26 04:19:23    -1163.782587        0.000638
LBFGS:   27 04:19:27    -1163.782588        0.000516
LBFGS:   28 04:19:31    -1163.782588        0.000387
LBFGS:   29 04:19:35    -1163.782588        0.000323
LBFGS:   30 04:19:39    -1163.782588        0.000375
LBFGS:   31 04:19:43    -1163.782588        0.000275
LBFGS:   32 04:19:47    -1163.782588        0.000258
LBFGS:   33 04:19:51    -1163.782588        0.000215
LBFGS:   34 04:19:55    -1163.782588        0.000175
