radius_over_L0,energy_eV_per_row_period,site_count,inside_free_disk
1.0,0.3956025677185774,4,True
1.5,0.6098359695005255,10,True
2.0,0.7548304892493397,18,True
2.5,0.7844078471987759,30,True
3.0,0.7779597977892222,40,True
3.5,0.7639711193059664,56,True
4.0,0.7549043125064845,72,True
