model,scalar_decay,angular_decay,u,v,A,B,C,D3,D1,D2,epsilon_LJ_eV,sigma_LJ_L0,sigma_LJ_angstrom,isolated_atom_embedding_eV,production_promoted
old_candidate,1.287051801314886,4.898979485566356,0.09612165681770302,0.24369417082501654,3.89355136925137,3.092103130215297,1.380451821404016,101.32787902442625,-3.335696315515276,54.8300168687173,0.1544575147271985,0.8563724444054261,2.452464388774524,-1.711651308811281,False
joint_fit,2.906199643752374,5.308553273298447,0.21458016764251442,1.156880116857968,8.433928346495051,13.292929891445674,1.1599050550758656,89.72770707093413,5.506192051993154,87.82718668537244,1.5592908928692353,0.7551795203933279,2.162669867527473,-12.133024836369808,False
opening_exchange,2.906199643752374,5.308553273298447,0.20739749079908987,1.1052833435137457,8.234407627647723,12.742720794992902,1.1385348340076527,89.50587422671113,5.004553845459684,85.37895435823003,1.4725964918162426,0.7566382846139642,2.1668474509213587,-11.60418596098525,False
