model,role,count,sum_squared_normalized_error,normalized_RMS,max_abs_normalized_error
old_candidate,fit,14,87.43861017275397,2.4991228485889945,6.050060858470044
old_candidate,heldout,9,2214.5286179446625,15.686259443448739,46.710344874555254
joint_fit,fit,14,28.449914662527622,1.4255303439804836,3.1709933919207134
joint_fit,heldout,9,813.6591756149846,9.508237221921403,27.314262870852865
opening_exchange,fit,14,28.605190562400622,1.4294152291459366,3.1647346534201324
opening_exchange,heldout,9,859.9378766500779,9.774899127925554,28.225329129773534
