frame,atoms,n_Si,n_O,composition,group,dft_energy_eV,mace_energy_eV,force_component_RMSE_eV_A,force_component_MAE_eV_A,force_component_max_error_eV_A,source_force_component_RMS_eV_A,source_total_force_norm_eV_A,mace_total_force_norm_eV_A,same_composition_reference_frame,relative_energy_error_eV_atom,Z8_force_component_RMSE_eV_A,Z14_force_component_RMSE_eV_A
565,18,6,12,Si6O12,SiO2_stoichiometry,-10644.029969846719,-142.0901742742461,0.009331950580193255,0.007562896458065667,0.020763991513165648,0.0011789417178444718,2.2360679774998683e-06,2.562521869311371e-16,29,0.020454018189290143,0.009407428759905022,0.009179132483417559
566,3,1,2,Si1O2,SiO2_stoichiometry,-1772.892246636634,-22.63408724906101,0.00743959292276945,0.003507057736638849,0.01578175981487351,0.6438329807878921,0.0,5.113459408100601e-16,26,0.03237944399452649,0.009111603277403046,7.113305865753775e-16
567,18,6,12,Si6O12,SiO2_stoichiometry,-10643.26650720005,-141.36545095667606,0.014797921376726385,0.012560434819029983,0.028803715777431623,0.0006395338435431208,3.6055512754639265e-06,4.182230865660315e-16,29,0.0183018332393077,0.014699365748798616,0.01499308922075165
568,9,3,6,Si3O6,SiO2_stoichiometry,-5321.687479497697,-70.74779110951971,0.005551064870851401,0.0038655444624116414,0.011248325741460667,0.0005028426600247245,1.4142135623728419e-06,7.978627212667872e-16,133,0.008302572174806578,0.006536352204418211,0.002644837106665707
569,12,4,8,Si4O8,SiO2_stoichiometry,-7096.106470744064,-94.85667488516015,0.004274665019996449,0.003238887624045573,0.008718640344009453,0.0006175212097122207,2.4494897427832817e-06,1.3867907886776282e-16,30,0.022612173992374807,0.0036529344033852896,0.005303812175093691
570,12,4,8,Si4O8,SiO2_stoichiometry,-7096.103106056181,-94.8532233278225,0.006476063000397279,0.005422347060661862,0.010644476872200978,1.0760008261045983e-05,0.0,4.4333301263300426e-16,30,0.02261941311360971,0.007534643570191191,0.00350377917336366
571,12,4,8,Si4O8,SiO2_stoichiometry,-7095.497343459737,-94.26260865883957,0.010877179070417665,0.007486485165711255,0.020032290285252705,0.0014271668904978607,1.0842021724855044e-19,5.731338398166117e-16,30,0.021357085825184658,0.01331848164119991,0.00041852973112822253
572,25,10,15,Si10O15,mixed_other_stoichiometry,-14884.70681405795,-179.91830400859664,0.30217691628277893,0.19345587751780632,1.1085830763307674,0.8633794563939079,1.4142135625315187e-06,7.994196043357297e-16,572,0.0,0.14715228896144664,0.4424890141184687
573,29,10,19,Si10O19,mixed_other_stoichiometry,-17148.695417839637,-206.33960299441605,0.17307940781277997,0.13333163482350013,0.4498490173476011,0.714488335272124,4.242640687369673e-06,2.3248504889408132e-15,573,0.0,0.1364575658061384,0.22692405839991053
574,29,10,19,Si10O19,mixed_other_stoichiometry,-17148.602945658622,-206.10630158924357,0.13973221498752966,0.10330405961419403,0.4194063674834392,0.7178692439041029,1.4142135622175e-06,9.945640348601413e-16,573,0.004856180143355201,0.11221257683515824,0.18082756417498289
575,39,14,25,Si14O25,mixed_other_stoichiometry,-23111.100693727883,-286.96093282972015,0.4463064669595878,0.2730165721898904,1.4531174339966133,1.003283544164224,1.7320508068374799e-06,1.4296142336251884e-15,575,0.0,0.3344992688661338,0.5958873943089646
576,27,10,17,Si10O17,mixed_other_stoichiometry,-16026.348117610976,-204.7017711120582,0.22632580159681387,0.11058640192412289,0.9777512630998104,0.19753070859082913,1.41421356236852e-06,5.044270735973668e-16,576,0.0,0.17711369934382876,0.2915053149135594
577,35,11,24,Si11O24,mixed_other_stoichiometry,-20631.1203236923,-258.63142339454356,0.2890375007633096,0.16034062102068902,1.0063454866657962,0.36596662427277377,9.99999999999999e-07,4.462523818879133e-15,577,0.0,0.2569025645650807,0.3490271447296868
578,25,8,17,Si8O17,mixed_other_stoichiometry,-14752.19484235239,-190.96751872920706,0.3168833206453721,0.1332457249396126,1.4838219563247361,0.19353049579167966,2.236067977518017e-06,9.576368865717445e-16,578,0.0,0.23597920447458862,0.4421129420924488
579,25,10,15,Si10O15,mixed_other_stoichiometry,-14884.536838815433,-179.63731478367353,0.2834358922062615,0.17173948298348607,1.0500574012141566,0.8546350229596101,3.1622776602927753e-06,7.947987303456224e-16,572,0.004440559296225502,0.1309254066089103,0.41848246000679157
580,29,9,20,Si9O20,mixed_other_stoichiometry,-17087.672644112903,-216.61933211072716,0.1888198944161253,0.12719101257848597,0.6149856021664202,0.1937067542126144,1.414213562354883e-06,2.4865649988409277e-15,580,0.0,0.1637335435992032,0.235174204297141
581,9,9,0,Si9O0,Si_only,-5717.877230476695,-45.65501196289588,0.23505739547417756,0.15829277640022546,0.5118810059442616,0.31833521942082327,1.4142135623745095e-06,9.934014815290038e-16,581,0.0,,0.23505739547417756
582,9,9,0,Si9O0,Si_only,-5718.427631100102,-46.008536434569784,0.15236839314458567,0.1016128778758911,0.2286124846812202,0.2992137240097415,3.4641016151732687e-06,1.942890293094024e-16,581,0.021875127970327906,,0.15236839314458567
583,9,9,0,Si9O0,Si_only,-5718.520148860186,-45.684242769253316,0.12930793960803053,0.09825138167688541,0.22577735605595703,0.0001006504769910134,2.000000000000008e-06,9.71445146547012e-17,581,0.06818750857036487,,0.12930793960803053
584,9,9,0,Si9O0,Si_only,-5717.811814304692,-45.56359945250226,0.12444967116768402,0.08607956704190112,0.24713088934635322,0.00010337149832843997,9.99999999999943e-07,3.3422138886441676e-16,581,0.002888482043391131,,0.12444967116768402
585,9,9,0,Si9O0,Si_only,-5717.333380314189,-45.34622364594987,0.3247145383479033,0.24587045066624633,0.6116057215941255,0.8550147269436033,2.828427124552757e-06,4.69094375588105e-16,581,-0.026117982840078626,,0.3247145383479033
586,9,9,0,Si9O0,Si_only,-5718.502794934806,-46.04185976973821,0.013655284590754255,0.009110161603568548,0.020494343076596144,3.398529093593286e-05,1.732050807568849e-06,3.890269687854294e-16,581,0.026524072363141075,,0.013655284590754255
587,9,9,0,Si9O0,Si_only,-5697.293711405956,-26.234797174900496,1.0746596635887637,0.7434523224150952,2.8523925649783735,16.729076656625214,7.176198573685038e-15,1.8789807214902486e-14,581,-0.12925603141600048,,1.0746596635887637
588,9,9,0,Si9O0,Si_only,-5717.811803692251,-45.56300741766762,0.12364781484741617,0.08547296238883798,0.24543479688512537,0.003961714499781348,3.4641016151367124e-06,3.4021815010030383e-16,581,0.0029530845315003753,,0.12364781484741617
589,9,9,0,Si9O0,Si_only,-5717.152376705087,-45.0272432937671,0.22566650418703538,0.17903072998355576,0.4401233456188339,0.5298314287462884,2.607630420497158e-16,4.183094219710247e-16,581,-0.010787233608874815,,0.22566650418703538
590,9,9,0,Si9O0,Si_only,-5717.463329648717,-45.2074325850824,0.09885556300387414,0.07560741018271505,0.23249415916547422,0.3962198097740323,1.7320508075225355e-06,2.0014830212433605e-16,581,0.003742061092823058,,0.09885556300387414
591,9,9,0,Si9O0,Si_only,-5717.868489499219,-45.58900383705162,0.22382392221610428,0.16980825080185571,0.5812280512878574,0.5063921347917303,9.999999999732445e-07,1.1188630228279524e-16,581,0.006363016485360775,,0.22382392221610428
592,9,9,0,Si9O0,Si_only,-5717.528811400161,-45.051303630330914,0.2875661341042149,0.2500073298909054,0.5681110204576844,0.5549818255167694,1.4142135624137618e-06,3.554447978966673e-16,581,0.028365472892340274,,0.2875661341042149
593,9,9,0,Si9O0,Si_only,-5717.00694545248,-45.096606494595065,0.2106419553652663,0.1675448862866176,0.5716218820547072,0.40113383864846386,2.236067977553228e-06,2.0396099332657776e-16,581,-0.034653283990494624,,0.2106419553652663
594,9,9,0,Si9O0,Si_only,-5717.562087523845,-45.41198592912649,0.24819828732794616,0.1885766764802429,0.6627319811393366,0.42172122100058257,1.4142135624137618e-06,2.0206364052201326e-16,581,-0.008012991009033656,,0.24819828732794616
595,9,9,0,Si9O0,Si_only,-5717.684974687359,-45.52162823233819,0.20583295496943455,0.1368244051344896,0.47154310550770107,0.4156494551001325,1.4142135623156307e-06,3.4219371797089426e-16,581,-0.006541339864339098,,0.20583295496943455
596,9,9,0,Si9O0,Si_only,-5717.061416116569,-44.885185804121754,0.21332771175484505,0.17319430575036268,0.5386944823801832,0.42945941904122,9.999999999177334e-07,1.1102230246251565e-16,581,-0.00510980015029203,,0.21332771175484505
597,9,9,0,Si9O0,Si_only,-5712.300989033342,-40.505094652799,0.3328986876150224,0.2644619409402508,0.7373291996409379,1.2977310422252515,1.4142135621193694e-06,2.058455360372519e-15,581,-0.04736934813956455,,0.3328986876150224
598,9,9,0,Si9O0,Si_only,-5717.273892278688,-45.214066331130645,0.2215978151768665,0.1846428709872491,0.43691294073453013,0.49866733291807847,1.4142135622714722e-06,2.385859738517653e-16,581,-0.018043618471295986,,0.2215978151768665
599,9,9,0,Si9O0,Si_only,-5716.791618353446,-45.08066614477735,0.25137324499368197,0.2081261340162254,0.5454910193336668,0.46839637319934097,1.4142135624137618e-06,2.029570866019872e-16,581,-0.056807367236732235,,0.25137324499368197
600,9,9,0,Si9O0,Si_only,-5716.693401304616,-44.928386710741904,0.39629130980562505,0.2788412396160788,0.7854289735912339,1.3632270601772947,2.5438405243138006e-16,7.021666937153402e-16,581,-0.050800435547296435,,0.39629130980562505
601,9,9,0,Si9O0,Si_only,-5713.353987766212,-41.17899393160302,0.3471054154666654,0.23285388583116504,1.019225617206546,4.992991700625202,1.414213561079183e-06,1.879607908576665e-15,581,-0.0052471865766732,,0.3471054154666654
602,9,9,0,Si9O0,Si_only,-5710.485620871236,-39.08943215297643,0.6973341138382977,0.5294470699376499,1.3819305753589766,2.354599373948869,9.999999999177334e-07,2.531698018113677e-15,581,-0.09178108839328934,,0.6973341138382977
603,9,9,0,Si9O0,Si_only,-5713.644878707326,-42.12853279888285,0.18933155549741387,0.10863652771101277,0.6165366410283144,2.5141844563991103,1.4142135619427338e-06,2.808666774861361e-15,581,-0.07843028948404335,,0.18933155549741387
604,9,9,0,Si9O0,Si_only,-5717.456575102422,-45.135921283670676,0.20615299567858444,0.17837598318770287,0.42844711591794327,0.5019029092871339,2.8284271248275233e-06,2.435541875787129e-16,581,0.010937256105762572,,0.20615299567858444
605,9,9,0,Si9O0,Si_only,-5717.018872611145,-45.06407418192692,0.27088515795904594,0.21503954520483898,0.6090410731687901,0.5567966556813411,2.254873622441467e-16,2.435541875787129e-16,581,-0.02971334273130645,,0.27088515795904594
606,9,9,0,Si9O0,Si_only,-5717.344387183779,-45.1299449818899,0.24162116193383207,0.1870797567431715,0.5855956683053016,0.5332117005421365,1.414213562379416e-06,1.9141791241147513e-16,581,-0.0008640346567100702,,0.24162116193383207
607,9,9,0,Si9O0,Si_only,-5714.605937105724,-42.645823376196184,0.19107377153986146,0.15611376607594585,0.5394933372249011,1.462288609993785,1.6616296724220897e-15,1.1322097734007351e-15,581,-0.029122753808007613,,0.19107377153986146
608,9,9,0,Si9O0,Si_only,-5717.264254413929,-44.96949776230076,0.17344570665526712,0.1433154353565645,0.32570120174045325,0.39829934537564415,1.6243534171511178e-16,2.0014830212433605e-16,581,0.00805979309208027,,0.17344570665526712
609,9,9,0,Si9O0,Si_only,-5717.337537125518,-45.01815578108485,0.1944749641139408,0.161102086135798,0.38448406966461257,0.3981441166260817,2.2360679774709946e-06,2.651347637902923e-16,581,0.010795870070397642,,0.1944749641139408
610,9,9,0,Si9O0,Si_only,-5717.941011108341,-45.691363348035964,0.20163673264412402,0.16514634028811492,0.409479404018384,0.5232562398028614,1.732050807650733e-06,4.611102534756203e-16,581,0.0030476940561443813,,0.20163673264412402
611,9,9,0,Si9O0,Si_only,-5714.939370463804,-43.3798740102468,0.18839680180953597,0.14842853680628323,0.45838696264716994,1.0588499709620147,1.7320508074263874e-06,9.550499576785472e-16,581,-0.07363578447134482,,0.18839680180953597
612,9,9,0,Si9O0,Si_only,-5717.098485099294,-45.010738098965994,0.2045154724318087,0.14947667502578701,0.5464651570495443,0.4829033023244041,9.999999999732445e-07,2.612012026770126e-16,581,-0.014941279274648563,,0.2045154724318087
613,9,9,0,Si9O0,Si_only,-5717.252178817153,-45.07587833219124,0.17286143195562942,0.14563551313125936,0.3311807832731553,0.3251842754032789,1.249000902703301e-16,3.6506759942727966e-16,581,-0.00510200320413961,,0.17286143195562942
614,9,9,0,Si9O0,Si_only,-5717.50381542913,-45.45416024522603,0.30699478137011854,0.24705502534696852,0.6536806532330148,0.8086999412497403,2.4494897428706117e-06,1.2719202621569003e-16,581,-0.019173703321759678,,0.30699478137011854
615,9,9,0,Si9O0,Si_only,-5710.230688824356,-38.96177547479566,0.47129093424329366,0.35575961510010523,1.3519526507074373,2.3195383436460255,2.000000000279556e-06,2.2914745035407573e-15,581,-0.1059227960266082,,0.47129093424329366
616,9,9,0,Si9O0,Si_only,-5717.469134245527,-45.20746546516774,0.11180997212474754,0.09008830961313816,0.257370097938325,0.5929347613463801,2.4494897426269914e-06,4.263892432392673e-16,581,0.004383362951103543,,0.11180997212474754
617,9,9,0,Si9O0,Si_only,-5717.360556461468,-45.13246540553498,0.20826371259394913,0.14312297167205912,0.6472347856005821,0.48047526505703664,1.4142135624677335e-06,3.290674871864012e-16,581,0.0006525046815239774,,0.20826371259394913
618,9,9,0,Si9O0,Si_only,-5712.895477408329,-40.70402549128826,0.43453075234922156,0.3516414931478722,0.8984832834333112,1.510142898626558,3.973993651728112e-16,8.010741897413915e-16,581,-0.0034185107510143415,,0.43453075234922156
619,9,9,0,Si9O0,Si_only,-5717.595103234565,-45.247372783247215,0.19021297194384784,0.1524451850242705,0.45405397211027343,0.37533408248987793,1.4142135623352571e-06,2.1677797545656835e-16,581,0.013945770835337138,,0.19021297194384784
620,9,9,0,Si9O0,Si_only,-5717.796384632476,-45.55200043837397,0.2642102829330848,0.2126750489983207,0.6477584158774773,0.5903474013946113,9.999999999732445e-07,3.608224830031759e-16,581,0.002462853366904167,,0.2642102829330848
621,9,9,0,Si9O0,Si_only,-5717.187831916564,-45.007615651778515,0.17456924700284387,0.1368666514878444,0.4348977986358607,0.3561294367120118,1.4142135624039485e-06,4.3466507513761424e-16,581,-0.004666916557064206,,0.17456924700284387
622,9,9,0,Si9O0,Si_only,-5717.624291799898,-45.46605751101524,0.22745101380812507,0.167750224584035,0.5836320633882845,0.7052981657410075,1.414213562170888e-06,1.6653345369377348e-16,581,-0.007109358324082709,,0.22745101380812507
623,9,9,0,Si9O0,Si_only,-5716.823286284217,-45.066413966326806,0.38519630364144214,0.30642162657420197,0.6665908094711582,0.587452584687038,1.4142135626100232e-06,7.97218214573518e-17,581,-0.05170513287881562,,0.38519630364144214
624,9,9,0,Si9O0,Si_only,-5714.490213339581,-43.36796698387293,0.43993559557393924,0.37329255640201386,0.7241862905697155,1.8744459809850285,1.7320508072180664e-06,9.550499576785472e-16,581,-0.12221912867684243,,0.43993559557393924
625,9,9,0,Si9O0,Si_only,-5710.257542380654,-39.16234779954476,0.5112217422905683,0.4663775892760138,0.909762130455821,3.692940084697076,1.8001348463353785e-15,6.677970728318246e-15,581,-0.12522488141004276,,0.5112217422905683
626,9,9,0,Si9O0,Si_only,-5664.723034060389,7.807329110776528,8.062577803227382,3.8860862491239994,17.1363447504419,25.23772455648075,1.0000000023047129e-06,2.4248288159654144e-14,581,0.03423829526291734,,8.062577803227382
627,9,9,0,Si9O0,Si_only,-5713.626764767933,-42.351516609324676,0.30480553456304216,0.22476594791040008,0.6332099172712677,2.643337757320825,2.2360679778930254e-06,7.024751952920612e-16,581,-0.10521892835453567,,0.30480553456304216
628,9,9,0,Si9O0,Si_only,-5679.113749844616,-9.669076867496983,2.3568168282161257,1.1492968440627471,5.009739898295393,19.935807826045504,1.4142135635913312e-06,5.734667327611837e-15,581,-0.3086161707422714,,2.3568168282161257
629,9,9,0,Si9O0,Si_only,-5716.334507749259,-44.67614573615014,0.2555043145193429,0.23855632850850497,0.41468101150575687,0.7633003451915363,2.9999999996421778e-06,1.0838898772828417e-15,581,-0.06265072229900032,,0.2555043145193429
630,9,9,0,Si9O0,Si_only,-5716.694731669279,-44.96036958165434,0.30308646482735024,0.26543283554380953,0.4754269771502473,0.6568760349556354,2.8284271249845327e-06,3.597533769998862e-16,581,-0.05420626957502685,,0.30308646482735024
631,9,9,0,Si9O0,Si_only,-5692.767717624347,-23.956121722471874,0.33398845174194564,0.2401393692192121,0.7127333571775409,13.988192030188857,9.999999973642204e-07,9.111991036348162e-15,581,-0.3789580679916015,,0.33398845174194564
632,9,9,0,Si9O0,Si_only,-5716.256004397204,-44.73416566255975,0.4640363212001243,0.4124880414522299,0.7446360289578662,0.9336391818339436,2.2887833992611187e-16,4.041272810440265e-16,581,-0.07781997546164693,,0.4640363212001243
633,9,9,0,Si9O0,Si_only,-5716.843908569172,-45.07562178207591,0.34319754674101116,0.2869247345617495,0.5158647882604908,0.6129393622511543,2.236067977564089e-06,3.5652682413747997e-16,581,-0.05043685852263893,,0.34319754674101116
634,9,9,0,Si9O0,Si_only,-5653.724163257385,23.227040978301865,13.858223783602874,6.672535117643645,29.40752451121883,28.872570553575528,2.4494897440547184e-06,2.868353092439254e-14,581,0.5254428579874949,,13.858223783602874
635,9,9,0,Si9O0,Si_only,-5703.055004560253,-33.29295762467873,1.4640753897823937,0.7975101018531652,3.1475833648759526,8.83863107397911,1.0000000024157352e-06,3.6492249314704545e-15,581,-0.27335239758056357,,1.4640753897823937
636,9,9,0,Si9O0,Si_only,-5715.512826478248,-43.993329945305234,0.26779144171149055,0.23121699736626689,0.4454435512868655,1.2984044303134634,1.4142135623352571e-06,1.1890438058266272e-15,581,-0.07808022009519691,,0.26779144171149055
637,9,9,0,Si9O0,Si_only,-5709.760921116073,-38.879013424991605,0.6859706343562566,0.4056579913048941,1.4807986979645502,5.097372946712082,1.4142135612361923e-06,3.6180327038338345e-15,581,-0.14892342474640607,,0.6859706343562566
638,9,9,0,Si9O0,Si_only,-5715.650267379463,-44.05592637696927,0.24411585268489489,0.19421305628862892,0.4325743821917096,1.2289774650951815,8.092071311423672e-17,8.852462337514722e-16,581,-0.06976416792285771,,0.24411585268489489
639,9,9,0,Si9O0,Si_only,-5717.792792185292,-45.303986226375685,0.15935355864490575,0.12115007456768206,0.3058084833937308,0.22797602745464268,1.8670653977139892e-16,1.6243534171511178e-16,581,0.029620827235156355,,0.15935355864490575
640,9,9,0,Si9O0,Si_only,-5718.004700309729,-45.380068458926274,0.09027822327346213,0.0763277803792934,0.14375461682245938,3.655133376499413e-05,1.5152185993940876e-20,3.4028890358970357e-16,581,0.044712593000344865,,0.09027822327346213
641,9,9,0,Si9O0,Si_only,-5649.59409514243,29.442117862385786,15.947225052561548,7.679403743386048,33.82630669000763,30.199156882079567,1.6364024549834961e-15,7.397801823429753e-14,581,0.7571104990018114,,15.947225052561548
642,9,9,0,Si9O0,Si_only,-5653.730045678758,23.218305172461957,13.855132841871118,6.670947393536145,29.401152925902217,28.870597313303673,1.999999995949686e-06,2.7882737921491773e-14,581,0.5251258152689408,,13.855132841871118
643,9,9,0,Si9O0,Si_only,-5663.618212467347,9.27422932191449,8.615761446605804,4.154679558544,18.31488962811069,25.616781787070703,1.9999999987252437e-06,3.955411040055149e-14,581,0.0744692528291032,,8.615761446605804
644,7,7,0,Si7O0,Si_only,-4446.329673597413,-34.494531121498795,0.19973378224756722,0.15112803857201404,0.2655433340227348,0.5077408912412201,1.7320508074723332e-06,1.4171215039136232e-16,644,0.0,,0.19973378224756722
645,7,7,0,Si7O0,Si_only,-4447.155974545429,-35.21373259058813,0.06843687671226692,0.051811193587470425,0.09083530184058611,0.15934000161260437,3.0254680564200426e-17,3.546998518101729e-17,644,0.015299925560962078,,0.06843687671226692
646,7,7,0,Si7O0,Si_only,-4447.19726918429,-35.28557688086797,0.09489240054740308,0.07173191233096025,0.1255308465791809,0.061209834545952316,0.0,3.252309517769945e-16,644,0.010935689644052258,,0.09489240054740308
647,7,7,0,Si7O0,Si_only,-4447.204251762001,-35.31578597506876,0.10851043315253406,0.08202617736500266,0.14354581038875386,9.827076298239908e-06,0.0,1.1406531625297152e-16,644,0.007617615859784012,,0.10851043315253406
648,7,7,0,Si7O0,Si_only,-4447.187062873677,-35.27928382879886,0.09791025688678479,0.07635826729660573,0.15451132491364622,0.14852514148869914,9.999999999927602e-07,2.5347784239096165e-16,644,0.010376652709170335,,0.09791025688678479
649,7,7,0,Si7O0,Si_only,-4447.196782372594,-35.28478652992183,0.09468233087250012,0.07235154237356656,0.12859271253875829,0.06583938962643071,1.4142135623646964e-06,3.1378152046859996e-16,644,0.010979052393979925,,0.09468233087250012
650,7,7,0,Si7O0,Si_only,-4447.146896146766,-35.259090858497586,0.12752277986527716,0.09587654555150821,0.2696068842049874,0.29625407985561186,1.0000000000183473e-06,3.502595287175881e-16,644,0.007523258907826046,,0.12752277986527716
651,7,7,0,Si7O0,Si_only,-4447.176954932224,-35.27345935879684,0.10195177555902427,0.08059537883023678,0.17227388006011052,0.1999508904027615,8.886119947416683e-17,2.420669712248692e-16,644,0.00976472821623174,,0.10195177555902427
652,7,7,0,Si7O0,Si_only,-4446.979963953549,-35.11259730922193,0.13183192783286304,0.09294285305662281,0.3304336423764316,0.5946569720313752,1.4142135621954209e-06,1.1739862079479962e-16,644,0.004603452630392317,,0.13183192783286304
653,7,7,0,Si7O0,Si_only,-4447.166261265688,-35.27193318059857,0.11486993966884868,0.08749228516513577,0.24202959015621262,0.24365468508116153,8.777083671441753e-17,2.6477131637640694e-16,644,0.008455087025113122,,0.11486993966884868
654,7,7,0,Si7O0,Si_only,-4447.154367168857,-35.26126881254788,0.1181361013048536,0.08880700886610937,0.26172973351204776,0.2828788470339168,1.4142135623450702e-06,2.607399605677454e-16,644,0.008279411485014114,,0.1181361013048536
655,7,7,0,Si7O0,Si_only,-4447.148757949798,-35.25643652412616,0.1199932053559063,0.08943516941630454,0.2663887782546086,0.29921448065193895,1.4142135623499767e-06,3.35945672305943e-16,644,0.008168421393989433,,0.1199932053559063
656,7,7,0,Si7O0,Si_only,-4447.021399003162,-35.09794509884928,0.09326941722059587,0.07156193526541275,0.1989420990067695,0.5228722668689881,1.0000000000842668e-06,1.3597399555105182e-16,644,0.012615918342632426,,0.09326941722059587
657,7,7,0,Si7O0,Si_only,-4447.038314961284,-35.15122858373978,0.11732732694713996,0.08794329236824629,0.2741136687231821,0.5017030859394258,1.684022518587624e-16,3.1592929488711313e-16,644,0.007420557375819418,,0.11732732694713996
658,7,7,0,Si7O0,Si_only,-4447.179029256181,-35.27888962956494,0.10610630821802548,0.08390418445808381,0.1944984116011969,0.1910790379368107,1.4142135623757362e-06,3.0846876067907083e-16,644,0.009285307243153795,,0.10610630821802548
659,7,7,0,Si7O0,Si_only,-4447.155270042645,-35.26138358569974,0.11500080659301935,0.08658693299845067,0.24278340360264475,0.2658236042752877,1.999999999946489e-06,1.3092278833360675e-16,644,0.00839199729013578,,0.11500080659301935
660,7,7,0,Si7O0,Si_only,-4447.175611778211,-35.277552132485155,0.10970028350947143,0.08691658425510712,0.2003400044755202,0.20134055340546536,2.449489742819621e-06,2.5133742693021536e-16,644,0.008988167115938544,,0.10970028350947143
661,7,7,0,Si7O0,Si_only,-4447.068269118963,-35.152627939895766,0.09650803430171355,0.07089810181099303,0.22776374348958636,0.40544066800634165,2.449489742774297e-06,3.5652682413747997e-16,644,0.011499814736211533,,0.09650803430171355
662,7,7,0,Si7O0,Si_only,-4447.178484484232,-35.27952352510958,0.10807738463980739,0.08591585452047215,0.19959610280004633,0.1916136536284853,1.4142135622861917e-06,1.2719202621569003e-16,644,0.009116926172686541,,0.10807738463980739
663,7,7,0,Si7O0,Si_only,-4447.164774027385,-35.27220817139906,0.12097405001975108,0.09068554966695265,0.23146401206742012,0.23823135763850592,1.414213562325444e-06,5.721958498152797e-17,644,0.008203340010254578,,0.12097405001975108
664,7,7,0,Si7O0,Si_only,-4447.115830812139,-35.24799220097519,0.12841360583942782,0.09546666577639502,0.3147884743005213,0.34450460910912145,1.4142135623352571e-06,4.041272810440265e-16,644,0.004670876464329256,,0.12841360583942782
665,7,7,0,Si7O0,Si_only,-4447.163795233829,-35.26965650293313,0.1154881584717308,0.08732491123067862,0.2474018537970575,0.2527888437081149,1.732050807602659e-06,3.002224531865041e-16,644,0.008428036425960224,,0.1154881584717308
666,7,7,0,Si7O0,Si_only,-4447.175787971934,-35.27276337377218,0.10288787064086014,0.08133780545603521,0.17896984801938298,0.20520184289841248,1.7320508075786218e-06,2.7336071744532853e-16,644,0.009697446035470339,,0.10288787064086014
667,7,7,0,Si7O0,Si_only,-4447.179680560705,-35.27998807370424,0.10697475379936389,0.0846899174626305,0.19736556943418293,0.18759914910280173,1.414213562354883e-06,2.5020943278529207e-16,644,0.009221430155206585,,0.10697475379936389
668,7,7,0,Si7O0,Si_only,-4446.95075130614,-35.07678279198581,0.1277756010384993,0.08907004847422585,0.3185316938885485,0.6324192719853846,1.732050807794955e-06,2.951273991599437e-16,644,0.005546576891450375,,0.1277756010384993
669,7,7,0,Si7O0,Si_only,-4447.095151247216,-35.205769913506806,0.11522931853142263,0.08926219248624515,0.25481996298329146,0.4185781366442488,1.4142135623843224e-06,1.1631705747361534e-16,644,0.007748408256421361,,0.11522931853142263
670,7,7,0,Si7O0,Si_only,-4446.996155000347,-35.111009387385785,0.11988230849473082,0.08697302025584067,0.28936330075215144,0.5620810220701113,1.000000000070389e-06,5.117875266520903e-16,644,0.007143305292508728,,0.11988230849473082
671,7,7,0,Si7O0,Si_only,-4447.148279301518,-35.25517470228252,0.11456819668638481,0.08834567099180488,0.24633144854228906,0.2948617020164667,1.0000000000565112e-06,1.1188630228279524e-16,644,0.008280303331714225,,0.11456819668638481
672,7,7,0,Si7O0,Si_only,-4447.19579595985,-35.28423432566443,0.09498725840421095,0.07315756671820856,0.13329366691378305,0.0784647928278907,1.4142135623715961e-06,2.0721097648720028e-16,644,0.010917022610286153,,0.09498725840421095
673,7,7,0,Si7O0,Si_only,-4447.081558071442,-35.21085770511318,0.1314596043309941,0.09754102431338983,0.3002410967631969,0.41621851315596464,1.0000000000981446e-06,5.383794727051534e-16,644,0.005079698630643138,,0.1314596043309941
674,7,7,0,Si7O0,Si_only,-4447.179916347365,-35.274714101739356,0.10025381194081093,0.0789874073513486,0.1642045967244722,0.18595639419498325,1.4142135623450702e-06,1.9675159943996247e-16,644,0.010008538530274993,,0.10025381194081093
675,7,7,0,Si7O0,Si_only,-4447.177805015924,-35.279112329659796,0.1086032782148063,0.08628498371415494,0.19989938643681437,0.19364222447325993,1.4142135623843224e-06,2.3469468764647177e-16,644,0.009078601478571662,,0.1086032782148063
676,7,7,0,Si7O0,Si_only,-4447.155236300526,-35.26629018925366,0.12634639017731517,0.09567660277394216,0.24479838257122616,0.2794855323010818,1.41421356235243e-06,2.227212004505268e-16,644,0.007686233622600014,,0.12634639017731517
677,7,7,0,Si7O0,Si_only,-4447.142984782139,-35.252548830974234,0.12511796078760454,0.09300571035553037,0.27252950823480593,0.30808138580908717,9.999999999819181e-07,1.368563798628543e-16,644,0.007899067893000782,,0.12511796078760454
678,7,7,0,Si7O0,Si_only,-4447.015648284897,-35.148981069477614,0.1328418498985932,0.09549563018286555,0.32711071095355637,0.5401971920206546,2.2360679772661855e-06,2.237726045655905e-16,644,0.0045035342150693426,,0.1328418498985932
679,7,7,0,Si7O0,Si_only,-4447.143546016976,-35.259061860211574,0.12220907305290242,0.09502482248783187,0.3244801815006941,0.28045868126330553,1.0000000000287557e-06,2.2887833992611187e-16,644,0.007048811550069851,,0.12220907305290242
680,7,7,0,Si7O0,Si_only,-4447.164960153264,-35.271567147710755,0.1185757923635384,0.08739342944089855,0.23658418266188558,0.2281706163942112,6.798699777552591e-17,1.9078803932353506e-16,644,0.008321504234130219,,0.1185757923635384
