energy_model,stress_mpa,reduced_stress,force,configurational_barrier,opening_barrier_at_minimum,opening_barrier_at_configurational_saddle,event_ordering_status
two_row_lj_reference,2900,4.20289855072e-2,3.62680577063,2.29361461638e-2,2.20088145907e-1,9.97004541918e-2,static-slip-barrier-lower-dynamic-model-flow-tiny-opening-unresolved
