energy_model,stress_peak_mpa,force_peak,max_net_registry_flux,max_gross_registry_flux,max_net_plastic_flow_rate,max_gross_slip_activity,max_selective_opening_rate,cumulative_net_transfer,cumulative_gross_activity,absorbed_registry_moment,registry_moment_balance_residual
two_row_lj_reference,2900,3.62680577063,1.38854053137e-10,1.39189538776e-10,3.60031540540e-11,3.60901413683e-11,1.24079230181e-14,1.00754163158e-11,1.05106712054e-11,3.22089049379e-16,5.07602903264e-26
