case,radius,ring,shear_MPa,free_rows,energy_eV_per_row_repeat,maximum_force_eV_L0,minimum_H_eV_L0sq,eigenpair_residual,stable_fixed_boundary,method,iterations,elapsed_seconds,winding,energy_replay_error_eV,affine_bulk_error_eV_L0cubed,reciprocal_modes,last_mode_envelope,material_accepted,actual_yield_calibrated
probe_core_plus_R10r7,10.0,7,0.0,444,1.0324061688744497,2.7779762021111487e-08,0.14856871750892536,1.0711308837515916e-13,True,newton_cg,10,1307.8090458999795,0.9999999999999999,0.0,5.611539011241007e-11,9,3.811015826552223e-15,False,False
probe_core_plus_R4r5,4.0,5,0.0,72,0.8329233192000312,2.433856569235282e-08,0.6189835668914977,8.675495587921954e-14,True,newton_cg,16,157.51768849999644,1.0,0.0,5.612171838365043e-11,9,4.379643913849649e-15,False,False
probe_core_plus_R8r5,8.0,5,0.0,286,0.9466752953384026,4.3792040957044143e-10,0.21619453796430263,1.1834636700927617e-13,True,newton_cg,10,149.30842629997642,0.9999999999999999,0.0,5.612171838365043e-11,9,3.903111010940878e-15,False,False
probe_core_R4r5,4.0,5,0.0,72,0.8440600840793886,5.729155119066354e-09,-1.2294046439550703,9.359586547720361e-14,False,newton_cg,11,112.66151619999437,1.0,0.0,5.612171838365043e-11,9,6.904174538459608e-15,False,False
probe_stationary_R10r7,10.0,7,0.0,444,1.0324061688744304,2.841691725680162e-13,0.1485687170652486,1.3285112794319122e-13,True,stationary_root,3,421.76863700000104,0.9999999999999999,0.0,5.611539011241007e-11,9,3.811015947172685e-15,False,False
